video_id,publish_date,passive_voice_count,relative_frequency_ipm,vvn_strings,preceding_strings
RkphW70WucI,20240617,12,6342.494714587738,"killed, spotted, killed, killed, coordinated, made, met, welcomed, welcomed, told, conditioned, closed","Palestinians, trucks, soldiers, Palestinians, this, announcement, it, you, news, uh, inadequate, going"
6XfAbXE-nFA,20240527,0,0.0,,
lNpe1MvCJl4,20240325,2,3053.4351145038167,"established, held","cabinet, Coalition"
jNsv89je2JM,20240901,8,7540.056550424128,"kidnapped, seized, killed, murdered, found, executed, found, murdered","they, he, hostages, they, they, they, they, loved"
e6MS8EaJDxM,20231017,4,1652.2098306484925,"adopted, called, shared, abducted","that, Gaza, that, that"
SvVHDhNDalY,20240211,1,977.5171065493646,formed,cabinet
C1LODQglFEQ,20240128,0,0.0,,
VXmKyFXSS4s,20240723,6,4347.826086956522,"supposed, strained, put, used, killed, targeted","there, relationship, also, areas, people, houses"
CKY0yf31QlM,20240219,2,1626.0162601626016,"blocked, closed","both, crossing"
c-YtlSWKQJc,20240318,4,4314.9946062567415,"killed, asked, raided, dropped","people, uh, hospital, leaflets"
Bxm9eB43iVc,20240212,15,6861.848124428179,"rescued, kidnapped, flown, rescued, saved, killed, designated, ordered, freed, released, torn, displaced, told, involved, felt","they, men, they, mman, there, Palestinians, city, the, that, 100, people, whom, Palestinians, as, have"
WWf_FqsjuA0,20231023,5,3861.003861003861,"dragged, butchered, supposed, supposed, used","they, families, it, money, it"
bNRMb1tpq_8,20240622,2,2298.8505747126437,"targeted, provided","he, that"
80SFN3DZ2Kw,20240822,7,5799.50289975145,"kidnapped, abandoned, deadlocked, brought, involved, opposed, arrested","bsta, who, negotiations, could, US, who, people"
,,0,0.0,,
DEoIZ6uDhrQ,20240901,6,9677.41935483871,"announced, kidnapped, killed, recovered, killed, supposed","deaths, they, they, they, hostages, that"
JbpenBgUILE,20240623,14,10510.510510510512,"tied, injured, shot, told, transferred, killed, hit, wiped, reduced, targeted, destroyed, transferred, released, injured","man, he, he, we, individual, people, al-shati, area, buildings, area, homes, the, video, men"
hLRR5D0WvYQ,20240416,5,2256.317689530686,"tightened, set, crossed, established, overshadowed","escalation, president, threshold, rules, that"
uVPwFm-rK_U,20240417,7,3008.1650193382034,"shot, destroyed, trained, served, seen, seen, done","most, drones, Massacre, honor, Iran, Israel, damage"
n5TujA-LViY,20240525,1,1308.9005235602094,impacted,response
rjeqtF6s3cI,20231022,7,4286.5890998162895,"killed, struck, killed, shot, bolstered, put, struck","people, Janine, people, people, uh, checkpoints, airport"
NTOnawy4FNE,20240526,2,4484.304932735426,"issued, ordered","that, offensive"
aqHVk3EMpXU,20231112,7,9900.990099009901,"agreed, proposed, rejected, agreed, invited, considered, received","what, that, proposals, organizations, Iran, recently, he"
BshOoXXUgDs,20231103,3,3351.95530726257,"carried, looked, expelled","it, today, they"
Ew7YhPYTKW4,20231020,24,2464.3187185542665,"cancelled, called, taken, kidnapped, called, destroyed, released, released, taken, killed, bombed, supposed, forced, downed, downed, taken, pulled, planned, abducted, taken, taken, fired, canceled, called","leaders, that, family, who, that, buildings, that, that, to, who, out, conference, it, websites, newspapers, people, they, visit, many, that, that, that, meetings, that"
dgTDZEsiy3M,20240719,13,1259.0799031476997,"requested, made, adopted, occupied, established, carried, established, applied, established, demolished, deprived, brought, found","court, request, opinion, that, Authority, policy, that, law, them, structures, people, which, which"
YFRNQ1tFPfc,20240126,11,1972.7403156384505,"addressed, adopted, represented, committed, killed, reported, destroyed, told, killed, closed, made","Gaza, reservations, Israel, to, Palestinians, injuries, units, civilians, thousands, everything, measures"
GzeK0HziiZw,20240517,44,4944.931445268599,"rejected, placed, given, fired, caused, identified, fired, identified, abducted, blown, taken, confirmed, kidnapped, confirmed, killed, killed, Unleashed, provided, opened, assigned, adopted, prepared, released, engaged, leveled, held, closed, shut, disrupted, provided, achieved, detailed, appointed, shut, reviewed, detailed, transferred, extended, established, harmed, harmed, harmed, killed, described","request, Israel, Israel, Rockets, scale, shafts, Rockets, sites, HH, which, who, 7, them, it, had, victims, that, hostilities, has, which, mechanism, Africa, hostage, and, that, who, it, Crossing, operation, packages, rots, actions, Who, yesterday, mechanism, too, lers, efforts, which, staff, staff, patients, terrorists, these"
0Pl2HpuR81E,20240118,15,2640.845070422535,"shattered, burned, born, kidnapped, burned, taken, handled, stopped, launched, presented, derailed, brought, heard, identified, brought","world, that, he, he, who, it, that, that, it, that, Vision, which, case, I, must"
3Ak8sDGZv9o,20240724,14,3023.105160872382,"freed, reunited, taken, killed, wounded, wounded, killed, established, accused, leveled, killed, applied, supported, relieved","who, Noah, family, they, he, he, he, had, we, lies, civilians, concepts, they, Israelis"
sz0O7_Ex2Po,20240516,69,4847.548124209639,"celebrated, triggered, entrusted, made, directed, raised, killed, confirmed, crammed, bombed, made, instructed, reduced, described, ordered, described, issued, displaced, forced, forced, described, motivated, forced, killed, described, killed, injured, exposed, forced, forced, reduced, decapitated, discovered, identified, discovered, killed, drawn, forced, spoken, realized, presented, triggered, closed, prevented, made, ordered, compelled, subjected, ordered, killed, found, relieved, rewarded, honored, presented, rewarded, brought, prosecuted, foreseen, killed, destroyed, killed, used, adopted, intended, brought, wielded, respected, amended","which, application, to, request, which, Gaza, Gaza, this, people, government, measures, Palestinians, Gaza, Rafa, Palestinians, that, orders, population, bakeries, has, Rafa, has, Palestinians, children, face, 14,000, more, children, it, and, Unice, many, bodies, 42, bodies, Palestinians, attention, north, that, has, that, measures, Border, Nations, them, Israel, court, Strip, Israel, civilians, bodies, has, Palestinians, we, performances, has, both, Palestinians, ation, have, itself, Medics, has, as, court, genocide, power, ceasefire, which"
l6UlYAfkQlU,20231103,24,1761.0801291458763,"killed, killed, destroyed, killed, focused, cut, killed, taken, killed, hit, killed, damaged, closed, displaced, supported, injured, taken, impacted, brought, adopted, accounted, killed, indicated, approved","Palestinians, Palestinians, house, who, us, electricity, they, assets, have, idps, people, facilities, have, whom, they, somebody, uh, that, gas, that, children, ukrainians, this, have"
Pf7epFRpcUg,20231024,0,0.0,,
Pf7epFRpcUg,20231024,0,0.0,,
AlzmA9PSWpk,20240425,19,1173.5639283508337,"implemented, brought, completed, considered, stipulated, stated, recognized, exposed, sent, forfeited, sent, implemented, met, established, recognized, established, based, deterred, marked","unfortunately, place, vacancy, Morocco, as, what, which, Lebanon, hospital, have, that, This, which, projects, entity, that, and, It, which"
_DQtpglNubE,20231222,7,1324.7539742619228,"adopted, adopted, adopted, submitted, achieved, stated, adopted","resolution, amendment, resolution, that, agreement, it, has"
Dx1nkJpyRs0,20231221,22,1540.0770038501926,"killed, made, displaced, damaged, damaged, suspended, received, forced, made, rescinded, rescinded, killed, destroyed, renewed, met, spared, ignored, needed, taken, sent, mured, repeated","who, progress, Millions, facilities, Facilities, cargo, billion, program, decision, ago, ago, people, buildings, authorization, have, have, have, it, steps, hardship, advisor, that"
CILMjZdqMrY,20231020,37,2581.995812979763,"asked, replaced, put, adopted, killed, proposed, found, kidnapped, voted, displaced, said, killed, killed, let, said, struck, proven, injured, hit, killed, injured, struck, mentioned, killed, destroyed, taken, settled, opened, killed, written, attacked, cut, forced, adopted, hit, lost, exceeded","we, that, amendments, has, hundreds, now, that, who, resolution, people, they, Palestinians, Palestinians, and, it, city, that, those, hospital, have, 23, had, as, people, hospital, should, has, has, that, has, Gaza, Strip, gazin, have, it, lives, hospitals"
2_GcBAql0Lk,20240220,31,2107.839804174883,"afforded, ignored, shared, held, destroyed, Unleashed, adopted, submitted, urged, presented, circulated, killed, described, driven, stalled, voted, brought, killed, saved, agreed, demanded, taken, taken, located, found, proven, downed, displaced, killed, said, supported","time, all, that, hostages, families, violence, has, text, we, appropr, draft, Palestinians, situation, who, progress, has, resolution, will, could, should, that, K, baby, center, tunnels, anra, drone, Israel, who, what, this"
yveXJyV6s30,20240322,27,2557.0603276825454,"written, displaced, wiped, come, put, engaged, focused, vested, adopted, pinned, destroyed, killed, put, conducted, killed, maimed, rejected, informed, respected, reported, adopted, portrayed, established, toppled, executed, carried, carried","that, who, has, lives, which, colleagues, issue, that, has, that, who, they, has, negotiations, persons, 74,000, idea, therefore, has, Palestinians, had, US, Nations, Reich, plot, displayed, Massacre"
24l_ez-mEJI,20240420,48,1809.6135721017906,"recognized, underpinned, spent, deployed, crafted, reinforced, invaded, pleased, riged, known, tortured, occupied, ordered, attempted, said, obstructed, told, seized, made, kidnapped, recognized, called, handcuffed, asked, narrowed, provided, deemed, killed, murdered, subjected, massacred, offset, burned, murdered, killed, killed, forced, displaced, cut, caught, postponed, postponed, requested, postponed, postponed, postponed, requested, requested","Iowa, Prosperity, time, I, supplemental, Johnson, Ukraine, we, that, what, often, it, a, it, everything, people, we, had, that, who, gentleman, country, as, Congress, should, has, that, Americans, who, people, many, cost, lives, who, Palestinians, people, thousands, people, have, who, nun, proceedings, vote, C, proceedings, proceedings, vote, vote"
1TDvt7cOilk,20231104,1,417.18815185648725,delayed,this
HQOPt5Z9MLg,20240126,2,1016.2601626016261,"pleased, voted","I, ruling"
o0T-ZwstVbI,20231113,0,0.0,,
KfCdSTfZ52Q,20240831,0,0.0,,
O-WRsAahY24,20231117,28,7040.48277596178,"destroyed, canceled, intended, promised, caused, taken, ordered, struck, evacuated, updated, followed, asked, held, found, known, kidnapped, released, killed, found, brought, taken, discovered, captured, released, laid, captured, killed, raised","home, UN, decision, think, that, that, border, shops, town, we've, we, who, funeral, remains, that, to, video, she, body, and, who's, Marciano, 19-year-old, that, she, she, she, flags"
vr83ODWJa8M,20240118,7,7769.145394006659,"announced, seized, broken, shocked, filled, displaced, covered","it, they, deal, he, it, them, that"
dupqb6Jz0-A,20231113,10,4098.360655737705,"targeted, killed, rejected, displaced, imprisoned, curtailed, spread, arrested, attacked, mentioned","Hospital, Gynecology, it, Palestinians, population, Speech, definition, Israel, fry, that"
uMpkqPjO8_U,20240805,3,2938.2957884427033,"entangled, imposed, attacked","Israel, that, Israel"
yHZLRHqlHqg,20240807,1,1712.3287671232877,killed,who
fjGmthl9jcA,20231128,11,4095.3090096798214,"transferred, released, released, left, told, involved, involved, recognized, given, taken, seen","have, prisoners, prisoners, that, they, I, who, it, I, soldiers, they"
6PIlRdmGHwE,20240229,5,8445.945945945947,"killed, rushed, described, released, killed","people, wounded, that, that, people"
gpotCgz69ZM,20240210,7,4676.018704074816,"killed, moved, given, told, moved, wiped, decimated","Palestinians, Gaza, had, they, Palestinians, neighborhoods, system"
eDe_aCgXkdg,20231207,20,8274.720728175424,"murdered, raped, burned, committed, caught, collected, raped, planned, brought, shocked, cut, Meant, done, meant, committed, killed, burnt, allowed, said, committed","victims, that, they, that, who, that, women, it, it, people, genitals, think, what, bodies, that, know, homes, journalists, what, that"
zLmreKz-KvU,20240815,4,3215.434083601286,"breastfed, killed, issued, presented","baby, Palestinians, that, it"
nfq8eALmnvo,20240304,1,1118.5682326621923,held,who
Ttr1eDj8Jng,20240129,0,0.0,,
RgdFOIiRpr0,20240119,2,2853.0670470756063,"destroyed, repeated","US, and"
wMZaObPq9Wo,20240211,0,0.0,,
lPVqomC80VA,20240725,3,707.3803348266919,"met, inclined, called","Netanyahu, netan, that"
B9ClG6Mo2Cs,20231012,8,3437.9028792436616,"taken, dealt, presented, killed, presented, missed, prepared, prepared","that, that, that, terrorists, that, Hamas, they, they"
V3DsKWBP1l8,20240904,1,1379.310344827586,asked,he
pOLcUkTwIfU,20240430,3,1202.8869286287088,"achieved, displaced, increased","goals, that, Aid"
gDqH0Cd6Mlo,20240401,1,846.740050804403,characterized,office
DydkqzJDy3Q,20240121,2,3448.2758620689656,"killed, wounded","who, 60,000"
-e8fkwng56M,20231221,4,2587.3221216041397,"damaged, killed, released, sent","infrastructure, ephrat, it, I"
r8JaTJF0pLM,20231103,6,1734.1040462427745,"hit, used, killed, killed, conducted, stuck","ambulances, it, people, that, that, that"
hNw_co97tEE,20231030,11,8580.343213728549,"taken, freed, received, released, released, released, provided, debriefed, released, done, held","who, had, has, hostages, four, uh, Aid, she, she, it, she"
B2zcfvETBIw,20240624,3,4267.425320056899,"prepared, stalled, displaced","he, that, there"
R4WUtac5NTs,20231231,2,2325.5813953488373,"reduced, reduced","situation, life"
rIeGLAoiOSw,20231014,10,3160.5562579013904,"cut, killed, announced, abducted, displaced, prepared, taken, met, kidnapped, told","Israel, ago, has, people, who, Army, that, it, who, that"
GK_X1kjAuDM,20240902,0,0.0,,
8av4nTx27o0,20240505,0,0.0,,
SFnEyHuq2_Q,20240624,2,905.7971014492754,"taken, brought","like, IRA"
Y9IRBU44UOo,20240604,3,5217.391304347827,"declared, set, suggested","Gaza, that, people"
iqYrBfL8EVc,20231102,6,4059.5399188092015,"dubbed, killed, killed, given, targeted, targeted","Gaza, journalists, are, their, they, they"
3gOewqYeXK0,20240513,8,3234.937323089365,"forced, sent, reported, told, left, dedicated, left, pulled","families, troops, has, they, Gaza, commemoration, people, some"
-i_SaSg-hPg,20240519,3,3579.952267303103,"targeted, hit, delivered","house, it, Aid"
IKETzTQimwI,20231025,13,2820.5684530266867,"reversed, done, watched, granted, interviewed, taken, damaged, blocked, conducted, handed, used, repeated, given","statement, that, men, they, he, they, have, has, changes, man, which, that, Sweden"
8_RWto93dRU,20240310,3,3802.2813688212927,"given, granted, told","Gaza, permissions, tons"
3-Ztp8GIAQc,20231027,4,2304.147465437788,"shocked, rejected, quoted, accelerated","who, he, you, peace"
hWf6kD_5ncw,20240711,0,0.0,,
67h4MwBRJBE,20231017,12,6072.8744939271255,"signed, violated, honored, respected, started, breached, made, claimed, killed, killed, dropped, dropped","that, agreements, those, those, aggression, they, as, have, have, have, have, have"
7vJqNDB_SUs,20240124,5,4006.410256410256,"arrested, arrested, found, arrested, reported","Amna, 7th, if, that, that"
WKLyHMQhnm0,20240214,5,4646.840148698885,"forced, told, suspended, sent, talked","families, those, negotiations, he, whatever"
77xSTrdVD-g,20240123,1,1307.18954248366,killed,Palestinians
qKSWeOgnk3I,20231110,0,0.0,,
P0A2sGtC6IM,20240523,0,0.0,,
Vio1nmrm6_o,20240328,3,1725.1293847038528,"attacked, meant, stepped","to, it, pressure"
XucIVKzSzVU,20231020,7,10785.82434514638,"arrested, injured, banned, murdered, set, shocked, attacked","people, officers, which, Jews, could, I, synagogue"
42lmdVCYudQ,20240827,2,2212.3893805309735,"found, vaccinated","disease, have"
w0pwkbA0js4,20231228,5,3094.0594059405944,"thrown, conducted, held, fired, deducted","bombs, Gaza, election, they, salaries"
eh1bKkN7MRg,20240121,12,5991.013479780329,"killed, taken, released, scared, taken, taken, found, murdered, returned, murdered, killed, closed","family, others, two, they, or, they, bodies, granddaughter, Sahar, that, people, that"
56jNbNk5trA,20231016,5,4945.598417408506,"broken, shocked, treated, formed, killed","quo, I, they, militias, civilians"
VoRSrUvMXCU,20231104,0,0.0,,
TVrvGM1PonU,20240902,8,5594.4055944055945,"killed, covered, killed, discovered, brought, killed, found, released","hostages, bodies, they, bodies, hostages, they, uh, could"
opWTLWT6PxU,20231206,0,0.0,,
lAlPEbxlMiM,20231021,1,1259.4458438287154,reopened,crossing
ZPafG-0dR-A,20240527,6,5504.587155963303,"killed, harmed, cut, eliminated, discovered, taken","people, civilians, who, Fighters, tunnels, um"
mfIJ7UzKFhE,20231024,22,5925.127928898465,"opened, targeted, destroyed, targeted, killed, killed, hit, killed, killed, known, bombed, bombed, broken, killed, shot, touted, suggested, considered, undermined, elected, held, shaken","Gaza, Commander, complex, they, terrorists, terrorists, camp, people, combatants, they, it, it, kit, daughter, they, Arrangement, it, has, efforts, abbass, have, are"
a80LVITBCro,20240724,1,874.1258741258741,started,debate
4_5RTrAjnIo,20240422,3,3164.5569620253164,"involved, based, put","refugees, it, of"
W9Bc5i0KotU,20240207,5,5875.440658049354,"made, received, killed, taken, released","proposal, ago, already, they, hostages"
-51aXUXSWdI,20240330,0,0.0,,
6fDq1gWRiZw,20231114,3,1699.7167138810198,"left, crowded, removed","doctors, people, have"
6zhggptQaMI,20231129,8,6389.776357827476,"called, told, raped, killed, broken, raped, elected, chained","who, things, women, they, bones, women, he, um"
YzVdovXXDGY,20231012,4,4848.484848484848,"killed, carried, killed, killed","who, bodies, people, Palestinians"
oRTezEvIZsY,20240712,4,5108.556832694764,"demolished, deemed, relocated, traumatized","homes, ago, because, who"
e--DsM1kuEo,20240102,1,2923.9766081871344,evacuated,town
VqOgj1zrQv0,20240214,2,3824.091778202677,"created, targeted","space, and"
Uy7bmfTJwt8,20240527,9,8754.863813229573,"fired, reported, damaged, told, allowed, manifested, sent, looted, attacked","Rockets, casualties, room, tent, that, 200, have, supplies, workers"
_NUQaSOmXto,20231030,12,15037.593984962405,"injured, deployed, arrested, injured, suppressed, looted, set, stormed, stormed, suspected, hung, made","people, forces, people, people, protest, there, built, airport, hotel, Israel, note, violence"
CTVgedXNpPs,20240425,1,1218.0267965895248,called,that
kVNYRqqV03o,20240808,2,2403.846153846154,"harmed, assassinated","they, brothers"
RcPUUgdbbSo,20231101,1,1215.066828675577,cut,Communications
SwpcIxw7uqs,20240402,9,5027.932960893854,"hit, killed, killed, attacked, attacked, decimated, confirmed, halted, killed","convoys, countries, Kitchen, operations, workers, healthcare, Terry, reportedly, employees"
_Oio_f99q6w,20240828,6,3809.5238095238096,"killed, designed, hit, wounded, injured, reached","Palestinians, cities, that, man, one, have"
Pcsl1TtrrWM,20240309,6,2566.295979469632,"surprised, completed, targeted, tasked, delivered, allowed","we, still, they, equipment, could, Gaza"
_Wkb6S1muEQ,20240311,5,5274.261603375528,"cleared, believed, killed, confirmed, received","vessel, who, he, this, confirmation"
CJg9v4Q6bjs,20231128,1,1261.034047919294,slammed,it
aqGojIF6Fxw,20240407,8,6711.4093959731545,"killed, kidnapped, taken, subjected, said, captured, weakened, jeopardized","people, more, 220, some, that, to, to, that"
9vzk3CXRnM0,20240207,4,2956.3932002956394,"born, grown, created, considered","we, they, hisbah, that"
x0KNs1mWBfs,20231231,3,1450.6769825918764,"displaced, referred, released","they've, what, hostages"
MOW_1exsHE8,20240111,66,3335.1862145636464,"appointed, appointed, filed, informed, fixed, described, followed, described, killed, killed, wiped, killed, displaced, required, permitted, cut, raised, denied, blocked, described, injured, infiltrated, repeated, reiterated, nurtured, made, made, recorded, filmed, recorded, posted, misunderstood, taken, confirmed, emailed, received, filed, addressed, confirmed, conducted, initiated, emphasized, explained, designed, told, killed, told, ignored, initiated, killed, forced, Justified, separated, damaged, killed, struck, killed, Justified, killed, done, done, addressed, killed, directed, noted, regarded","he, he, measures, parties, measures, itself, warning, what, Palestinians, they, families, have, Palestinians, hospitals, assistance, had, quote, was, trucks, which, gazin, that, it, animals, Gaza, statements, not, they, Gaza, soldiers, soldier, they, words, this, this, note, application, dispute, this, Israel, application, this, as, convention, civilians, they, they, ceasefire, proceedings, Palestinians, people, measures, families, libraries, academics, it, staff, measures, had, what, done, that, have, Palestinians, as, justice"
SQcWNAW_4as,20240308,3,1660.2102933038186,"loaded, politicized, obstructed","where, this, that"
SkN1JyM9rqI,20240424,5,2233.139794551139,"arrested, arrested, handed, founded, involved","hundreds, people, that, it, parents"
vqCcL6kbVho,20240411,0,0.0,,
N-9EIcLcuUs,20231108,6,2035.2781546811395,"preceded, made, released, killed, killed, made","escalation, this, hostages, has, somebody, that"
CK-lSnHmmPU,20231224,4,8113.5902636916835,"designated, killed, adopted, taken","Hamas, hostages, resolution, hostages"
cxFBLPOgGlY,20240727,2,3021.1480362537764,"killed, killed","people, people"
IweF_hnd9Ug,20240514,0,0.0,,
df7KzjJ0p6M,20240228,15,8269.018743109153,"told, killed, released, held, taken, suspended, tortured, released, released, treated, involved, abducted, told, involved, involved","I, people, Angel, he, who, Israel, he, that, that, they, who, they, I, they, who"
zJwTbwpRdIw,20231027,0,0.0,,
uPc7YB1NCA4,20231124,1,2392.3444976076553,evacuated,who
pfeLzXqL-nI,20240122,14,4538.08752025932,"involved, arrested, echoed, forced, called, gone, marked, killed, kidnapped, founded, indicted, radicalized, scared, forced","78-year-old, law, demands, 700,000, which, settlers, decades, people, 200, which, he, he, Israelis, Netanyahu"
UiXGPIXVIx0,20240509,7,3941.441441441441,"killed, directed, set, met, killed, closed, reopened","civilians, operations, camp, have, that, that, but"
m-Ax9P1frUI,20231115,4,2157.4973031283707,"updated, injured, taken, criticized","which, who, that, he"
Jpeua8qUHmY,20240228,6,9463.72239747634,"told, killed, released, held, taken, suspended","I, people, Angel, he, who, Israel"
hTwdPifv6PA,20231019,8,2943.3406916850627,"gone, kidnapped, taken, taken, pictured, called, divided, involved","they, sister, uncle, who's, ER, people, we, you"
saCFmV-9G84,20240331,4,3511.8525021949076,"taken, confirmed, taken, injured","they, yesterday, uh, translator"
zp7yYxdNdb8,20231010,8,3755.868544600939,"intercepted, hit, hit, told, closed, hit, called, intercepted","that, hotel, hotel, they, moment, city, reservists, they"
7BtL93pGF14,20240809,0,0.0,,
FieRuS0Xf30,20240519,8,4171.011470281544,"displaced, hijacked, laid, pushed, displaced, left, played, displaced","population, country, gauntlet, Council, hearing, know, that, them"
tIX2kQhAXJc,20231210,0,0.0,,
fd-7mQUz1sI,20240523,7,1532.3992994746059,"contested, indulged, weakened, welcomed, announced, recalled, bloodied","course, Israel, capacity, it, that, countries, who"
_EZdQG99de8,20240908,3,4636.7851622874805,"killed, killed, triggered","people, guards, that"
tJoIo1BYpZQ,20240212,3,1418.4397163120568,"killed, foreseen, granted","have, it, would"
RKnsc6jIjuc,20240731,9,3643.724696356275,"assassinated, killed, hit, killed, targeted, killed, prepared, killed, thought","hania, bodyguard, resistance, bodyguards, he, Han, uh, he, uh"
dCs1Qab7QbM,20240108,4,5925.925925925925,"killed, killed, killed, killed","tail, aori, who, who"
E4Kf5pNc4tU,20240126,6,2288.329519450801,"rejected, fostered, affected, requested, limited, killed","charge, that, would, that, case, who"
LAD9u2fac_o,20231128,8,4253.056884635832,"freed, released, seized, freed, agreed, extended, terrified, distributed","have, prisoners, people, prisoners, that, Gaza, everyone, water"
uUrBVUq97so,20231124,17,2884.7785508230104,"achieved, killed, agreed, shot, interrogated, detained, humiliated, asked, distributed, given, Riven, exacted, taken, released, injured, shot, killed","not, them, it, people, they, they, they, they, those, steinmeier, weeks, that, father, mother, he, he, to"
2XmNpRYp3L4,20231019,0,0.0,,
e7bCfAtg3Yg,20231028,2,2781.6411682892904,"expected, organized","Palestinians, it"
_GoMAaNrWwc,20240503,2,3021.1480362537764,"confirmed, banned","has, items"
mUYaSLCN9D0,20240413,2,1104.3622308117062,"told, dropped","you, demobilization"
gGPuZkXZnFY,20240711,5,4642.525533890436,"told, reported, declared, displaced, displaced","City, Palestinians, had, that, population"
GnmuE8IQ8Vs,20240305,13,9818.731117824773,"committed, committed, committed, killed, raped, taken, taken, taken, taken, brought, done, raped, sidelined","rape, rape, treatment, that, they, or, who, that, that, person, nothing, that, has"
x2RG_r0iS1w,20231027,8,7483.6295603367635,"damaged, allowed, killed, injured, affected, destroyed, killed, killed","Gaza, trucks, Palestinians, nephew, Life, Gaza, 2,600, 4,000"
TljXxkdaeOU,20240405,5,5159.958720330237,"reprimanded, hit, adopted, distributed, described","uh, uh, that, that, what"
C2GHdjWrl_Y,20240829,3,2096.4360587002097,"targeted, killed, accused","cities, footage, who"
IQU6Vjj1dSQ,20231218,8,3066.3089306247607,"displaced, released, displaced, postponed, tightened, besieged, used, killed","population, who, they, has, Siege, where, they've, colleagues"
-8IDfVT1W2s,20231108,4,2280.501710376283,"killed, killed, injured, bombed","that, civilians, they, houses"
McUTN6gFEsA,20231029,2,1106.8068622025455,"broken, backed","Gaza, know"
DzZc_K8GaUU,20240329,4,2909.090909090909,"criticized, killed, made, allowed","drops, people, drops, we"
z0-6w8aO7w0,20231222,6,2640.845070422535,"killed, killed, weakened, put, closed, used","people, people, knows, which, it, believe"
q9aIhniaj2E,20231027,6,4252.303330970943,"said, passed, drafted, blown, linked, used","all, truce, it, Ambassador, said, sites"
wW7tmQFUP_c,20231115,24,6512.890094979647,"killed, killed, made, made, forced, killed, killed, killed, killed, killed, killed, killed, killed, killed, hit, impacted, spared, broken, established, allowed, killed, sacrificed, killed, hit","Palestinians, personnel, situation, situation, who, ours, that, who, them, them, Samir, she, who, who, facilities, that, have, they, it, we, that, they, people, it's"
hyckQ05N2sg,20231222,9,2795.031055900621,"delayed, adapted, said, proposed, voted, adopted, used, opened, attained","vote, language, that, what, that, that, uh, uh, not"
DgFpFmdh0TI,20231012,13,4125.674389082831,"forced, released, killed, hit, imposed, killed, asked, raised, reduced, forced, hit, evacuated, turned","people, see, people, staying, that, they, neighborhoods, that, neighborhoods, we, it, employees, Gaza"
VxgvQqqGzvE,20240319,0,0.0,,
zpvf6WSVit8,20231020,3,1822.6002430133656,"given, notified, taken","has, families, bodies"
y41WmbEQMEk,20240325,7,5315.110098709187,"divided, vetoed, vetoed, spelled, announced, meant, cancelled","council, three, one, it, vote, that, has"
Wje_w59xB7A,20240322,2,1642.0361247947453,"put, claimed","which, potential"
hi8Srzt9cQY,20240414,4,1003.5122930255895,"intercepted, convened, led, seen","all, that, Israel, generals"
OOwIfWVdw-8,20240813,60,3648.9691662105456,"fired, hit, hit, claimed, conducted, killed, declared, damaged, displaced, told, detected, coordinated, left, subjected, given, issued, forced, declared, forced, displaced, detected, killed, displaced, carried, eliminated, made, bombed, violated, compounded, involved, injured, injured, bombed, confirmed, saved, injured, adopted, reported, bombed, displaced, displaced, killed, injured, struck, carried, adopted, killed, born, blown, said, left, exposed, quit, shown, murdered, eliminated, killed, found, undermined, circulated","projectiles, base, base, who, strike, people, hostages, Network, people, places, strains, that, stone, population, he, orders, separated, place, there, whom, has, Gaza, who, school, terrorists, distinction, civilians, detainees, famine, may, tens, who, Sheltering, doubts, lives, 90,000, 735, as, schools, people, whom, civilians, more, schools, conflict, 2735, civilians, you, that, it, Palestinians, what, Outlets, concern, children, who, who, date, that, document"
DKe0H-WIp_o,20240414,28,2252.0711011019066,"convened, taken, injured, launched, called, needed, put, targeted, disregarded, launched, taken, envisioned, killed, killed, killed, arrested, removed, carried, taken, kept, threatened, intercepted, backed, blocked, killed, targeted, adopted, imposed","session, action, civilians, that, briefing, what, this, Syria, caution, attack, action, Reich, civilians, members, protesters, thousands, deniability, attack, action, inspectors, existence, missiles, which, but, women, infrastructures, that, it"
aOlAlYzghi0,20240430,6,2378.121284185493,"met, said, granted, found, presented, litigated","have, believe, have, has, that, haven't"
BXdUPbWUpy8,20231025,4,1859.6001859600185,"killed, displaced, flattened, destroyed","people, ground, have, infrastructure"
kF8Xb2pvSW4,20240712,1,480.5382027871216,marred,eight
WHUQwZ9Gu0U,20231017,3,2540.220152413209,"displaced, killed, displaced","million, people, who"
etlvyUTzfZ8,20240522,6,3671.970624235006,"removed, inspected, crossed, supposed, meant, stopped","shelters, trucks, trucks, That, coast, trucks"
Md8C5AEVIsc,20231113,4,3606.8530207394047,"targeted, killed, rejected, abducted","Hospital, Gynecology, it, who"
7r9eGQtV-e8,20231113,4,5376.344086021506,"killed, lowered, founded, displaced","workers, flag, organization, who"
QMEKtJzE8dE,20240430,15,3812.9130655821045,"asked, taken, based, released, arrested, asked, killed, killed, briefed, made, reinstated, suspended, suspended, released, denied","not, who, recently, basically, they, they, who, people, we, allegation, person, funding, that, many, you"
0LPYT0YEbp0,20240826,0,0.0,,
9e7GCgMJexo,20240305,4,4162.330905306972,"subjected, published, subjected, killed","Israel, uh, hostages, presumably"
rlfv0cA4_80,20240606,5,7587.253414264037,"killed, killed, brought, taken, announced","people, people, children, steps, that"
rfKefTV_m-I,20240129,2,5665.7223796033995,"emptied, made","Gaza, have"
,,7,2583.025830258303,"designated, pulled, agreed, killed, exposed, exposed, released","which, bodies, deal, or, they, they, have"
