<video_id>sz0O7_Ex2Po</video_id>	JJ	<video_id>sz0O7_Ex2Po</video_id>
Care	NP	Care
in	IN	in
an	DT	an
already	RB	already
decimated	VVN	decimate
Health	NP	Health
System	NP	System
only	RB	only
two	CD	two
out	IN	out
of	IN	of
36	CD	@card@
hospitals	NNS	hospital
are	VBP	be
located	VVN	locate
within	IN	within
the	DT	the
so-called	JJ	so-called
humanitarian	JJ	humanitarian
area	NN	area
designated	VVN	designate
by	IN	by
Israel	NP	Israel
in	IN	in
just	RB	just
6	CD	@card@
days	NNS	day
between	IN	between
6	CD	@card@
and	CC	and
12	CD	@card@
May	NP	May
Medan	NP	Medan
s	NN	S
Frontier	NP	Frontier
recorded	VVD	record
that	IN/that	that
it	PP	it
was	VBD	be
forced	VVN	force
to	TO	to
suspend	VV	suspend
its	PP$	its
life	NN	life
sustaining	VVG	sustain
activities	NNS	activity
at	IN	at
Alaura	NP	Alaura
Clinic	NP	Clinic
hand	NN	hand
over	IN	over
its	PP$	its
activities	NNS	activity
at	IN	at
Al	NP	Al
emirati	NP	emirati
Hospital	NP	Hospital
and	CC	and
was	VBD	be
forced	VVN	force
to	TO	to
close	VV	close
its	PP$	its
activities	NNS	activity
in	IN	in
Rafa	NP	Rafa
Indonesian	JJ	Indonesian
field	NN	field
hospital	NN	hospital
as	IN	as
it	PP	it
could	MD	could
not	RB	not
guarantee	VV	guarantee
the	DT	the
security	NN	security
and	CC	and
safety	NN	safety
of	IN	of
patients	NNS	patient
and	CC	and
staff	NN	staff
with	IN	with
the	DT	the
offensive	NN	offensive
The	DT	the
Assault	NN	assault
on	IN	on
healthc	NN	healthc
care	NN	care
within	IN	within
Rafa	NP	Rafa
is	VBZ	be
the	DT	the
culmination	NN	culmination
of	IN	of
a	DT	a
pattern	NN	pattern
of	IN	of
attacks	NNS	attack
on	IN	on
Healthcare	NP	Healthcare
Services	NPS	Services
in	IN	in
Gaza	NP	Gaza
through	IN	through
which	WDT	which
the	DT	the
main	JJ	main
hospitals	NNS	hospital
across	IN	across
Gaza	NP	Gaza
have	VHP	have
completely	RB	completely
stopped	VVN	stop
functioning	NN	functioning
after	IN	after
Israel's	NP	Israel's
military	JJ	military
assault	NN	assault
pardon	VV	pardon
me	PP	me
after	IN	after
Israel's	NP	Israel's
um	NNS	um
military	NN	military
seized	VVD	seize
the	DT	the
Rafa	NP	Rafa
and	CC	and
Kem	NP	Kem
Shalom	NP	Shalom
Crossings	NNS	crossing
last	JJ	last
week	NN	week
and	CC	and
prohibited	VVD	prohibit
the	DT	the
importation	NN	importation
of	IN	of
lifegiving	VVG	lifegiving
fuel	NN	fuel
to	TO	to
hospitals	NNS	hospital
on	IN	on
13	CD	@card@
May	NP	May
the	DT	the
European	JJ	European
Gaza	NP	Gaza
Hospital	NP	Hospital
completely	RB	completely
ran	VVD	run
out	RP	out
of	IN	of
fuel	NN	fuel
and	CC	and
experienced	VVD	experience
a	DT	a
total	JJ	total
blackout	NN	blackout
with	IN	with
without	IN	without
fuel	NN	fuel
hospitals	NNS	hospital
cannot	MD	can
sustain	VV	sustain
incubators	NNS	incubator
respirators	NNS	respirator
and	CC	and
life-saving	JJ	life-saving
Machinery	NP	Machinery
Healthcare	NP	Healthcare
in	IN	in
Gaza	NP	Gaza
is	VBZ	be
crippled	VVN	cripple
by	IN	by
shortages	NNS	shortage
of	IN	of
food	NN	food
fuel	NN	fuel
oxygen	NN	oxygen
medicines	NNS	medicine
and	CC	and
anesthetics	NNS	anesthetic
the	DT	the
obstetric	JJ	obstetric
and	CC	and
maternity	NN	maternity
health	NN	health
system	NN	system
in	IN	in
Gaza	NP	Gaza
is	VBZ	be
virtually	RB	virtually
nonexistent	JJ	nonexistent
and	CC	and
every	DT	every
functioning	VVG	function
medical	JJ	medical
facility	NN	facility
is	VBZ	be
overwhelmed	VVN	overwhelm
with	IN	with
patients	NNS	patient
babies	NNS	baby
continue	VVP	continue
to	TO	to
die	VV	die
of	IN	of
malnutrition	NN	malnutrition
starvation	NN	starvation
nor	CC	nor
is	VBZ	be
there	RB	there
any	DT	any
Escape	NN	escape
medical	JJ	medical
evacuations	NNS	evacuation
are	VBP	be
impossible	JJ	impossible
Israel	NP	Israel
has	VHZ	have
seized	VVN	seize
control	NN	control
of	IN	of
all	DT	all
entry	NN	entry
and	CC	and
exit	NN	exit
points	NNS	point
into	IN	into
and	CC	and
out	IN	out
of	IN	of
Gaza	NP	Gaza
trapping	VVG	trap
an	DT	an
already	RB	already
suffering	VVG	suffer
population	NN	population
and	CC	and
inflicting	VVG	inflict
conditions	NNS	condition
of	IN	of
Life	NP	Life
calculated	VVN	calculate
to	TO	to
bring	VV	bring
about	IN	about
Palestinians	NNS	Palestinian
physical	JJ	physical
and	CC	and
biological	JJ	biological
destruction	NN	destruction
in	IN	in
clear	JJ	clear
violation	NN	violation
of	IN	of
Article	NP	Article
2	CD	@card@
C	NP	C
of	IN	of
the	DT	the
genocide	NN	genocide
convention	NN	convention
the	DT	the
fourth	JJ	fourth
feature	NN	feature
of	IN	of
conduct	NN	conduct
is	VBZ	be
the	DT	the
discovery	NN	discovery
of	IN	of
mass	JJ	mass
graves	NNS	grave
in	IN	in
its	PP$	its
targeted	JJ	targeted
attack	NN	attack
on	IN	on
hospitals	NNS	hospital
Israel	NP	Israel
has	VHZ	have
killed	VVN	kill
hundreds	NNS	hundred
of	IN	of
civilians	NNS	civilian
including	VVG	include
doctors	NNS	doctor
and	CC	and
medical	JJ	medical
staff	NN	staff
turning	VVG	turn
centers	NNS	center
built	VVN	build
for	IN	for
healing	NN	healing
into	IN	into
Mass	NP	Mass
Graves	NP	Graves
full	JJ	full
of	IN	of
the	DT	the
decomposing	VVG	decompose
bodies	NNS	body
of	IN	of
men	NNS	man
women	NNS	woman
and	CC	and
children	NNS	child
on	IN	on
10	CD	@card@
April	NP	April
a	DT	a
un	JJ	un
Inspection	NP	Inspection
Team	NP	Team
reported	VVD	report
that	IN/that	that
KH	NP	KH
Unice	NP	Unice
was	VBD	be
reduced	VVN	reduce
to	TO	to
rubble	NN	rubble
and	CC	and
dirt	NN	dirt
and	CC	and
rures	NNS	rures
discovered	VVD	discover
ghastly	JJ	ghastly
scenes	NNS	scene
of	IN	of
Unearthed	VVN	unearth
Mass	NP	Mass
Graves	NP	Graves
containing	VVG	contain
the	DT	the
massacred	VVN	massacre
bodies	NNS	body
of	IN	of
the	DT	the
elderly	JJ	elderly
women	NNS	woman
children	NNS	child
and	CC	and
men	NNS	man
at	IN	at
al-	NP	al-
Nasa	NP	Nasa
Hospital	NP	Hospital
blue	JJ	blue
scrubs	NNS	scrub
reportedly	RB	reportedly
still	RB	still
clothed	VVN	clothe
the	DT	the
dead	JJ	dead
bodies	NNS	body
of	IN	of
medical	JJ	medical
staff	NN	staff
many	JJ	many
were	VBD	be
decapitated	VVN	decapitate
324	CD	@card@
decomposing	VVG	decompose
bodies	NNS	body
were	VBD	be
discovered	VVN	discover
many	JJ	many
stripped	VVN	strip
and	CC	and
handcuffed	VVN	handcuff
of	IN	of
these	DT	these
only	JJ	only
42	CD	@card@
were	VBD	be
identified	VVN	identify
another	DT	another
30	CD	@card@
bodies	NNS	body
were	VBD	be
discovered	VVN	discover
in	IN	in
two	CD	two
Mass	NP	Mass
graves	NNS	grave
in	IN	in
alifa	NN	alifa
hospital	NN	hospital
with	IN	with
only	RB	only
12	CD	@card@
bodies	NNS	body
identified	VVD	identify
prompting	VVG	prompt
the	DT	the
UN	NP	UN
Secretary	NP	Secretary
General	NP	General
to	TO	to
call	VV	call
for	IN	for
the	DT	the
immediate	JJ	immediate
access	NN	access
of	IN	of
independent	JJ	independent
investigators	NNS	investigator
these	DT	these
bodies	NNS	body
included	VVD	include
women	NNS	woman
and	CC	and
children	NNS	child
with	IN	with
many	JJ	many
reportedly	RB	reportedly
showing	VVG	show
signs	NNS	sign
of	IN	of
torture	NN	torture
and	CC	and
summary	NN	summary
executions	NNS	execution
the	DT	the
recent	JJ	recent
discovery	NN	discovery
of	IN	of
multiple	JJ	multiple
Mass	NP	Mass
Graves	NP	Graves
Israel's	NP	Israel's
ongoing	JJ	ongoing
Chokehold	NN	Chokehold
on	IN	on
information	NN	information
coming	VVG	come
out	RP	out
of	IN	of
Gaza	NP	Gaza
and	CC	and
complete	JJ	complete
refusal	NN	refusal
to	TO	to
allow	VV	allow
independent	JJ	independent
investigators	NNS	investigator
in	IN	in
means	NNS	mean
that	IN/that	that
we	PP	we
will	MD	will
not	RB	not
know	VV	know
how	WRB	how
many	JJ	many
Palestinians	NNS	Palestinian
have	VHP	have
been	VBN	be
killed	VVN	kill
by	IN	by
Israel's	NP	Israel's
military	JJ	military
campaign	NN	campaign
for	IN	for
some	DT	some
time	NN	time
if	IN	if
at	IN	at
all	DT	all
and	CC	and
only	RB	only
if	IN	if
the	DT	the
evidence	NN	evidence
is	VBZ	be
not	RB	not
obliterated	VVN	obliterate
by	IN	by
Israel's	NP	Israel's
ongoing	JJ	ongoing
military	JJ	military
operations	NNS	operation
in	IN	in
what	WP	what
commissioner	NN	commissioner
vulka	NP	vulka
Turk	NP	Turk
describes	VVZ	describe
as	IN	as
the	DT	the
prevailing	JJ	prevailing
climate	NN	climate
impunity	NN	impunity
it	PP	it
is	VBZ	be
for	IN	for
this	DT	this
reason	NN	reason
that	IN/that	that
South	NP	South
Africa	NP	Africa
seeks	VVZ	seek
an	DT	an
order	NN	order
requiring	VVG	require
Israel	NP	Israel
to	TO	to
facilitate	VV	facilitate
the	DT	the
unimpeded	JJ	unimpeded
access	NN	access
into	IN	into
Gaza	NP	Gaza
of	IN	of
fact-f	NN	fact-f
finding	VVG	find
missions	NNS	mission
officials	NNS	official
investigators	NNS	investigator
journalists	NNS	journalist
the	DT	the
fifth	JJ	fifth
feature	NN	feature
of	IN	of
genocidal	JJ	genocidal
conduct	NN	conduct
relates	VVZ	relate
to	TO	to
Israel's	NP	Israel's
intensified	VVN	intensify
attacks	NNS	attack
in	IN	in
the	DT	the
North	NP	North
during	IN	during
the	DT	the
past	JJ	past
week	NN	week
while	IN	while
our	PP$	our
eyes	NNS	eye
and	CC	and
attention	NN	attention
were	VBD	be
drawn	VVN	draw
to	TO	to
the	DT	the
horrific	JJ	horrific
acts	NNS	act
unfolding	VVG	unfold
in	IN	in
Rafa	NP	Rafa
Israeli	NP	Israeli
tanks	NNS	tank
rolled	VVD	roll
again	RB	again
into	IN	into
Northern	NP	Northern
Gaza	NP	Gaza
an	DT	an
area	NN	area
that	IN/that	that
Israel	NP	Israel
reported	VVD	report
that	IN/that	that
it	PP	it
had	VHD	have
cleared	VVN	clear
many	JJ	many
months	NNS	month
ago	RB	ago
on	IN	on
11	CD	@card@
May	NP	May
Israel	NP	Israel
issued	VVD	issue
evacuation	NN	evacuation
orders	NNS	order
over	IN	over
22	CD	@card@
neighborhoods	NNS	neighborhood
in	IN	in
jabalia	NN	jabalia
in	IN	in
Northern	NP	Northern
Gaza	NP	Gaza
at	IN	at
least	JJS	least
100,000	CD	@card@
people	NNS	people
in	IN	in
the	DT	the
north	NN	north
have	VHP	have
been	VBN	be
forced	VVN	force
to	TO	to
flee	VV	flee
their	PP$	their
homes	NNS	home
that	IN/that	that
same	JJ	same
day	NN	day
that	IN/that	that
same	JJ	same
day	NN	day
of	IN	of
the	DT	the
evacuation	NN	evacuation
orders	NNS	order
Israel	NP	Israel
began	VVD	begin
a	DT	a
Relentless	JJ	relentless
assault	NN	assault
on	IN	on
Northern	NP	Northern
Gaza	NP	Gaza
killing	VVG	kill
Palestinian	JJ	Palestinian
families	NNS	family
in	IN	in
their	PP$	their
homes	NNS	home
and	CC	and
children	NNS	child
near	IN	near
the	DT	the
Toba	NP	Toba
mosque	NN	mosque
within	IN	within
the	DT	the
jabalia	NN	jabalia
refugee	NN	refugee
cramp	NN	cramp
journalists	NNS	journalist
report	VVP	report
that	IN/that	that
they	PP	they
have	VHP	have
no	DT	no
idea	NN	idea
about	IN	about
the	DT	the
number	NN	number
of	IN	of
people	NNS	people
killed	VVN	kill
in	IN	in
North	NP	North
Gaza	NP	Gaza
for	IN	for
the	DT	the
past	JJ	past
day	NN	day
as	IN	as
Medics	NNS	medic
are	VBP	be
unable	JJ	unable
to	TO	to
move	VV	move
due	JJ	due
to	TO	to
the	DT	the
heavy	JJ	heavy
bombing	NN	bombing
many	JJ	many
people	NNS	people
are	VBP	be
still	RB	still
trapped	VVN	trap
under	IN	under
the	DT	the
rubble	NN	rubble
waiting	VVG	wait
for	IN	for
rescue	NN	rescue
but	CC	but
no	DT	no
one	CD	one
is	VBZ	be
able	JJ	able
to	TO	to
move	VV	move
under	IN	under
the	DT	the
reain	NN	reain
[Music]	NN	[Music]
bombs	NNS	bomb
as	IN	as
I	PP	I
stand	VVP	stand
before	IN	before
you	PP	you
Mr	NP	Mr
President	NP	President
it	PP	it
continues	VVZ	continue
on	IN	on
14	CD	@card@
and	CC	and
15	CD	@card@
may	MD	may
just	RB	just
yesterday	NN	yesterday
and	CC	and
the	DT	the
day	NN	day
before	IN	before
yesterday	NN	yesterday
yesterday	NN	yesterday
the	DT	the
Israeli	JJ	Israeli
military	NN	military
issued	VVD	issue
two	CD	two
new	JJ	new
sets	NNS	set
of	IN	of
evacuation	NN	evacuation
orders	NNS	order
for	IN	for
all	DT	all
or	CC	or
part	NN	part
of	IN	of
19	CD	@card@
neighborhoods	NNS	neighborhood
in	IN	in
Gaza	NP	Gaza
displacing	VVG	displace
even	RB	even
more	JJR	more
Palestinians	NNS	Palestinian
in	IN	in
search	NN	search
of	IN	of
safety	NN	safety
Mr	NP	Mr
President	NP	President
these	DT	these
are	VBP	be
the	DT	the
credible	JJ	credible
facts	NNS	fact
Israel	NP	Israel
will	MD	will
no	RB	no
doubt	VV	doubt
once	RB	once
again	RB	again
deny	VV	deny
and	CC	and
cast	VV	cast
aspersions	NNS	aspersion
on	IN	on
the	DT	the
information	NN	information
presented	VVN	present
by	IN	by
South	NP	South
Africa	NP	Africa
and	CC	and
provided	VVN	provide
by	IN	by
the	DT	the
UN	NP	UN
and	CC	and
other	JJ	other
International	NP	International
actors	NNS	actor
including	VVG	include
those	DT	those
the	DT	the
court	NN	court
itself	PP	itself
has	VHZ	have
relied	VVN	rely
on	IN	on
it	PP	it
will	MD	will
do	VV	do
so	RB	so
while	IN	while
continuing	VVG	continue
to	TO	to
systematically	RB	systematically
attack	VV	attack
all	DT	all
independent	JJ	independent
sources	NNS	source
of	IN	of
information	NN	information
about	IN	about
what	WP	what
is	VBZ	be
taking	VVG	take
place	NN	place
in	IN	in
Gaza	NP	Gaza
and	CC	and
refuse	VV	refuse
International	NP	International
investigators	NNS	investigator
and	CC	and
journalists	NNS	journalist
entry	NN	entry
into	IN	into
Gaza	NP	Gaza
having	VHG	have
denied	VVN	deny
access	NN	access
to	TO	to
Gaza	NP	Gaza
and	CC	and
attempted	VVD	attempt
to	TO	to
discredit	VV	discredit
all	DT	all
other	JJ	other
sources	NNS	source
of	IN	of
information	NN	information
Israel	NP	Israel
is	VBZ	be
then	RB	then
free	JJ	free
to	TO	to
portray	VV	portray
a	DT	a
picture	NN	picture
of	IN	of
Gaza	NP	Gaza
radically	RB	radically
at	IN	at
odds	NNS	odd
with	IN	with
all	DT	all
other	JJ	other
accounts	NNS	account
just	RB	just
yesterday	RB	yesterday
the	DT	the
prime	JJ	prime
minister's	NN	minister's
office	NN	office
proclaimed	VVD	proclaim
that	DT	that
quote	NN	quote
the	DT	the
humanitarian	JJ	humanitarian
catastroph	NN	catastroph
that	WDT	that
has	VHZ	have
been	VBN	be
spoken	VVN	speak
of	IN	of
has	VHZ	have
not	RB	not
been	VBN	be
realized	VVN	realize
nor	CC	nor
will	MD	will
it	PP	it
end	VV	end
quote	VV	quote
a	DT	a
bold	JJ	bold
denial	NN	denial
of	IN	of
the	DT	the
findings	NNS	finding
of	IN	of
un	NN	un
experts	NNS	expert
and	CC	and
other	JJ	other
independent	JJ	independent
agencies	NNS	agency
such	JJ	such
as	IN	as
the	DT	the
IPC	NP	IPC
as	IN	as
this	DT	this
court	NN	court
pointed	VVD	point
out	RP	out
the	DT	the
IPC	NP	IPC
is	VBZ	be
a	DT	a
global	JJ	global
Partnership	NP	Partnership
of	IN	of
organizations	NNS	organization
including	VVG	include
amongst	IN	amongst
others	NNS	other
the	DT	the
world	NN	world
food	NN	food
program	NN	program
the	DT	the
food	NN	food
and	CC	and
agriculture	NN	agriculture
organiz	NN	organiz
ation	NN	ation
of	IN	of
the	DT	the
UN	NP	UN
and	CC	and
the	DT	the
World	NP	World
Health	NP	Health
Organization	NP	Organization
ultimately	RB	ultimately
Israel	NP	Israel
says	VVZ	say
only	RB	only
what	WP	what
suits	VVZ	suit
them	PP	them
only	RB	only
if	IN	if
and	CC	and
when	WRB	when
it	PP	it
suits	VVZ	suit
them	PP	them
notwithstanding	IN	notwithstanding
the	DT	the
facts	NNS	fact
on	IN	on
the	DT	the
ground	NN	ground
that	WDT	that
have	VHP	have
been	VBN	be
presented	VVN	present
here	RB	here
today	NN	today
despite	IN	despite
the	DT	the
court	NN	court
providing	VVG	provide
Israel	NP	Israel
with	IN	with
an	DT	an
opportunity	NN	opportunity
to	TO	to
respond	VV	respond
to	TO	to
South	JJ	South
Africa's	NNS	Africa's
current	JJ	current
request	NN	request
Israel	NP	Israel
has	VHZ	have
failed	VVN	fail
to	TO	to
submit	VV	submit
a	DT	a
resp	NN	resp
response	NN	response
in	IN	in
conclusion	NN	conclusion
Mr	NP	Mr
President	NP	President
members	NNS	member
of	IN	of
the	DT	the
Court	NP	Court
the	DT	the
risks	NNS	risk
to	TO	to
the	DT	the
people	NNS	people
of	IN	of
Gaza	NP	Gaza
are	VBP	be
imminent	JJ	imminent
irreparable	JJ	irreparable
and	CC	and
rapidly	RB	rapidly
increasing	VVG	increase
this	DT	this
risk	NN	risk
gives	VVZ	give
rise	NN	rise
to	TO	to
the	DT	the
necessity	NN	necessity
for	IN	for
the	DT	the
remedy	NN	remedy
that	IN/that	that
we	PP	we
seek	VVP	seek
in	IN	in
this	DT	this
application	NN	application
a	DT	a
remedy	NN	remedy
that	IN/that	that
that	WDT	that
will	MD	will
end	VV	end
Israel's	NP	Israel's
genocidal	JJ	genocidal
campaign	NN	campaign
against	IN	against
Palestinians	NPS	Palestinians
in	IN	in
Gaza	NP	Gaza
all	DT	all
of	IN	of
what	WP	what
I	PP	I
have	VHP	have
described	VVN	describe
must	MD	must
stop	VV	stop
Israel	NP	Israel
Must	MD	must
Be	VB	be
Stopped	VVN	stop
South	NP	South
Africa	NP	Africa
is	VBZ	be
before	IN	before
you	PP	you
again	RB	again
today	NN	today
to	TO	to
respectfully	RB	respectfully
ask	VV	ask
the	DT	the
court	NN	court
to	TO	to
invoke	VV	invoke
its	PP$	its
powers	NNS	power
under	IN	under
article	NN	article
752	CD	@card@
of	IN	of
the	DT	the
rules	NNS	rule
of	IN	of
the	DT	the
court	NN	court
to	TO	to
order	VV	order
a	DT	a
remedy	NN	remedy
that	WDT	that
will	MD	will
stop	VV	stop
Israel	NP	Israel
Mr	NP	Mr
President	NP	President
that	WDT	that
concludes	VVZ	conclude
my	PP$	my
submissions	NNS	submission
on	IN	on
the	DT	the
genocidal	JJ	genocidal
conduct	NN	conduct
I	PP	I
thank	VVP	thank
you	PP	you
for	IN	for
your	PP$	your
patient	JJ	patient
attention	NN	attention
and	CC	and
I	PP	I
ask	VVP	ask
that	IN/that	that
you	PP	you
call	VVP	call
Mr	NP	Mr
Nuka	NP	Nuka
Toby	NP	Toby
to	TO	to
the	DT	the
podium	NN	podium
to	TO	to
address	VV	address
the	DT	the
court	NN	court
on	IN	on
genocidal	JJ	genocidal
intent	NN	intent
thank	VV	thank
you	PP	you
I	PP	I
thank	VVP	thank
massim	NNS	massim
for	IN	for
statement	NN	statement
I	PP	I
now	RB	now
give	VVP	give
the	DT	the
floor	NN	floor
to	TO	to
Mr	NP	Mr
tbea	NN	tbea
toi	NN	toi
you	PP	you
have	VHP	have
the	DT	the
floor	NN	floor
Sir	NP	Sir
Mr	NP	Mr
President	NP	President
and	CC	and
members	NNS	member
of	IN	of
the	DT	the
Court	NP	Court
it	PP	it
is	VBZ	be
a	DT	a
privilege	NN	privilege
to	TO	to
appear	VV	appear
on	IN	on
behalf	NN	behalf
of	IN	of
South	NP	South
Africa	NP	Africa
today's	NN	today's
request	NN	request
for	IN	for
the	DT	the
indication	NN	indication
of	IN	of
further	JJR	further
provisional	JJ	provisional
measures	NNS	measure
and	CC	and
or	CC	or
the	DT	the
modification	NN	modification
of	IN	of
the	DT	the
existing	VVG	exist
measures	NNS	measure
has	VHZ	have
been	VBN	be
triggered	VVN	trigger
by	IN	by
the	DT	the
military	JJ	military
assault	NN	assault
of	IN	of
is	VBZ	be
Israel	NP	Israel
on	IN	on
Rafa	NP	Rafa
which	WDT	which
began	VVD	begin
on	IN	on
the	DT	the
6th	JJ	6th
and	CC	and
7th	JJ	7th
of	IN	of
May	NP	May
2024	CD	@card@
and	CC	and
has	VHZ	have
intensified	VVN	intensify
and	CC	and
escalated	VVN	escalate
since	IN	since
as	RB	as
shown	VVN	show
by	IN	by
Mr	NP	Mr
dup	VVP	dup
C	NP	C
and	CC	and
miss	VV	miss
hassim	NN	hassim
the	DT	the
military	JJ	military
attack	NN	attack
is	VBZ	be
genocidal	JJ	genocidal
in	IN	in
its	PP$	its
pattern	NN	pattern
I	PP	I
shall	MD	shall
demonstrate	VV	demonstrate
that	IN/that	that
it	PP	it
is	VBZ	be
also	RB	also
consistent	JJ	consistent
with	IN	with
the	DT	the
explicit	JJ	explicit
stated	JJ	stated
and	CC	and
continuing	JJ	continuing
genocidal	JJ	genocidal
intent	NN	intent
of	IN	of
the	DT	the
state	NN	state
of	IN	of
Israel	NP	Israel
firstly	RB	firstly
to	TO	to
the	DT	the
knowledge	NN	knowledge
of	IN	of
Israel	NP	Israel
Rafa	NP	Rafa
is	VBZ	be
the	DT	the
last	JJ	last
Refuge	NP	Refuge
of	IN	of
Gaza	NP	Gaza
the	DT	the
only	JJ	only
remaining	VVG	remain
area	NN	area
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
which	WDT	which
has	VHZ	have
not	RB	not
been	VBN	be
substantially	RB	substantially
destroyed	VVN	destroy
by	IN	by
Israel	NP	Israel
the	DT	the
only	JJ	only
area	NN	area
that	WDT	that
can	MD	can
host	VV	host
displaced	VVN	displace
people	NNS	people
the	DT	the
only	JJ	only
remaining	VVG	remain
Center	NN	center
of	IN	of
humanitarian	JJ	humanitarian
Aid	NN	aid
and	CC	and
the	DT	the
host	NN	host
to	TO	to
one	CD	one
of	IN	of
the	DT	the
few	JJ	few
remaining	VVG	remain
large	JJ	large
hospitals	NNS	hospital
across	IN	across
the	DT	the
entirety	NN	entirety
of	IN	of
Gaza	NP	Gaza
Rafa	NP	Rafa
is	VBZ	be
the	DT	the
last	JJ	last
stage	NN	stage
of	IN	of
the	DT	the
total	JJ	total
annihilation	NN	annihilation
of	IN	of
Palestinian	JJ	Palestinian
life	NN	life
without	IN	without
Rafa	NP	Rafa
the	DT	the
possibility	NN	possibility
to	TO	to
rebuild	VV	rebuild
and	CC	and
reconstruct	VV	reconstruct
Palestinian	JJ	Palestinian
life	NN	life
will	MD	will
be	VB	be
lost	VVN	lose
forever	RB	forever
for	IN	for
Palestinians	NPS	Palestinians
to	TO	to
continue	VV	continue
to	TO	to
exist	VV	exist
as	IN	as
a	DT	a
protected	VVN	protect
group	NN	group
under	IN	under
the	DT	the
genocide	NN	genocide
convention	NN	convention
they	PP	they
need	VVP	need
a	DT	a
place	NN	place
from	IN	from
which	WDT	which
to	TO	to
rebuild	VV	rebuild
as	IN	as
we	PP	we
stand	VVP	stand
here	RB	here
today	NN	today
Rafa	NP	Rafa
is	VBZ	be
that	DT	that
place	NN	place
the	DT	the
The	DT	the
Last	JJ	last
Stand	VVP	stand
secondly	RB	secondly
Israel	NP	Israel
also	RB	also
knows	VVZ	know
of	IN	of
explicit	JJ	explicit
warnings	NNS	warning
about	IN	about
the	DT	the
genocidal	JJ	genocidal
consequences	NNS	consequence
of	IN	of
an	DT	an
attack	NN	attack
in	IN	in
Rafa	NP	Rafa
on	IN	on
6	CD	@card@
May	NP	May
2024	CD	@card@
the	DT	the
director	NN	director
general	NN	general
of	IN	of
the	DT	the
World	NP	World
Health	NP	Health
Organization	NP	Organization
warned	VVD	warn
that	IN/that	that
a	DT	a
full	JJ	full
military	JJ	military
incursion	NN	incursion
into	IN	into
Rafa	NP	Rafa
will	MD	will
plunge	VV	plunge
the	DT	the
crisis	NN	crisis
into	IN	into
unprecedented	JJ	unprecedented
levels	NNS	level
of	IN	of
humanitarian	JJ	humanitarian
need	NN	need
on	IN	on
a	DT	a
May	NP	May
2024	CD	@card@
2	CD	@card@
days	NNS	day
after	IN	after
the	DT	the
military	JJ	military
attack	NN	attack
had	VHD	have
begun	VVN	begin
he	PP	he
stressed	VVD	stress
that	IN/that	that
one	CD	one
of	IN	of
the	DT	the
three	CD	three
hospitals	NNS	hospital
in	IN	in
Rafa	NP	Rafa
Al	NP	Al
naar	NN	naar
was	VBD	be
no	RB	no
longer	RBR	longer
functioning	VVG	function
due	JJ	due
to	TO	to
the	DT	the
ongoing	JJ	ongoing
hostilities	NNS	hostility
in	IN	in
its	PP$	its
vicinity	NN	vicinity
and	CC	and
the	DT	the
military	JJ	military
operation	NN	operation
in	IN	in
Rafa	NP	Rafa
since	IN	since
the	DT	the
Border	NP	Border
was	VBD	be
closed	VVN	close
the	DT	the
United	NP	United
Nations	NPS	Nations
was	VBD	be
prevented	VVN	prevent
from	IN	from
bringing	VVG	bring
fuel	NN	fuel
without	IN	without
which	WDT	which
all	DT	all
humanitarian	JJ	humanitarian
operations	NNS	operation
would	MD	would
stop	VV	stop
Martin	NP	Martin
Griffith's	NP	Griffith's
the	DT	the
United	NP	United
Nations	NPS	Nations
relief	NN	relief
Chief	NP	Chief
has	VHZ	have
rang	VVD	ring
alarm	VV	alarm
Bells	NP	Bells
he	PP	he
has	VHZ	have
warned	VVN	warn
that	IN/that	that
the	DT	the
simplest	JJS	simple
truth	NN	truth
is	VBZ	be
that	IN/that	that
a	DT	a
ground	NN	ground
operation	NN	operation
in	IN	in
Rafa	NP	Rafa
will	MD	will
be	VB	be
nothing	RB	nothing
short	JJ	short
of	IN	of
a	DT	a
tragedy	NN	tragedy
beyond	IN	beyond
words	NNS	word
no	DT	no
humanitarian	JJ	humanitarian
plan	NN	plan
can	MD	can
counter	VV	counter
that	IN/that	that
the	DT	the
rest	NN	rest
is	VBZ	be
detail	NN	detail
Palestinians	NNS	Palestinian
do	VVP	do
not	RB	not
need	VV	need
any	DT	any
more	JJR	more
diplomatic	NN	diplomatic
gesturing	VVG	gesture
no	DT	no
more	RBR	more
abstract	JJ	abstract
words	NNS	word
no	RB	no
more	RBR	more
virtuous	JJ	virtuous
condemnations	NNS	condemnation
and	CC	and
den	NN	den
denunciations	NNS	denunciation
of	IN	of
Israel's	JJ	Israel's
actions	NNS	action
there	EX	there
is	VBZ	be
no	DT	no
more	JJR	more
time	NN	time
to	TO	to
spare	VV	spare
it	PP	it
is	VBZ	be
simply	RB	simply
Now	RB	now
or	CC	or
Never	RB	never
Israel	NP	Israel
has	VHZ	have
knowledge	NN	knowledge
of	IN	of
the	DT	the
pronouncements	NNS	pronouncement
I	PP	I
have	VHP	have
cited	VVN	cite
above	IN	above
after	IN	after
all	PDT	all
each	DT	each
of	IN	of
them	PP	them
was	VBD	be
made	VVN	make
publicly	RB	publicly
thirdly	RB	thirdly
the	DT	the
state	NN	state
of	IN	of
Israel	NP	Israel
knows	VVZ	know
of	IN	of
the	DT	the
