<video_id>QMEKtJzE8dE</video_id>	JJ	<video_id>QMEKtJzE8dE</video_id>
thank	VVP	thank
you	PP	you
thank	VVP	thank
you	PP	you
uh	UH	uh
what	WP	what
what	WP	what
we	PP	we
have	VHP	have
reported	VVN	report
basically	RB	basically
it's	JJ	it's
what	WP	what
I	PP	I
have	VHP	have
shared	VVN	share
with	IN	with
you	PP	you
uh	UH	uh
before	RB	before
so	IN	so
the	DT	the
short	JJ	short
answer	NN	answer
is	VBZ	be
uh	UH	uh
no	UH	no
no	DT	no
other	JJ	other
uh	UH	uh
uh	UH	uh
um	JJ	um
Mis	NP	Mis
mistreatment	NN	mistreatment
uh	UH	uh
or	CC	or
torture	VV	torture
than	IN	than
the	DT	the
one	CD	one
I	PP	I
have	VHP	have
described	VVN	describe
um	NNS	um
how	WRB	how
many	JJ	many
detes	NNS	detes
I	PP	I
don't	VVD	don't
know	VV	know
uh	UH	uh
I	PP	I
can	MD	can
tell	VV	tell
you	PP	you
how	WRB	how
many	RB	many
have	VH	have
been	VBN	be
released	VVN	release
through	IN	through
the	DT	the
km	NN	km
Shalom	NP	Shalom
uh	UH	uh
Crossing	VVG	cross
and	CC	and
there	EX	there
have	VHP	have
been	VBN	be
more	JJR	more
than	IN	than
thousand	CD	thousand
uh	UH	uh
over	IN	over
the	DT	the
last	JJ	last
few	JJ	few
months	NNS	month
thank	VVP	thank
you	PP	you
very	RB	very
much	JJ	much
I'm	NN	I'm
now	RB	now
a	DT	a
little	JJ	little
bit	NN	bit
um	NNS	um
she	PP	she
was	VBD	be
waiting	VVG	wait
she's	NNS	she's
been	VBN	be
waiting	VVG	wait
for	IN	for
a	DT	a
long	JJ	long
time	NN	time
Louisa	NP	Louisa
Balin	NP	Balin
from	IN	from
the	DT	the
global	JJ	global
Geneva	NP	Geneva
magazine	NN	magazine
we	PP	we
can't	VVD	can't
hear	VV	hear
you	PP	you
maybe	RB	maybe
you	PP	you
oh	UH	oh
now	RB	now
it	PP	it
works	VVZ	work
now	RB	now
it's	JJ	it's
working	NN	working
thank	VV	thank
you	PP	you
U	NP	U
mer	NNS	mer
thank	VVP	thank
you	PP	you
very	RB	very
much	JJ	much
I'll	NP	I'll
take	VV	take
a	DT	a
last	JJ	last
question	NN	question
from	IN	from
the	DT	the
correspondent	NN	correspondent
of	IN	of
Yumi	NP	Yumi
shimun	NP	shimun
thank	VVP	thank
you	PP	you
very	RB	very
much	RB	much
my	PP$	my
name	NN	name
is	VBZ	be
sat	VVN	sit
I	PP	I
work	NN	work
for	IN	for
Yim	NP	Yim
um	NNS	um
I	PP	I
just	RB	just
want	VVP	want
to	TO	to
follow	VV	follow
up	RP	up
the	DT	the
the	DT	the
peer	NN	peer
that	IN/that	that
the	DT	the
US	NP	US
military	NN	military
is	VBZ	be
currently	RB	currently
constructing	VVG	construct
um	NNS	um
in	IN	in
terms	NNS	term
of	IN	of
Aid	NN	aid
distribution	NN	distribution
will	MD	will
unwa	RB	unwa
be	VB	be
involved	VVN	involve
in	IN	in
this	DT	this
and	CC	and
then	RB	then
also	RB	also
secondly	RB	secondly
you	PP	you
said	VVD	say
that	IN/that	that
the	DT	the
Israeli	JJ	Israeli
authorities	NNS	authority
have	VHP	have
denied	VVN	deny
Ura	NP	Ura
to	TO	to
deliver	VV	deliver
Hood	NP	Hood
Aid	NP	Aid
to	TO	to
the	DT	the
north	NN	north
so	RB	so
um	VVZ	um
the	DT	the
last	JJ	last
time	NN	time
urua	NN	urua
was	VBD	be
able	JJ	able
to	TO	to
deliver	VV	deliver
the	DT	the
hood	NN	hood
Aid	NN	aid
was	VBD	be
January	NP	January
23rd	JJ	23rd
so	RB	so
since	IN	since
then	RB	then
you	PP	you
were	VBD	be
denied	VVN	deny
and	CC	and
and	CC	and
then	RB	then
also	RB	also
about	RB	about
um	JJ	um
when	WRB	when
was	VBD	be
the	DT	the
last	JJ	last
time	NN	time
you	PP	you
are	VBP	be
allowed	VVN	allow
to	TO	to
enter	VV	enter
Gaza	NP	Gaza
because	IN	because
I	PP	I
saw	VVD	see
the	DT	the
news	NN	news
that	IN/that	that
you	PP	you
are	VBP	be
also	RB	also
denied	VVN	deny
to	TO	to
enter	VV	enter
the	DT	the
Gaza	NP	Gaza
thank	VVP	thank
you	PP	you
thank	VVP	thank
you	PP	you
I	PP	I
I	PP	I
plan	VVP	plan
to	TO	to
go	VV	go
to	TO	to
Gaza	NP	Gaza
Sunday	NP	Sunday
so	IN	so
I	PP	I
hope	VVP	hope
I	PP	I
will	MD	will
be	VB	be
allowed	VVN	allow
to	TO	to
go	VV	go
together	RB	together
but	CC	but
I	PP	I
don't	VVD	don't
have	VH	have
a	DT	a
final	JJ	final
answer	NN	answer
for	IN	for
the	DT	the
time	NN	time
being	VBG	be
uh	UH	uh
when	WRB	when
it	PP	it
comes	VVZ	come
to	TO	to
the	DT	the
pier	NN	pier
basically	RB	basically
we	PP	we
have	VHP	have
a	DT	a
uh	UH	uh
you	PP	you
know	VVP	know
we	PP	we
we	PP	we
we	PP	we
are	VBP	be
dividing	VVG	divide
responsibility	NN	responsibility
within	IN	within
the	DT	the
UN	NP	UN
system	NN	system
uh	UH	uh
un	NN	un
is	VBZ	be
Manning	NP	Manning
logistic	NN	logistic
at	IN	at
K	NP	K
Shalom	NP	Shalom
and	CC	and
in	IN	in
Rafa	NP	Rafa
and	CC	and
uh	UH	uh
we	PP	we
have	VHP	have
uh	UH	uh
the	DT	the
the	DT	the
logistic	JJ	logistic
cluster	NN	cluster
which	WDT	which
is	VBZ	be
supported	VVN	support
by	IN	by
wfp	NN	wfp
which	WDT	which
will	MD	will
be	VB	be
Manning	NP	Manning
the	DT	the
entry	NN	entry
point	NN	point
in	IN	in
at	IN	at
eret	NN	eret
when	WRB	when
eret	NN	eret
becomes	VVZ	become
operational	JJ	operational
and	CC	and
also	RB	also
at	IN	at
the	DT	the
pier	NN	pier
on	IN	on
behalf	NN	behalf
of	IN	of
the	DT	the
humanarian	JJ	humanarian
system	NN	system
um	NNS	um
it	PP	it
is	VBZ	be
true	JJ	true
that	IN/that	that
we	PP	we
did	VVD	do
not	RB	not
have	VH	have
any	DT	any
convoys	NNS	convoy
of	IN	of
un	JJ	un
direct	JJ	direct
convoys	NNS	convoy
from	IN	from
the	DT	the
south	NN	south
to	TO	to
the	DT	the
north	NN	north
having	VHG	have
said	VVN	say
that	DT	that
uh	UH	uh
when	WRB	when
we	PP	we
operate	VVP	operate
in	IN	in
the	DT	the
north	JJ	north
uh	UH	uh
we	PP	we
are	VBP	be
we	PP	we
have	VHP	have
our	PP$	our
staff	NN	staff
helping	VVG	help
for	IN	for
the	DT	the
distribution	NN	distribution
uh	UH	uh
to	TO	to
the	DT	the
people	NNS	people
in	IN	in
need	NN	need
and	CC	and
uh	UH	uh
we	PP	we
have	VHP	have
also	RB	also
the	DT	the
necessary	JJ	necessary
premises	NNS	premise
where	WRB	where
the	DT	the
assistance	NN	assistance
can	MD	can
be	VB	be
brought	VVN	bring
in	IN	in
so	RB	so
um	RB	um
yeah	RB	yeah
I	PP	I
I	PP	I
have	VHP	have
to	TO	to
for	IN	for
the	DT	the
person	NN	person
who	WP	who
asked	VVD	ask
um	NN	um
the	DT	the
how	WRB	how
much	JJ	much
funding	NN	funding
is	VBZ	be
still	RB	still
suspended	VVN	suspend
to	TO	to
the	DT	the
agency	NN	agency
the	DT	the
estimated	JJ	estimated
when	WRB	when
we	PP	we
say	VVP	say
suspended	VVN	suspend
it's	NN	it's
money	NN	money
we	PP	we
were	VBD	be
aware	JJ	aware
which	WDT	which
was	VBD	be
committed	JJ	committed
and	CC	and
which	WDT	which
remain	VVP	remain
suspended	VVN	suspend
for	IN	for
the	DT	the
agency	NN	agency
the	DT	the
total	JJ	total
amount	NN	amount
is	VBZ	be
267	CD	@card@
million	CD	million
uh	UH	uh
Us	NP	U
doll	NN	doll
uh	UH	uh
the	DT	the
bulk	NN	bulk
of	IN	of
it	PP	it
comes	VVZ	come
from	IN	from
the	DT	the
US	NP	US
and	CC	and
I'm	NP	I'm
trying	VVG	try
to	TO	to
read	VV	read
trying	VVG	try
to	TO	to
answer	VV	answer
your	PP$	your
questions	NNS	question
and	CC	and
come	VVP	come
back	RB	back
okay	VV	okay
just	RB	just
emph	NN	emph
yeah	RB	yeah
yeah	RB	yeah
I	PP	I
was	VBD	be
just	RB	just
reminded	VVN	remind
that	DT	that
uh	UH	uh
when	WRB	when
it	PP	it
comes	VVZ	come
to	TO	to
supply	VV	supply
into	IN	into
Gaza	NP	Gaza
the	DT	the
most	RBS	most
efficient	JJ	efficient
way	NN	way
and	CC	and
the	DT	the
quickest	JJS	quick
Remains	NNS	Remain
the	DT	the
land	NN	land
access	NN	access
and	CC	and
this	DT	this
is	VBZ	be
also	RB	also
the	DT	the
safest	JJS	safe
way	NN	way
to	TO	to
bring	VV	bring
assistance	NN	assistance
into	IN	into
Gaza	NP	Gaza
Strip	NP	Strip
thank	VVP	thank
you	PP	you
very	RB	very
much	JJ	much
uh	UH	uh
commissioner	NN	commissioner
general	JJ	general
larini	NN	larini
for	IN	for
this	DT	this
uh	UH	uh
updates	NNS	update
today	NN	today
it	PP	it
was	VBD	be
really	RB	really
important	JJ	important
to	TO	to
hear	VV	hear
you	PP	you
especially	RB	especially
after	IN	after
the	DT	the
decision	NN	decision
of	IN	of
the	DT	the
Swiss	JJ	Swiss
authorities	NNS	authority
uh	UH	uh
thanks	NNS	thanks
to	TO	to
all	RB	all
for	IN	for
having	VHG	have
followed	VVN	follow
this	DT	this
press	NN	press
conference	NN	conference
and	CC	and
please	VV	please
come	VV	come
back	RB	back
soon	RB	soon
uh	UH	uh
to	TO	to
update	VV	update
us	PP	us
and	CC	and
good	JJ	good
luck	NN	luck
thank	VV	thank
you	PP	you
very	RB	very
much	RB	much
thank	VV	thank
you	PP	you
thank	VV	thank
you	PP	you
</doc>	JJ	</doc>
