seated	VVN	seat
and	CC	and
duties	NNS	duty
with	IN	with
respect	NN	respect
to	TO	to
the	DT	the
territory	NN	territory
over	IN	over
which	WDT	which
it	PP	it
exercis	NNS	exercis
effective	JJ	effective
control	NN	control
in	IN	in
this	DT	this
context	NN	context
the	DT	the
occupying	JJ	occupying
power	NN	power
Bears	NNS	bear
a	DT	a
duty	NN	duty
to	TO	to
administer	VV	administer
the	DT	the
territory	NN	territory
for	IN	for
the	DT	the
benefit	NN	benefit
of	IN	of
the	DT	the
local	JJ	local
population	NN	population
the	DT	the
nature	NN	nature
and	CC	and
scope	NN	scope
of	IN	of
these	DT	these
powers	NNS	power
and	CC	and
Duties	NNS	duty
are	VBP	be
always	RB	always
premised	VVN	premise
on	IN	on
the	DT	the
same	JJ	same
assumption	NN	assumption
that	IN/that	that
occupation	NN	occupation
is	VBZ	be
a	DT	a
temporary	JJ	temporary
situation	NN	situation
to	TO	to
respond	VV	respond
to	TO	to
military	JJ	military
necessity	NN	necessity
and	CC	and
it	PP	it
cannot	MD	can
transfer	VV	transfer
title	NN	title
of	IN	of
sovereignty	NN	sovereignty
to	TO	to
the	DT	the
occupying	JJ	occupying
power	NN	power
the	DT	the
fact	NN	fact
that	IN/that	that
an	DT	an
occupation	NN	occupation
is	VBZ	be
prolonged	JJ	prolonged
does	VVZ	do
not	RB	not
in	IN	in
itself	PP	itself
change	VVP	change
the	DT	the
legal	JJ	legal
status	NN	status
under	IN	under
International	NP	International
humanitarian	JJ	humanitarian
law	NN	law
although	IN	although
premise	NN	premise
on	IN	on
the	DT	the
temporary	JJ	temporary
character	NN	character
of	IN	of
the	DT	the
occupation	NN	occupation
the	DT	the
law	NN	law
of	IN	of
occupation	NN	occupation
does	VVZ	do
not	RB	not
set	VV	set
temporary	JJ	temporary
limits	NNS	limit
that	WDT	that
would	MD	would
as	RB	as
such	RB	such
alter	VV	alter
the	DT	the
legal	JJ	legal
status	NN	status
of	IN	of
the	DT	the
occupation	NN	occupation
instead	RB	instead
the	DT	the
legality	NN	legality
of	IN	of
the	DT	the
occupying	JJ	occupying
Powers	NP	Powers
presence	NN	presence
in	IN	in
the	DT	the
occupied	JJ	occupied
territory	NN	territory
must	MD	must
be	VB	be
assessed	VVN	assess
in	IN	in
light	NN	light
of	IN	of
other	JJ	other
rules	NNS	rule
in	IN	in
particular	JJ	particular
occupations	NNS	occupation
consist	VVP	consist
exercise	NN	exercise
by	IN	by
a	DT	a
state	NN	state
of	IN	of
effective	JJ	effective
control	NN	control
in	IN	in
foreign	JJ	foreign
territory	NN	territory
in	IN	in
order	NN	order
to	TO	to
be	VB	be
permissible	JJ	permissible
therefore	RB	therefore
such	JJ	such
exercise	NN	exercise
of	IN	of
effective	JJ	effective
control	NN	control
must	MD	must
at	IN	at
all	DT	all
times	NNS	time
be	VB	be
consistent	JJ	consistent
with	IN	with
the	DT	the
rules	NNS	rule
concerning	VVG	concern
the	DT	the
prohibition	NN	prohibition
of	IN	of
the	DT	the
threat	NN	threat
or	CC	or
use	NN	use
of	IN	of
force	NN	force
including	VVG	include
the	DT	the
prohibition	NN	prohibition
of	IN	of
territorial	JJ	territorial
acquisition	NN	acquisition
resulting	VVG	result
from	IN	from
the	DT	the
threat	NN	threat
or	CC	or
use	NN	use
of	IN	of
force	NN	force
as	IN	as
well	RB	well
as	RB	as
with	IN	with
the	DT	the
right	NN	right
of	IN	of
to	TO	to
self	JJ	self
-	NN	-
determination	NN	determination
therefore	RB	therefore
the	DT	the
fact	NN	fact
that	IN/that	that
an	DT	an
occupation	NN	occupation
is	VBZ	be
prolonged	VVN	prolong
may	MD	may
have	VH	have
a	DT	a
bearing	NN	bearing
on	IN	on
the	DT	the
justification	NN	justification
under	IN	under
international	JJ	international
law	NN	law
of	IN	of
the	DT	the
occupying	VVG	occupy
Po	NP	Po
'	POS	'
s	JJ	s
continued	JJ	continued
presence	NN	presence
in	IN	in
the	DT	the
occupied	JJ	occupied
territory	NN	territory
it	PP	it
is	VBZ	be
against	IN	against
this	DT	this
background	NN	background
that	IN/that	that
Israel	NP	Israel
'	POS	'
s	NN	S
policies	NNS	policy
and	CC	and
practices	NNS	practice
as	RB	as
well	RB	well
as	IN	as
its	PP$	its
continuing	JJ	continuing
presence	NN	presence
in	IN	in
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territory	NN	territory
must	MD	must
be	VB	be
examined	VVN	examine
the	DT	the
court	NN	court
now	RB	now
turned	VVD	turn
to	TO	to
these	DT	these
policies	NNS	policy
and	CC	and
practices	NNS	practice
beginning	VVG	begin
with	IN	with
Israel	NP	Israel
'	POS	'
s	JJ	s
settlement	NN	settlement
policy	NN	policy
question	VVP	question
a	DT	a
posed	VVN	pose
by	IN	by
the	DT	the
general	JJ	general
assembly	NN	assembly
inquires	VVZ	inquire
in	IN	in
part	NN	part
about	IN	about
the	DT	the
settlement	NN	settlement
policy	NN	policy
the	DT	the
court	NN	court
considered	VVN	consider
in	IN	in
this	DT	this
regard	NN	regard
that	IN/that	that
the	DT	the
distinction	NN	distinction
that	WDT	that
is	VBZ	be
sometimes	RB	sometimes
made	VVN	make
between	IN	between
settlements	NNS	settlement
and	CC	and
outposts	NNS	outpost
is	VBZ	be
immaterial	JJ	immaterial
for	IN	for
the	DT	the
purpose	NN	purpose
of	IN	of
ascertaining	VVG	ascertain
whether	IN	whether
the	DT	the
communities	NNS	community
in	IN	in
question	NN	question
form	NN	form
part	NN	part
of	IN	of
Israel	NP	Israel
'	POS	'
s	JJ	s
settlement	NN	settlement
policy	NN	policy
what	WP	what
matters	VVZ	matter
is	VBZ	be
whether	IN	whether
they	PP	they
are	VBP	be
established	VVN	establish
or	CC	or
maintained	VVN	maintain
with	IN	with
Israel	NP	Israel
'	POS	'
s	NNS	s
support	VVP	support
the	DT	the
court	NN	court
further	RBR	further
notes	VVZ	note
that	IN/that	that
between	IN	between
1967	CD	@card@
and	CC	and
2005	CD	@card@
Israel	NP	Israel
settlement	NN	settlement
policy	NN	policy
was	VBD	be
carried	VVN	carry
out	RP	out
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
e	NP	e
Jerusalem	NP	Jerusalem
and	CC	and
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
since	IN	since
the	DT	the
removal	NN	removal
of	IN	of
Israel	NP	Israel
settlement	NN	settlement
from	IN	from
the	DT	the
Gaza	NP	Gaza
trip	NN	trip
in	IN	in
2005	CD	@card@
Israel	NP	Israel
settlement	NN	settlement
policy	NN	policy
has	VHZ	have
continued	VVN	continue
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
and	CC	and
East	NP	East
Jerusalem	NP	Jerusalem
the	DT	the
court	NN	court
therefore	RB	therefore
limits	VVZ	limit
its	PP$	its
analysis	NN	analysis
to	TO	to
Israel	NP	Israel
'	POS	'
s	JJ	s
ongoing	JJ	ongoing
settlement	NN	settlement
policy	NN	policy
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
and	CC	and
East	NP	East
Jerusalem	NP	Jerusalem
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
the	DT	the
court	NN	court
observes	VVZ	observe
that	IN/that	that
Israel	NP	Israel
settlement	NN	settlement
policy	NN	policy
carried	VVD	carry
out	RP	out
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
until	IN	until
2005	CD	@card@
was	VBD	be
not	RB	not
substantially	RB	substantially
different	JJ	different
from	IN	from
the	DT	the
policy	NN	policy
that	WDT	that
continues	VVZ	continue
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
and	CC	and
East	NP	East
Jerusalem	NP	Jerusalem
today	NN	today
in	IN	in
its	PP$	its
small	JJ	small
advisory	JJ	advisory
opinion	NN	opinion
the	DT	the
court	NN	court
found	VVD	find
that	IN/that	that
Israel	NP	Israel
settlement	NN	settlement
policy	NN	policy
was	VBD	be
in	IN	in
breach	NN	breach
of	IN	of
the	DT	the
sixth	JJ	sixth
paragraph	NN	paragraph
of	IN	of
article	NN	article
49	CD	@card@
of	IN	of
the	DT	the
four	CD	four
Geneva	NP	Geneva
Convention	NP	Convention
which	WDT	which
provide	VVP	provide
that	IN/that	that
I	PP	I
quote	VVP	quote
the	DT	the
occupying	JJ	occupying
power	NN	power
shall	MD	shall
not	RB	not
Deport	VV	deport
or	CC	or
transfer	VV	transfer
part	NN	part
of	IN	of
its	PP$	its
own	JJ	own
civilian	JJ	civilian
population	NN	population
into	IN	into
the	DT	the
territory	NN	territory
it	PP	it
occupies	VVZ	occupy
end	NN	end
of	IN	of
court	NN	court
in	IN	in
the	DT	the
court	NN	court
view	VVP	view
there	EX	there
is	VBZ	be
nothing	NN	nothing
in	IN	in
the	DT	the
term	NN	term
or	CC	or
the	DT	the
context	NN	context
of	IN	of
the	DT	the
provision	NN	provision
or	CC	or
in	IN	in
the	DT	the
object	NN	object
and	CC	and
purpose	NN	purpose
of	IN	of
the	DT	the
drafting	VVG	draft
history	NN	history
of	IN	of
the	DT	the
for	IN	for
Geneva	NP	Geneva
Convention	NP	Convention
to	TO	to
suggest	VV	suggest
that	IN/that	that
that	DT	that
provision	NN	provision
prohibits	VVZ	prohibit
only	RB	only
the	DT	the
forcable	JJ	forcable
transfer	NN	transfer
of	IN	of
parts	NNS	part
of	IN	of
the	DT	the
occupying	JJ	occupying
power	NN	power
civilian	JJ	civilian
population	NN	population
into	IN	into
occupied	JJ	occupied
territory	NN	territory
in	IN	in
the	DT	the
present	JJ	present
case	NN	case
there	EX	there
is	VBZ	be
extensive	JJ	extensive
evidence	NN	evidence
of	IN	of
Israel	NP	Israel
'	POS	'
s	JJ	s
policy	NN	policy
of	IN	of
providing	VVG	provide
incentives	NNS	incentive
for	IN	for
the	DT	the
relocation	NN	relocation
of	IN	of
Israeli	JJ	Israeli
individuals	NNS	individual
and	CC	and
businesses	NNS	business
into	IN	into
the	DT	the
West	NP	West
Bank	NP	Bank
as	RB	as
well	RB	well
as	IN	as
for	IN	for
its	PP$	its
industrial	JJ	industrial
and	CC	and
Agricultural	NP	Agricultural
Development	NP	Development
by	IN	by
settlers	NNS	settler
there	EX	there
is	VBZ	be
also	RB	also
evidence	NN	evidence
that	IN/that	that
Israel	NP	Israel
regularly	RB	regularly
legalizes	VVZ	legalize
outposts	NNS	outpost
that	WDT	that
have	VHP	have
been	VBN	be
established	VVN	establish
in	IN	in
contravention	NN	contravention
of	IN	of
domestic	JJ	domestic
Israeli	JJ	Israeli
legislation	NN	legislation
and	CC	and
that	IN/that	that
Israel	NP	Israel
'	POS	'
s	JJ	s
construction	NN	construction
of	IN	of
settlements	NNS	settlement
is	VBZ	be
accompanied	VVN	accompany
by	IN	by
special	JJ	special
designed	VVN	design
civilian	JJ	civilian
infrastructure	NN	infrastructure
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
and	CC	and
East	NP	East
Jerusalem	NP	Jerusalem
which	WDT	which
integrate	VVP	integrate
the	DT	the
settlement	NN	settlement
into	IN	into
the	DT	the
territory	NN	territory
of	IN	of
Israel	NP	Israel
in	IN	in
light	NN	light
of	IN	of
the	DT	the
above	IN	above
the	DT	the
code	NN	code
considers	VVZ	consider
that	IN/that	that
the	DT	the
transfer	NN	transfer
by	IN	by
Israel	NP	Israel
of	IN	of
settlers	NNS	settler
to	TO	to
the	DT	the
West	NP	West
Bank	NP	Bank
and	CC	and
East	NP	East
Jerusalem	NP	Jerusalem
as	RB	as
well	RB	well
as	IN	as
Israel	NP	Israel
maintenance	NN	maintenance
of	IN	of
their	PP$	their
presence	NN	presence
is	VBZ	be
contrary	JJ	contrary
to	TO	to
article	NN	article
49	CD	@card@
of	IN	of
the	DT	the
for	IN	for
Geneva	NP	Geneva
Convention	NP	Convention
the	DT	the
court	NN	court
further	RBR	further
notes	VVZ	note
that	IN/that	that
the	DT	the
expansion	NN	expansion
of	IN	of
Israel	NP	Israel
settlement	NN	settlement
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
and	CC	and
East	NP	East
Jerusalem	NP	Jerusalem
is	VBZ	be
based	VVN	base
on	IN	on
the	DT	the
confiscation	NN	confiscation
or	CC	or
acquisitioning	NN	acquisitioning
of	IN	of
large	JJ	large
areas	NNS	area
of	IN	of
land	NN	land
observing	VVG	observe
that	IN/that	that
in	IN	in
the	DT	the
present	JJ	present
case	NN	case
the	DT	the
public	JJ	public
property	NN	property
confiscated	VVN	confiscate
or	CC	or
requisition	NN	requisition
for	IN	for
the	DT	the
development	NN	development
of	IN	of
Israeli	JJ	Israeli
settlements	NNS	settlement
benefits	VVZ	benefit
the	DT	the
civilian	JJ	civilian
population	NN	population
of	IN	of
settlers	NNS	settler
to	TO	to
the	DT	the
detriment	NN	detriment
of	IN	of
the	DT	the
local	JJ	local
po	NN	po
Palestinian	JJ	Palestinian
population	NN	population
the	DT	the
call	NN	call
concludes	VVZ	conclude
that	IN/that	that
Israel	NP	Israel
'	POS	'
s	JJ	s
land	NN	land
policies	NNS	policy
are	VBP	be
not	RB	not
in	IN	in
Conformity	NN	conformity
with	IN	with
articles	NNS	article
46	CD	@card@
52	CD	@card@
and	CC	and
55	CD	@card@
five	CD	five
of	IN	of
the	DT	the
he	PP	he
regulations	NNS	regulation
the	DT	the
core	NN	core
next	RB	next
turned	VVD	turn
to	TO	to
the	DT	the
question	NN	question
of	IN	of
the	DT	the
exploitation	NN	exploitation
of	IN	of
Natural	NP	Natural
Resources	NP	Resources
it	PP	it
record	VVP	record
that	IN/that	that
under	IN	under
the	DT	the
principle	NN	principle
of	IN	of
customary	JJ	customary
international	JJ	international
law	NN	law
contained	VVN	contain
in	IN	in
article	NN	article
55	CD	@card@
of	IN	of
the	DT	the
heg	NN	heg
regulations	NNS	regulation
the	DT	the
occupying	JJ	occupying
power	NN	power
shall	MD	shall
be	VB	be
regarded	VVN	regard
only	RB	only
as	IN	as
administrator	NN	administrator
and	CC	and
US	NP	US
frory	NN	frory
of	IN	of
INF	NP	INF
natural	JJ	natural
resources	NNS	resource
in	IN	in
the	DT	the
occupied	JJ	occupied
territory	NN	territory
including	VVG	include
but	CC	but
not	RB	not
limited	VVN	limit
to	TO	to
Forest	NN	forest
and	CC	and
agriculture	NN	agriculture
Estates	NNS	estate
and	CC	and
it	PP	it
shall	MD	shall
Safeguard	VV	safeguard
the	DT	the
capital	NN	capital
of	IN	of
these	DT	these
resources	NNS	resource
therefore	RB	therefore
the	DT	the
use	NN	use
by	IN	by
the	DT	the
occupying	JJ	occupying
power	NN	power
of	IN	of
Natural	NP	Natural
Resources	NPS	Resources
must	MD	must
not	RB	not
exceed	VV	exceed
what	WP	what
is	VBZ	be
necessary	JJ	necessary
for	IN	for
the	DT	the
purposes	NNS	purpose
of	IN	of
the	DT	the
occupation	NN	occupation
in	IN	in
this	DT	this
connection	NN	connection
the	DT	the
court	NN	court
observed	VVD	observe
that	IN/that	that
the	DT	the
occupying	JJ	occupying
power	NN	power
had	VHD	have
the	DT	the
continuing	VVG	continue
duty	NN	duty
to	TO	to
ensure	VV	ensure
that	IN/that	that
the	DT	the
local	JJ	local
population	NN	population
has	VHZ	have
an	DT	an
adequate	JJ	adequate
supply	NN	supply
of	IN	of
food	NN	food
stuffs	NNS	stuff
including	VVG	include
water	NN	water
moreover	RB	moreover
the	DT	the
use	NN	use
of	IN	of
Natural	NP	Natural
Resources	NPS	Resources
in	IN	in
the	DT	the
occupied	JJ	occupied
territory	NN	territory
must	MD	must
be	VB	be
sustainable	JJ	sustainable
and	CC	and
it	PP	it
must	MD	must
avoid	VV	avoid
environmental	JJ	environmental
harm	NN	harm
on	IN	on
the	DT	the
basis	NN	basis
of	IN	of
the	DT	the
evidence	NN	evidence
before	IN	before
it	PP	it
the	DT	the
court	NN	court
considers	VVZ	consider
that	IN/that	that
Israel	NP	Israel
'	POS	'
s	JJ	s
use	NN	use
of	IN	of
the	DT	the
natural	JJ	natural
resources	NNS	resource
in	IN	in
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territory	NN	territory
is	VBZ	be
inconsistent	JJ	inconsistent
with	IN	with
its	PP$	its
obligations	NNS	obligation
under	IN	under
law	NN	law
by	IN	by
diverting	VVG	divert
a	DT	a
large	JJ	large
share	NN	share
of	IN	of
the	DT	the
natural	JJ	natural
resources	NNS	resource
to	TO	to
its	PP$	its
own	JJ	own
population	NN	population
including	VVG	include
settlers	NNS	settler
Israel	NP	Israel
is	VBZ	be
in	IN	in
breach	NN	breach
of	IN	of
its	PP$	its
obligation	NN	obligation
to	TO	to
act	VV	act
as	IN	as
an	DT	an
administrator	NN	administrator
or	CC	or
USU	NP	USU
fruct	VVP	fruct
the	DT	the
court	NN	court
further	RBR	further
considers	VVZ	consider
that	IN/that	that
by	IN	by
severely	RB	severely
restricting	VVG	restrict
the	DT	the
access	NN	access
of	IN	of
Palestinian	JJ	Palestinian
population	NN	population
to	TO	to
water	NN	water
that	WDT	that
is	VBZ	be
available	JJ	available
in	IN	in
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territory	NN	territory
Israel	NP	Israel
acts	VVZ	act
inconsistently	RB	inconsistently
with	IN	with
its	PP$	its
obligation	NN	obligation
to	TO	to
ensure	VV	ensure
the	DT	the
availability	NN	availability
of	IN	of
water	NN	water
in	IN	in
sufficient	JJ	sufficient
quantity	NN	quantity
and	CC	and
quality	NN	quality
in	IN	in
light	NN	light
of	IN	of
its	PP$	its
analysis	NN	analysis
the	DT	the
court	NN	court
also	RB	also
in	IN	in
concludes	VVZ	conclude
that	IN/that	that
Israel	NP	Israel
'	POS	'
s	JJ	s
policy	NN	policy
of	IN	of
exploitation	NN	exploitation
of	IN	of
Natural	NP	Natural
Resources	NPS	Resources
in	IN	in
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territory	NN	territory
is	VBZ	be
inconsistent	JJ	inconsistent
with	IN	with
its	PP$	its
obligation	NN	obligation
to	TO	to
respect	VV	respect
the	DT	the
Palestinians	NPS	Palestinians
people	NNS	people
'	POS	'
s	NN	S
right	NN	right
to	TO	to
permanent	JJ	permanent
sovereignty	NN	sovereignty
over	IN	over
natural	JJ	natural
resources	NNS	resource
turning	VVG	turn
next	JJ	next
to	TO	to
the	DT	the
question	NN	question
of	IN	of
the	DT	the
extension	NN	extension
of	IN	of
Israeli	JJ	Israeli
law	NN	law
to	TO	to
the	DT	the
territory	NN	territory
the	DT	the
court	NN	court
record	NN	record
that	IN/that	that
under	IN	under
article	NN	article
43	CD	@card@
of	IN	of
the	DT	the
heg	NN	heg
regulations	NNS	regulation
the	DT	the
occupying	JJ	occupying
power	NN	power
must	MD	must
in	IN	in
principle	NN	principle
respect	NN	respect
the	DT	the
law	NN	law
in	IN	in
force	NN	force
in	IN	in
the	DT	the
occupied	JJ	occupied
territory	NN	territory
unless	IN	unless
absolutely	RB	absolutely
prevent	VV	prevent
prevented	VVN	prevent
from	IN	from
doing	VVG	do
so	RB	so
in	IN	in
principle	NN	principle
then	RB	then
the	DT	the
law	NN	law
of	IN	of
occupation	NN	occupation
does	VVZ	do
not	RB	not
deprive	VV	deprive
the	DT	the
local	JJ	local
population	NN	population
civilian	JJ	civilian
institutions	NNS	institution
and	CC	and
the	DT	the
occupied	JJ	occupied
territory	NN	territory
of	IN	of
the	DT	the
regulatory	JJ	regulatory
Authority	NP	Authority
that	IN/that	that
they	PP	they
may	MD	may
have	VH	have
rather	RB	rather
it	PP	it
invests	VVZ	invest
the	DT	the
occupying	JJ	occupying
power	NN	power
a	DT	a
set	NN	set
of	IN	of
regulatory	JJ	regulatory
power	NN	power
on	IN	on
an	DT	an
exception	NN	exception
bases	NNS	base
and	CC	and
on	IN	on
specific	JJ	specific
enumerated	VVN	enumerate
grounds	NNS	ground
based	VVN	base
on	IN	on
the	DT	the
evidence	NN	evidence
before	IN	before
it	PP	it
the	DT	the
court	NN	court
observed	VVD	observe
that	IN/that	that
Israel	NP	Israel
has	VHZ	have
expanded	VVN	expand
its	PP$	its
sphere	NN	sphere
of	IN	of
regulation	NN	regulation
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
it	PP	it
'	POS	'
s	NN	S
not	RB	not
in	IN	in
particular	JJ	particular
that	IN/that	that
Israel	NP	Israel
has	VHZ	have
to	TO	to
a	DT	a
large	JJ	large
degree	NN	degree
substituted	VVD	substitute
its	PP$	its
military	JJ	military
law	NN	law
for	IN	for
the	DT	the
local	JJ	local
law	NN	law
enforced	VVN	enforce
in	IN	in
the	DT	the
occupied	JJ	occupied
Palestinian	JJ	Palestinian
territory	NN	territory
at	IN	at
the	DT	the
beginning	NN	beginning
of	IN	of
the	DT	the
occupation	NN	occupation
in	IN	in
1967	CD	@card@
moreover	RB	moreover
regional	JJ	regional
and	CC	and
local	JJ	local
councils	NNS	council
of	IN	of
settlers	NNS	settler
have	VHP	have
assumed	JJ	assumed
de	FW	de
facto	FW	facto
jurisdiction	NN	jurisdiction
over	IN	over
the	DT	the
settlements	NNS	settlement
in	IN	in
the	DT	the
West	NP	West
Bank	NP	Bank
in	IN	in
East	NP	East
Jerusalem	NP	Jerusalem
domestic	JJ	domestic
Israeli	JJ	Israeli
law	NN	law
has	VHZ	have
been	VBN	be
applied	VVN	apply
since	IN	since
the	DT	the
beginning	NN	beginning
of	IN	of
the	DT	the
occupation	NN	occupation
in	IN	in
1967	CD	@card@
and	CC	and
Israel	NP	Israel
treats	VVZ	treat
East	NP	East
Jerusalem	NP	Jerusalem
as	IN	as
its	PP$	its
own	JJ	own
national	JJ	national
territory	NN	territory
where	WRB	where
Israel	NP	Israel
law	NN	law
is	VBZ	be
applied	VVN	apply
in	IN	in
full	JJ	full
and	CC	and
to	TO	to
the	DT	the
exclusion	NN	exclusion
of	IN	of
any	DT	any
other	JJ	other
domestic	JJ	domestic
legal	JJ	legal
system	NN	system
where	WRB	where
Israeli	JJ	Israeli
law	NN	law
is	VBZ	be
applied	VVN	apply
in	IN	in
full	JJ	full
and	CC	and
to	TO	to
the	DT	the
exclusion	NN	exclusion
of	IN	of
any	DT	any
other	JJ	other
domestic	JJ	domestic
use	NN	use
in	IN	in
the	DT	the
present	JJ	present
case	NN	case
the	DT	the
court	NN	court
is	VBZ	be
not	RB	not
convinced	VVN	convince
that	IN/that	that
the	DT	the
extension	NN	extension
of	IN	of
Israel	NP	Israel
'	POS	'
s	JJ	s
law	NN	law
to	TO	to
the	DT	the
West	NP	West
Bank	NP	Bank
and	CC	and
E	NP	E
Jerusalem	NP	Jerusalem
is	VBZ	be
Justified	VVN	justify
under	IN	under
any	DT	any
of	IN	of
the	DT	the
grounds	NNS	ground
leted	VVD	leted
down	RP	down
in	IN	in
the	DT	the
second	JJ	second
paragraph	NN	paragraph
of	IN	of
article	NN	article
64	CD	@card@
of	IN	of
the	DT	the
for	IN	for
Geneva	NP	Geneva
Convention	NP	Convention
furthermore	RB	furthermore
the	DT	the
comprehensive	JJ	comprehensive
application	NN	application
of	IN	of
Israeli	JJ	Israeli
law	NN	law
in	IN	in
East	NP	East
Jerusalem	NP	Jerusalem
M	NP	M
as	RB	as
well	RB	well
as	IN	as
its	PP$	its
application	NN	application
in	IN	in
relation	NN	relation
to	TO	to
settlers	NNS	settler
throughout	IN	throughout
the	DT	the
West	NP	West
Bank	NP	Bank
cannot	MD	can
be	VB	be
deemed	VVN	deem
quote	NN	quote
unquote	VV	unquote
essential	JJ	essential
for	IN	for
any	DT	any
of	IN	of
the	DT	the
purposes	NNS	purpose
enumerated	VVN	enumerate
in	IN	in
the	DT	the
second	JJ	second
paragraph	NN	paragraph
of	IN	of
article	NN	article
64	CD	@card@
of	IN	of
the	DT	the
Fourth	JJ	fourth
Geneva	NP	Geneva
Convention	NP	Convention
for	IN	for
these	DT	these
reasons	NNS	reason
the	DT	the
court	NN	court
considers	VVZ	consider
that	IN/that	that
Israel	NP	Israel
has	VHZ	have
exercised	VVN	exercise
its	PP$	its
regulatory	JJ	regulatory
Authority	NP	Authority
as	IN	as
an	DT	an
occupying	JJ	occupying
power	NN	power
in	IN	in
a	DT	a
manner	NN	manner
that	WDT	that
is	VBZ	be
inconsistent	JJ	inconsistent
with	IN	with
the	DT	the
rule	NN	rule
reflected	VVD	reflect
in	IN	in
article	NN	article
43	CD	@card@
of	IN	of
the	DT	the
heg	NN	heg
regulations	NNS	regulation
and	CC	and
article	NN	article
64	CD	@card@
of	IN	of
the	DT	the
Fourth	JJ	fourth
Geneva	NP	Geneva
Convention	NP	Convention
the	DT	the
court	NN	court
then	RB	then
turned	VVD	turn
to	TO	to
the	DT	the
effects	NNS	effect
of	IN	of
Israel	NP	Israel
settlement	NN	settlement
policy	NN	policy
on	IN	on
the	DT	the
departure	NN	departure
of	IN	of
the	DT	the
Palestinian	JJ	Palestinian
people	NNS	people
the	DT	the
court	NN	court
observed	VVD	observe
that	IN/that	that
the	DT	the
large	JJ	large
scale	NN	scale
confiscation	NN	confiscation
of	IN	of
land	NN	land
and	CC	and
the	DT	the
deprivation	NN	deprivation
of	IN	of
access	NN	access
to	TO	to
natur	NN	natur
resources	NNS	resource
divest	VVP	divest
the	DT	the
local	JJ	local
population	NN	population
of	IN	of
their	PP$	their
basic	JJ	basic
means	NNS	mean
of	IN	of
sub	NN	sub
resistance	NN	resistance
thus	RB	thus
inducing	VVG	induce
their	PP$	their
departure	NN	departure
furthermore	RB	furthermore
a	DT	a
series	NN	series
of	IN	of
measures	NNS	measure
taken	VVN	take
by	IN	by
Israeli	JJ	Israeli
military	JJ	military
forces	NNS	force
has	VHZ	have
exacerbated	VVN	exacerbate
the	DT	the
pressure	NN	pressure
on	IN	on
the	DT	the
Palestinian	JJ	Palestinian
population	NN	population
to	TO	to
leave	VV	leave
territory	NN	territory
against	IN	against
their	PP$	their
will	NN	will
the	DT	the
court	NN	court
recalls	VVZ	recall
that	IN/that	that
under	IN	under
the	DT	the
uh	UH	uh
first	JJ	first
paragraph	NN	paragraph
of	IN	of
article	NN	article
49	CD	@card@
of	IN	of
the	DT	the
Fall	NP	Fall
Geneva	NP	Geneva
Convention	NP	Convention
I	PP	I
quote	VVP	quote
individual	JJ	individual
or	CC	or
Mass	NP	Mass
forceable	JJ	forceable
transfers	NNS	transfer
as	RB	as
well	RB	well
as	IN	as
deportations	NNS	deportation
of	IN	of
protected	JJ	protected
persons	NNS	person
from	IN	from
occupying	JJ	occupying
territory	NN	territory
to	TO	to
the	DT	the
territory	NN	territory
of	IN	of
the	DT	the
occupying	JJ	occupying
power	NN	power
or	CC	or
to	TO	to
that	DT	that
of	IN	of
any	DT	any
other	JJ	other
country	NN	country
occupied	VVN	occupy
or	CC	or
not	RB	not
are	VBP	be
prohibited	VVN	prohibit
regardless	RB	regardless
of	IN	of
their	PP$	their
motive	NN	motive
end	NN	end
of	IN	of
quot	NN	quot
in	IN	in
this	DT	this
regard	NN	regard
the	DT	the
court	NN	court
considered	VVD	consider
that	IN/that	that
transfer	NN	transfer
may	MD	may
be	VB	be
forceable	JJ	forceable
and	CC	and
thus	RB	thus
prohibited	VVN	prohibit
under	IN	under
article	NN	article
49	CD	@card@
paragraph	NN	paragraph
1	CD	@card@
not	RB	not
only	RB	only
when	WRB	when
it	PP	it
is	VBZ	be
achieved	VVN	achieve
through	IN	through
the	DT	the
use	NN	use
of	IN	of
physical	JJ	physical
Force	NP	Force
but	CC	but
also	RB	also
when	WRB	when
the	DT	the
people	NNS	people
concerned	VVN	concern
have	VHP	have
no	DT	no
choice	NN	choice
but	CC	but
to	TO	to
leave	VV	leave
further	RBR	further
the	DT	the
court	NN	court
notes	VVZ	note
that	IN/that	that
to	TO	to
be	VB	be
permissible	JJ	permissible
evacuations	NNS	evacuation
are	VBP	be
conceived	VVN	conceive
as	IN	as
a	DT	a
