<video_id>OOwIfWVdw-8</video_id>	NP	<video_id>OOwIfWVdw-8</video_id>
sincere	JJ	sincere
condolences	NNS	condolence
to	TO	to
the	DT	the
families	NNS	family
of	IN	of
those	DT	those
who	WP	who
died	VVD	die
and	CC	and
we	PP	we
wish	VVP	wish
a	DT	a
speedy	JJ	speedy
recovery	NN	recovery
to	TO	to
those	DT	those
who	WP	who
were	VBD	be
injured	VVN	injure
comp	NN	comp
with	IN	with
the	DT	the
Norms	NNS	norm
of	IN	of
international	JJ	international
humanitarian	JJ	humanitarian
La	NP	La
we	PP	we
call	VVP	call
on	IN	on
Western	NP	Western
Jerusalem	NP	Jerusalem
to	TO	to
refrain	VV	refrain
from	IN	from
any	DT	any
attacks	NNS	attack
on	IN	on
civilian	JJ	civilian
objects	NNS	object
there	EX	there
can	MD	can
be	VB	be
no	DT	no
justification	NN	justification
for	IN	for
this	DT	this
kind	NN	kind
of	IN	of
action	NN	action
what	WP	what
happened	VVD	happen
in	IN	in
alab	NN	alab
can't	NN	can't
be	VB	be
seen	VVN	see
as	IN	as
a	DT	a
oneoff	NN	oneoff
or	CC	or
indeed	RB	indeed
some	DT	some
awful	JJ	awful
criminal	JJ	criminal
misstep	NN	misstep
to	TO	to
in	IN	in
the	DT	the
last	JJ	last
10	CD	@card@
days	NNS	day
alone	RB	alone
centers	VVZ	center
in	IN	in
Gaza	NP	Gaza
where	WRB	where
idps	NNS	idps
were	VBD	be
Sheltering	VVG	shelter
have	VH	have
been	VBN	be
bombed	VVN	bomb
to	TO	to
data	NNS	datum
the	DT	the
Fourth	JJ	fourth
of	IN	of
July	NP	July
Israel	NP	Israel
cared	VVD	care
out	RP	out
24	CD	@card@
strikes	NNS	strike
on	IN	on
schools	NNS	school
where	WRB	where
displaced	VVN	displace
people	NNS	people
were	VBD	be
as	IN	as
a	DT	a
result	NN	result
of	IN	of
at	IN	at
least	JJS	least
274	CD	@card@
people	NNS	people
have	VHP	have
died	VVN	die
a	DT	a
growing	VVG	grow
conclusion	NN	conclusion
that	IN/that	that
what	WP	what
is	VBZ	be
happening	VVG	happen
is	VBZ	be
not	RB	not
anything	NN	anything
else	RB	else
than	IN	than
a	DT	a
deliberate	JJ	deliberate
Choice	NN	choice
by	IN	by
isra	NN	isra
leadership	NN	leadership
condemnation	NN	condemnation
specific	JJ	specific
West	NP	West
and	CC	and
for	IN	for
restraint	NN	restraint
will	MD	will
not	RB	not
work	VV	work
the	DT	the
problem	NN	problem
runs	VVZ	run
much	JJ	much
deeper	RBR	deeper
that	IN/that	that
the	DT	the
Pand	NP	Pand
to	TO	to
Israel	NP	Israel
Wan	NP	Wan
colleagues	NNS	colleague
Council	NP	Council
still	RB	still
has	VHZ	have
unfortunately	RB	unfortunately
not	RB	not
been	VBN	be
able	JJ	able
to	TO	to
take	VV	take
reaction	NN	reaction
to	TO	to
the	DT	the
escalation	NN	escalation
of	IN	of
the	DT	the
crisis	NN	crisis
mid	NN	mid
reminds	VVZ	remind
us	PP	us
more	JJR	more
and	CC	and
more	JJR	more
of	IN	of
passive	JJ	passive
powerless	JJ	powerless
situation	NN	situation
and	CC	and
ritually	RB	ritually
Express	NP	Express
on	IN	on
this	DT	this
their	PP$	their
concern	NN	concern
I	PP	I
say	VVP	say
14	CD	@card@
M	NN	M
of	IN	of
the	DT	the
secer	JJR	sec
by	IN	by
the	DT	the
US	NP	US
who	WP	who
rewards	VVZ	reward
an	DT	an
immediate	JJ	immediate
ceasefire	NN	ceasefire
June	NN	June
more	JJR	more
than	IN	than
two	CD	two
months	NNS	month
ago	RB	ago
counil	NP	counil
adopted	VVD	adopt
it	PP	it
most	RBS	most
recent	JJ	recent
product	NN	product
on	IN	on
American	JJ	American
spons	NNS	spons
members	NNS	member
of	IN	of
the	DT	the
security	NN	security
Council	NN	council
to	TO	to
give	VV	give
it	PP	it
the	DT	the
green	JJ	green
light	NN	light
as	RB	as
soon	RB	soon
as	IN	as
possible	JJ	possible
CLA	NP	CLA
that	IN/that	that
it	PP	it
theal	JJ	theal
between	IN	between
and	CC	and
Israel	NP	Israel
on	IN	on
a	DT	a
ceasefire	NN	ceasefire
Russ	NP	Russ
abstained	VVD	abstain
time	NN	time
because	IN	because
we	PP	we
had	VHD	have
the	DT	the
most	RBS	most
serious	JJ	serious
doubts	NNS	doubt
regarding	VVG	regard
the	DT	the
feasibility	NN	feasibility
of	IN	of
this	DT	this
resolution	NN	resolution
time	NN	time
has	VHZ	have
shown	VVN	show
all	DT	all
of	IN	of
these	DT	these
doubts	NNS	doubt
have	VHP	have
been	VBN	be
confirmed	VVN	confirm
W	NP	W
colleagues	NNS	colleague
to	TO	to
about	RB	about
this	DT	this
resolution	NN	resolution
2735	CD	@card@
contain	VVP	contain
three	CD	three
phases	NNS	phase
with	IN	with
extremely	RB	extremely
ambitious	JJ	ambitious
plans	NNS	plan
for	IN	for
to	TO	to
start	VV	start
scale	NN	scale
reconstruction	NN	reconstruction
of	IN	of
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
not	RB	not
a	DT	a
single	JJ	single
one	CD	one
of	IN	of
these	DT	these
phases	NNS	phase
has	VHZ	have
materialized	VVN	materialize
now	RB	now
absolutely	RB	absolutely
surrealistic	JJ	surrealistic
Security	NP	Security
Council	NP	Council
signed	VVD	sign
up	RP	up
to	TO	to
this	DT	this
security	NN	security
aat	NN	aat
lineing	VVG	lineing
the	DT	the
first	JJ	first
operative	JJ	operative
paragraph	NN	paragraph
that	IN/that	that
Israel	NP	Israel
agreed	VVD	agree
on	IN	on
many	JJ	many
ining	NN	ining
this	DT	this
that	IN/that	that
they	PP	they
not	RB	not
of	IN	of
the	DT	the
Israel	NP	Israel
official	NN	official
shows	VVZ	show
that	DT	that
isra	NN	isra
in	IN	in
princip	NN	princip
does	VVZ	do
not	RB	not
intend	VV	intend
what	WP	what
the	DT	the
position	NN	position
of	IN	of
the	DT	the
security	NN	security
Council	NN	council
may	MD	may
be	VB	be
isra	NN	isra
minister	NN	minister
of	IN	of
the	DT	the
deal	NN	deal
capitulation	NN	capitulation
and	CC	and
the	DT	the
ministry	NN	ministry
of	IN	of
National	NP	National
Security	NP	Security
directly	RB	directly
said	VVD	say
that	IN/that	that
there	EX	there
will	MD	will
not	RB	not
be	VB	be
an	DT	an
end	NN	end
to	TO	to
this	DT	this
war	NN	war
from	IN	from
colleagues	NNS	colleague
their	PP$	their
ground	NN	ground
to	TO	to
bring	VV	bring
to	TO	to
agreement	NN	agreement
with	IN	with
the	DT	the
security	NN	security
Council	NN	council
should	MD	should
not	RB	not
interfere	VV	interfere
with	IN	with
expression	NN	expression
the	DT	the
mountain	NN	mountain
has	VHZ	have
given	VVN	give
birth	NN	birth
to	TO	to
a	DT	a
mouse	NN	mouse
been	VBN	be
understatement	NN	understatement
we	PP	we
have	VHP	have
not	RB	not
more	JJR	more
adoption	NN	adoption
of	IN	of
resolution	NN	resolution
275	CD	@card@
the	DT	the
only	JJ	only
anti-	NN	anti-
result	NN	result
is	VBZ	be
a	DT	a
BL	NP	BL
provocative	JJ	provocative
murder	NN	murder
of	IN	of
the	DT	the
main	JJ	main
negotiator	NN	negotiator
h	NN	h
Minister	NP	Minister
during	IN	during
his	PP$	his
visit	NN	visit
to	TO	to
Tran	NP	Tran
now	RB	now
the	DT	the
whole	JJ	whole
world	NN	world
is	VBZ	be
sitting	VVG	sit
anxiously	RB	anxiously
fearing	VVG	fear
a	DT	a
new	JJ	new
escalation	NN	escalation
in	IN	in
region	NN	region
United	NP	United
States	NP	States
of	IN	of
America	NP	America
Hamas	NP	Hamas
should	MD	should
participate	VV	participate
in	IN	in
uh	UH	uh
negotiations	NNS	negotiation
on	IN	on
August	NP	August
15th	JJ	15th
as	IN	as
if	IN	if
everything	NN	everything
only	RB	only
depended	VVD	depend
on	IN	on
Hamas	JJ	Hamas
president	NN	president
the	DT	the
sponsorship	NN	sponsorship
of	IN	of
the	DT	the
USA	NP	USA
is	VBZ	be
not	RB	not
only	RB	only
unsuccessful	JJ	unsuccessful
but	CC	but
counterproductive	JJ	counterproductive
in	IN	in
time	NN	time
region	NN	region
it's	NNS	it's
a	DT	a
blaze	NN	blaze
it's	NNS	it's
on	IN	on
the	DT	the
brink	NN	brink
of	IN	of
falling	VVG	fall
into	IN	into
priority	NN	priority
stop	NN	stop
to	TO	to
the	DT	the
of	IN	of
to	TO	to
an	DT	an
immediate	JJ	immediate
and	CC	and
unconditional	JJ	unconditional
ceas	NNS	ceas
weos	NNS	weos
the	DT	the
first	JJ	first
resolution	NN	resolution
with	IN	with
this	DT	this
demand	NN	demand
back	RB	back
on	IN	on
the	DT	the
16th	JJ	16th
of	IN	of
October	NP	October
last	JJ	last
year	NN	year
how	WRB	how
many	JJ	many
lives	NNS	life
have	VHP	have
been	VBN	be
saved	VVN	save
C	NP	C
then	RB	then
had	VHD	have
risen	VVN	rise
to	TO	to
the	DT	the
not	RB	not
question	VVP	question
there	EX	there
was	VBD	be
a	DT	a
specific	JJ	specific
figure	NN	figure
40,000	CD	@card@
people	NNS	people
died	VVD	die
200	CD	@card@
more	JJR	more
than	IN	than
90,000	CD	@card@
have	VHP	have
been	VBN	be
injured	VVN	injure
already	RB	already
said	VVD	say
today	NN	today
di	NP	di
resolution	NN	resolution
735	CD	@card@
was	VBD	be
adopted	VVN	adopt
this	DT	this
is	VBZ	be
the	DT	the
price	NN	price
thetion	NN	thetion
of	IN	of
multilateral	JJ	multilateral
diplomacy	NN	diplomacy
and	CC	and
shorted	VVN	short
interest	NN	interest
of	IN	of
some	DT	some
members	NNS	member
of	IN	of
the	DT	the
council	NN	council
who	WP	who
with	IN	with
their	PP$	their
veto	NN	veto
of	IN	of
D	NP	D
six	CD	six
months	NNS	month
have	VHP	have
not	RB	not
even	RB	even
allowed	VVN	allow
for	IN	for
mention	NN	mention
Security	NP	Security
Council	NP	Council
documents	NNS	document
of	IN	of
a	DT	a
innocent	JJ	innocent
also	RB	also
H	NP	H
will	MD	will
be	VB	be
released	VVN	release
and	CC	and
detain	VVP	detain
will	MD	will
be	VB	be
released	VVN	release
and	CC	and
also	RB	also
full	JJ	full
and	CC	and
uned	JJ	uned
Israel	NP	Israel
once	RB	once
again	RB	again
again	RB	again
we	PP	we
should	MD	should
think	VV	think
together	RB	together
about	IN	about
what	WP	what
measures	NNS	measure
can	MD	can
be	VB	be
taken	VVN	take
to	TO	to
deescalate	VV	deescalate
in	IN	in
Gaza	NP	Gaza
and	CC	and
the	DT	the
region	NN	region
as	IN	as
a	DT	a
whole	NN	whole
we	PP	we
need	MD	need
visit	VV	visit
to	TO	to
the	DT	the
field	NN	field
then	RB	then
that's	NNS	that's
what	WP	what
should	MD	should
happen	VV	happen
other	JJ	other
department	NN	department
of	IN	of
the	DT	the
secretar	NN	secretar
in	IN	in
the	DT	the
zone	NN	zone
of	IN	of
the	DT	the
conflict	NN	conflict
to	TO	to
fulfill	VV	fulfill
their	PP$	their
mandate	NN	mandate
often	RB	often
risking	VVG	risk
their	PP$	their
lives	NNS	life
and	CC	and
we	PP	we
here	RB	here
in	IN	in
New	NP	New
York	NP	York
with	IN	with
information	NN	information
from	IN	from
their	PP$	their
reports	NNS	report
and	CC	and
from	IN	from
open	JJ	open
sources	NNS	source
invitations	NNS	invitation
to	TO	to
visit	VV	visit
Geneva	NP	Geneva
rather	RB	rather
to	TO	to
those	DT	those
regions	NNS	region
where	WRB	where
we	PP	we
are	VBP	be
really	RB	really
needed	VVN	need
pror	JJ	pror
Cil	NP	Cil
visit	NN	visit
not	RB	not
politic	JJ	politic
tourism	NN	tourism
to	TO	to
comfortable	JJ	comfortable
locations	NNS	location
also	RB	also
to	TO	to
have	VH	have
a	DT	a
second	NN	second
at	IN	at
the	DT	the
question	NN	question
on	IN	on
the	DT	the
ground	NN	ground
specialized	VVN	specialize
misss	NP	misss
could	MD	could
be	VB	be
reformatted	VVN	reformatted
primarily	RB	primarily
streng	NN	streng
mandate	NN	mandate
without	IN	without
tying	VVG	tie
cons	NNS	con
of	IN	of
both	CC	both
if	IN	if
will	MD	will
never	RB	never
be	VB	be
received	VVN	receive
tce	NN	tce
alreadying	NN	alreadying
specific	JJ	specific
to	TO	to
be	VB	be
resolved	VVN	resolve
to	TO	to
bre	JJ	bre
new	JJ	new
life	NN	life
into	IN	into
his	PP$	his
which	WDT	which
is	VBZ	be
very	RB	very
needed	VVN	need
in	IN	in
the	DT	the
circumstances	NNS	circumstance
of	IN	of
the	DT	the
current	JJ	current
escalation	NN	escalation
call	NN	call
on	IN	on
colleages	NNS	colleages
on	IN	on
the	DT	the
council	NN	council
to	TO	to
not	RB	not
sit	VV	sit
idly	RB	idly
by	IN	by
but	CC	but
actively	RB	actively
involve	VV	involve
themselves	PP	themselves
in	IN	in
these	DT	these
discussions	NNS	discussion
the	DT	the
counil	NN	counil
cannot	MD	can
not	RB	not
should	MD	should
close	VV	close
eyes	NNS	eye
what	WP	what
is	VBZ	be
happening	VVG	happen
in	IN	in
the	DT	the
East	NP	East
for	IN	for
the	DT	the
benefit	NN	benefit
of	IN	of
one	CD	one
delegation	NN	delegation
neglect	NN	neglect
direct	JJ	direct
mandate	NN	mandate
to	TO	to
maintain	VV	maintain
International	NP	International
Peace	NN	peace
and	CC	and
security	NN	security
and	CC	and
should	MD	should
it	PP	it
forget	VV	forget
about	IN	about
its	PP$	its
own	JJ	own
decision	NN	decision
the	DT	the
need	NN	need
to	TO	to
create	VV	create
independent	JJ	independent
Sovereign	NP	Sovereign
Palestinian	JJ	Palestinian
state	NN	state
within	IN	within
1967	CD	@card@
borders	NNS	border
with	IN	with
East	NP	East
Jerusalem	NP	Jerusalem
as	IN	as
its	PP$	its
capital	NN	capital
living	VVG	live
side	NN	side
by	IN	by
side	NN	side
in	IN	in
peace	NN	peace
and	CC	and
security	NN	security
with	IN	with
Israel	NP	Israel
sches	NNS	sches
and	CC	and
concept	NN	concept
Foundation	NP	Foundation
of	IN	of
Peace	NP	Peace
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
we	PP	we
are	VBP	be
ready	JJ	ready
to	TO	to
cooperate	VV	cooperate
with	IN	with
all	DT	all
of	IN	of
those	DT	those
who	WP	who
share	VVP	share
this	DT	this
approach	NN	approach
thank	VV	thank
you	PP	you
for	IN	for
your	PP$	your
attention	NN	attention
I	PP	I
thank	VVP	thank
the	DT	the
representative	NN	representative
of	IN	of
Russia	NP	Russia
Federation	NP	Federation
for	IN	for
their	PP$	their
statement	NN	statement
I	PP	I
give	VVP	give
the	DT	the
floor	NN	floor
to	TO	to
the	DT	the
representative	NN	representative
of	IN	of
Malta	NP	Malta
thank	VVP	thank
you	PP	you
president	NN	president
I	PP	I
also	RB	also
thank	VVP	thank
under	IN	under
secretary	NN	secretary
Rosemary	NP	Rosemary
the	DT	the
Caro	NP	Caro
and	CC	and
director	NN	director
Lisa	NP	Lisa
dorton	NP	Dorton
for	IN	for
the	DT	the
hering	NN	hering
briefings	NNS	briefing
today	NN	today
MTA	NN	MTA
condemns	VVZ	condemn
the	DT	the
horrific	JJ	horrific
strike	NN	strike
on	IN	on
the	DT	the
alabin	NN	alabin
school	NN	school
in	IN	in
Gaza	NP	Gaza
last	JJ	last
weekend	NN	weekend
which	WDT	which
reportedly	RB	reportedly
killed	VVD	kill
dozens	NNS	dozen
of	IN	of
civilians	NNS	civilian
including	VVG	include
children	NNS	child
this	DT	this
is	VBZ	be
a	DT	a
continuation	NN	continuation
of	IN	of
the	DT	the
deeply	RB	deeply
concerning	VVG	concern
pattern	NN	pattern
of	IN	of
strikes	NNS	strike
on	IN	on
Palestinian	JJ	Palestinian
education	NN	education
facilities	NNS	facility
alaban	NN	alaban
school	NN	school
was	VBD	be
a	DT	a
refuge	NN	refuge
for	IN	for
hundreds	NNS	hundred
of	IN	of
displaced	VVN	displace
Palestinians	NNS	Palestinian
who	WP	who
urge	VVP	urge
Israel	NP	Israel
to	TO	to
seize	VV	seize
attacks	NNS	attack
on	IN	on
civilians	NNS	civilian
and	CC	and
civilian	JJ	civilian
objects	NNS	object
and	CC	and
to	TO	to
take	VV	take
immediate	JJ	immediate
decisive	JJ	decisive
action	NN	action
to	TO	to
adhere	VV	adhere
to	TO	to
international	JJ	international
human	JJ	human
rights	NNS	right
and	CC	and
humanitarian	JJ	humanitarian
law	NN	law
it	PP	it
is	VBZ	be
unacceptable	JJ	unacceptable
that	IN/that	that
the	DT	the
civilian	JJ	civilian
casualties	NNS	casualty
of	IN	of
this	DT	this
war	NN	war
have	VHP	have
reached	VVN	reach
40,000	CD	@card@
and	CC	and
by	IN	by
some	DT	some
estimates	NNS	estimate
may	MD	may
have	VH	have
may	MD	may
be	VB	be
as	RB	as
high	JJ	high
as	IN	as
180,000	CD	@card@
and	CC	and
that	IN/that	that
several	JJ	several
hostages	NNS	hostage
including	VVG	include
children	NNS	child
remain	VVP	remain
captive	NN	captive
in	IN	in
Gaza	NP	Gaza
for	IN	for
312	CD	@card@
days	NNS	day
innocent	JJ	innocent
lives	NNS	life
on	IN	on
both	DT	both
sides	NNS	side
should	MD	should
be	VB	be
safeguarded	VVN	safeguard
at	IN	at
all	DT	all
costs	NNS	cost
the	DT	the
state	NN	state
of	IN	of
s	NN	S
reflects	VVZ	reflect
an	DT	an
apparent	JJ	apparent
complete	JJ	complete
disregard	NN	disregard
for	IN	for
international	JJ	international
law	NN	law
as	IN	as
the	DT	the
modus	NN	modus
operandi	NNS	operandi
of	IN	of
the	DT	the
conflict	NN	conflict
parties	NNS	party
hamas's	NNS	hamas's
use	VVP	use
of	IN	of
the	DT	the
civilian	JJ	civilian
infrastructure	NN	infrastructure
for	IN	for
military	NN	military
for	IN	for
militant	JJ	militant
purposes	NNS	purpose
including	VVG	include
through	IN	through
the	DT	the
firing	NN	firing
of	IN	of
rockets	NNS	rocket
into	IN	into
Israel	NP	Israel
directly	RB	directly
jeopardizes	VVZ	jeopardize
civilians	NNS	civilian
which	WDT	which
we	PP	we
wholly	RB	wholly
condemn	VV	condemn
and	CC	and
as	RB	as
we	PP	we
have	VHP	have
consistently	RB	consistently
condemned	VVN	condemn
the	DT	the
terror	NN	terror
attacks	NNS	attack
including	VVG	include
those	DT	those
of	IN	of
7th	JJ	7th
October	NP	October
nonetheless	RB	nonetheless
strict	JJ	strict
compliance	NN	compliance
with	IN	with
international	JJ	international
law	NN	law
including	VVG	include
International	NP	International
humanitarian	JJ	humanitarian
law	NN	law
remains	VVZ	remain
a	DT	a
Paramount	NP	Paramount
obligation	NN	obligation
of	IN	of
the	DT	the
conflict	NN	conflict
parties	NNS	party
including	VVG	include
Israel	NP	Israel
the	DT	the
principles	NNS	principle
of	IN	of
Distinction	NN	distinction
proportionality	NN	proportionality
and	CC	and
precaution	NN	precaution
are	VBP	be
not	RB	not
voluntary	JJ	voluntary
the	DT	the
lives	NNS	life
of	IN	of
civilians	NNS	civilian
women	NNS	woman
and	CC	and
children	NNS	child
cannot	MD	can
be	VB	be
disregarded	VVN	disregard
Malta	NP	Malta
condemns	VVZ	condemn
the	DT	the
loss	NN	loss
of	IN	of
all	DT	all
innocent	JJ	innocent
civilian	JJ	civilian
life	NN	life
including	VVG	include
the	DT	the
recent	JJ	recent
killing	NN	killing
of	IN	of
Drew's	NP	Drew's
children	NNS	child
in	IN	in
majal	JJ	majal
Shams	NP	Shams
and	CC	and
we	PP	we
stressed	VVD	stress
the	DT	the
conflict	NN	conflict
party's	NN	party's
obligation	NN	obligation
to	TO	to
prioritize	VV	prioritize
protection	NN	protection
of	IN	of
civilians	NNS	civilian
and	CC	and
civilian	JJ	civilian
infrastructure	NN	infrastructure
president	NN	president
the	DT	the
broad	JJ	broad
and	CC	and
systematic	JJ	systematic
risks	NNS	risk
faced	VVN	face
by	IN	by
gaza's	NNS	gaza's
population	NN	population
remain	VVP	remain
humanitarian	JJ	humanitarian
Aid	NN	aid
continues	VVZ	continue
to	TO	to
be	VB	be
blocked	VVN	block
without	IN	without
any	DT	any
legitimate	JJ	legitimate
administrative	JJ	administrative
or	CC	or
Bure	NP	Bure
bureaucratic	JJ	bureaucratic
reason	NN	reason
hunger	NN	hunger
the	DT	the
growing	VVG	grow
threat	NN	threat
of	IN	of
diseases	NNS	disease
such	JJ	such
as	IN	as
polio	NN	polio
exacerbated	VVN	exacerbate
by	IN	by
little	JJ	little
to	TO	to
no	DT	no
access	NN	access
to	TO	to
Medical	NP	Medical
Aid	NP	Aid
persistent	JJ	persistent
displacement	NN	displacement
and	CC	and
lawlessness	NN	lawlessness
have	VHP	have
deepened	VVN	deepen
insecurity	NN	insecurity
rendering	VVG	render
the	DT	the
security	NN	security
the	DT	the
situation	NN	situation
untenable	JJ	untenable
humanitarian	JJ	humanitarian
actors	NNS	actor
continue	VVP	continue
to	TO	to
inform	VV	inform
us	PP	us
that	IN/that	that
what	WP	what
is	VBZ	be
being	VBG	be
done	VVN	do
to	TO	to
address	VV	address
these	DT	these
horrific	JJ	horrific
conditions	NNS	condition
is	VBZ	be
nowhere	RB	nowhere
CL	NP	CL
close	NN	close
to	TO	to
enough	RB	enough
a	DT	a
paradigm	NN	paradigm
shift	NN	shift
is	VBZ	be
necessary	JJ	necessary
border	NN	border
crossings	NNS	crossing
must	MD	must
be	VB	be
reopened	VVN	reopen
and	CC	and
effective	JJ	effective
measures	NNS	measure
need	VVP	need
to	TO	to
be	VB	be
taken	VVN	take
to	TO	to
ensure	VV	ensure
that	IN/that	that
Aid	NP	Aid
is	VBZ	be
delivered	VVN	deliver
into	IN	into
and	CC	and
across	IN	across
Gaza	NP	Gaza
president	NN	president
the	DT	the
Carnage	NN	carnage
must	MD	must
stop	VV	stop
hostages	NNS	hostage
must	MD	must
be	VB	be
released	VVN	release
they	PP	they
must	MD	must
be	VB	be
they	PP	they
must	MD	must
be	VB	be
reunited	VVN	reunite
with	IN	with
their	PP$	their
families	NNS	family
and	CC	and
the	DT	the
humanarian	JJ	humanarian
crisis	NN	crisis
must	MD	must
be	VB	be
adequately	RB	adequately
addressed	VVN	address
the	DT	the
full	JJ	full
immediate	JJ	immediate
and	CC	and
effective	JJ	effective
implementation	NN	implementation
of	IN	of
of	IN	of
relevant	JJ	relevant
Council	NP	Council
resolutions	NNS	resolution
and	CC	and
the	DT	the
orders	NNS	order
of	IN	of
the	DT	the
icj	NN	icj
is	VBZ	be
essential	JJ	essential
mot	NN	mot
affirms	VVZ	affirm
its	PP$	its
categorical	JJ	categorical
call	NN	call
for	IN	for
an	DT	an
immediate	JJ	immediate
and	CC	and
permanent	JJ	permanent
cease	VVP	cease
fire	VV	fire
we	PP	we
fully	RB	fully
support	VV	support
and	CC	and
commend	VV	commend
efforts	NNS	effort
by	IN	by
the	DT	the
US	NP	US
Egypt	NP	Egypt
and	CC	and
Qatar	NP	Qatar
who	WP	who
continue	VVP	continue
work	NN	work
towards	IN	towards
bridging	VVG	bridge
gaps	NNS	gap
to	TO	to
implement	VV	implement
the	DT	the
framework	NN	framework
agreement	NN	agreement
which	WDT	which
is	VBZ	be
in	IN	in
line	NN	line
with	IN	with
counc	NN	counc
resolution	NN	resolution
2735	CD	@card@
we	PP	we
call	VVP	call
on	IN	on
the	DT	the
conflict	NN	conflict
parties	NNS	party
to	TO	to
constructively	RB	constructively
approach	VV	approach
negotiations	NNS	negotiation
and	CC	and
urgently	RB	urgently
implement	VV	implement
the	DT	the
ceasefire	NN	ceasefire
deal	NN	deal
as	IN	as
Regional	JJ	regional
escalations	NNS	escalation
continue	VVP	continue
we	PP	we
underline	VV	underline
that	IN/that	that
concluding	VVG	conclude
this	DT	this
deal	NN	deal
is	VBZ	be
critical	JJ	critical
this	DT	this
will	MD	will
directly	RB	directly
con	VV	con
contribute	VV	contribute
to	TO	to
avoiding	VVG	avoid
a	DT	a
broader	JJR	broad
conflict	NN	conflict
in	IN	in
the	DT	the
Middle	NP	Middle
East	NP	East
we	PP	we
call	VVP	call
on	IN	on
all	DT	all
regional	JJ	regional
parties	NNS	party
to	TO	to
commit	VV	commit
to	TO	to
diplomacy	NN	diplomacy
deescalate	VV	deescalate
and	CC	and
refrain	VV	refrain
from	IN	from
any	DT	any
attacks	NNS	attack
which	WDT	which
would	MD	would
inflame	VV	inflame
Regional	JJ	regional
tensions	NNS	tension
and	CC	and
undermine	VV	undermine
chances	NNS	chance
for	IN	for
a	DT	a
ceasefire	NN	ceasefire
deal	NN	deal
for	IN	for
Israelis	NPS	Israelis
and	CC	and
Palestinians	NPS	Palestinians
to	TO	to
know	VV	know
security	NN	security
and	CC	and
peace	NN	peace
a	DT	a
return	NN	return
to	TO	to
restorative	JJ	restorative
dialogue	NN	dialogue
towards	IN	towards
a	DT	a
itical	JJ	itical
Horizon	NN	horizon
must	MD	must
become	VV	become
the	DT	the
core	JJ	core
objective	NN	objective
mola	NN	mola
stresses	VVZ	stress
that	IN/that	that
this	DT	this
must	MD	must
align	VV	align
with	IN	with
a	DT	a
comprehensive	JJ	comprehensive
peace	NN	peace
plan	NN	plan
which	WDT	which
paves	VVZ	pave
the	DT	the
way	NN	way
towards	IN	towards
a	DT	a
credible	JJ	credible
and	CC	and
irreversible	JJ	irreversible
realization	NN	realization
of	IN	of
the	DT	the
two-state	NN	two-state
solution	NN	solution
I	PP	I
thank	VVP	thank
you	PP	you
I	PP	I
thank	VVP	thank
the	DT	the
representative	NN	representative
of	IN	of
Malta	NP	Malta
for	IN	for
their	PP$	their
statement	NN	statement
I	PP	I
give	VVP	give
the	DT	the
floor	NN	floor
to	TO	to
the	DT	the
representative	NN	representative
of	IN	of
Switzerland	NP	Switzerland
mer	NNS	mer
thank	VVP	thank
you	PP	you
president	NN	president
the	DT	the
convening	VVG	convene
of	IN	of
this	DT	this
urgent	JJ	urgent
meeting	NN	meeting
statements	NNS	statement
president	NN	president
condemns	VVZ	condemn
the	DT	the
violations	NNS	violation
of	IN	of
international	JJ	international
humanarian	JJ	humanarian
law	NN	law
committed	VVN	commit
by	IN	by
all	DT	all
parties	NNS	party
also	RB	also
condemns	VVZ	condemn
the	DT	the
fact	NN	fact
that	IN/that	that
hosties	NNS	hostie
Contin	NN	Contin
to	TO	to
claim	VV	claim
many	JJ	many
civilian	JJ	civilian
victims	NNS	victim
as	RB	as
was	VBD	be
reported	VVN	report
last	JJ	last
Saturday	NP	Saturday
in	IN	in
Gaza	NP	Gaza
a	DT	a
school	NN	school
is	VBZ	be
a	DT	a
place	NN	place
of	IN	of
learning	VVG	learn
a	DT	a
school	NN	school
must	MD	must
enable	VV	enable
children	NNS	child
to	TO	to
learn	VV	learn
to	TO	to
develop	VV	develop
build	VV	build
future	NN	future
and	CC	and
th	NN	th
contribute	VVP	contribute
to	TO	to
a	DT	a
peaceful	JJ	peaceful
and	CC	and
prosperous	JJ	prosperous
Society	NP	Society
in	IN	in
Gaza	NP	Gaza
today	NN	today
schools	NNS	school
are	VBP	be
often	RB	often
The	DT	the
Last	JJ	last
Resort	NP	Resort
for	IN	for
finding	VVG	find
something	NN	something
to	TO	to
eat	VV	eat
some	DT	some
water	NN	water
or	CC	or
shelter	NN	shelter
even	RB	even
these	DT	these
schools	NNS	school
which	WDT	which
have	VHP	have
become	VVN	become
shelters	NNS	shelter
no	DT	no
ref	NN	ref
according	VVG	accord
to	TO	to
the	DT	the
office	NN	office
of	IN	of
the	DT	the
United	NP	United
Nations	NPS	Nations
High	NP	High
Commissioner	NP	Commissioner
for	IN	for
human	JJ	human
rights	NNS	right
the	DT	the
Israeli	JJ	Israeli
attack	NN	attack
on	IN	on
the	DT	the
alter	JJR	alt
School	NN	school
killed	VVN	kill
at	IN	at
least	JJS	least
93	CD	@card@
people	NNS	people
and	CC	and
was	VBD	be
the	DT	the
21st	JJ	21st
attack	NN	attack
in	IN	in
a	DT	a
single	JJ	single
