<video_id>jcz4IC-i0yQ</video_id>	NP	<video_id>jcz4IC-i0yQ</video_id>
Syria	NP	Syria
supported	VVD	support
by	IN	by
Iran	NP	Iran
that's	NNS	that's
again	RB	again
I	PP	I
think	VVP	think
it's	NNS	it's
an	DT	an
Iranian	JJ	Iranian
decision	NN	decision
to	TO	to
give	VV	give
U	NN	U
to	TO	to
to	TO	to
decide	VV	decide
whether	IN	whether
to	TO	to
give	VV	give
a	DT	a
green	JJ	green
light	NN	light
to	TO	to
hisbah	NN	hisbah
and	CC	and
Sy	NN	Sy
to	TO	to
hit	VV	hit
back	RB	back
or	CC	or
not	RB	not
but	CC	but
if	IN	if
this	DT	this
happens	VVZ	happen
then	RB	then
the	DT	the
entire	JJ	entire
narrative	NN	narrative
and	CC	and
discourse	NN	discourse
will	MD	will
change	VV	change
because	IN	because
it	PP	it
will	MD	will
not	RB	not
be	VB	be
about	RB	about
beheading	VVG	behead
kids	NNS	kid
this	DT	this
misinformation	NN	misinformation
or	CC	or
Isis	NP	Isis
or	CC	or
whatever	WDT	whatever
then	RB	then
it	PP	it
will	MD	will
be	VB	be
the	DT	the
the	DT	the
region	NN	region
versus	IN	versus
Israel	NP	Israel
and	CC	and
we	PP	we
will	MD	will
see	VV	see
new	JJ	new
discourse	NN	discourse
of	IN	of
politics	NNS	politics
so	RB	so
but	CC	but
at	IN	at
this	DT	this
stage	NN	stage
we	PP	we
don't	VVD	don't
know	VV	know
it's	NNS	it's
we	PP	we
don't	VVD	don't
know	VV	know
certainly	RB	certainly
a	DT	a
very	RB	very
concerning	VVG	concern
situation	NN	situation
Tam	NP	Tam
Caro	NP	Caro
thank	VVP	thank
you	PP	you
very	RB	very
much	RB	much
for	IN	for
the	DT	the
moment	NN	moment
</doc>	NN	</doc>
