welcome	JJ	welcome
not	RB	not
what	WP	what
is	VBZ	be
happening	VVG	happen
the	DT	the
label	NN	label
is	VBZ	be
false	JJ	false
the	DT	the
The	DT	the
Narrative	NN	narrative
is	VBZ	be
inaccurate	JJ	inaccurate
and	CC	and
I	PP	I
think	VVP	think
that	IN/that	that
'	POS	'
s	NN	S
that	RB	that
'	POS	'
s	NN	S
where	WRB	where
it	PP	it
'	POS	'
s	NN	S
becoming	VVG	become
a	DT	a
threatening	VVG	threaten
and	CC	and
um	VVG	um
unfortunately	RB	unfortunately
people	NNS	people
pay	VVP	pay
paying	VVG	pay
heavy	JJ	heavy
price	NN	price
for	IN	for
for	IN	for
telling	VVG	tell
a	DT	a
a	DT	a
true	JJ	true
story	NN	story
how	WRB	how
difficult	JJ	difficult
is	VBZ	be
it	PP	it
for	IN	for
you	PP	you
hany	NN	hany
to	TO	to
actually	RB	actually
understand	VV	understand
the	DT	the
fact	NN	fact
that	IN/that	that
you	PP	you
know	VVP	know
as	IN	as
the	DT	the
as	IN	as
the	DT	the
days	NNS	day
progress	NN	progress
you	PP	you
hear	VVP	hear
more	JJR	more
and	CC	and
more	JJR	more
news	NN	news
not	RB	not
just	RB	just
about	IN	about
people	NNS	people
in	IN	in
Gaza	NP	Gaza
across	IN	across
of	IN	of
the	DT	the
whole	JJ	whole
strip	NN	strip
you	PP	you
know	VVP	know
suffering	VVG	suffer
so	RB	so
very	RB	very
badly	RB	badly
but	CC	but
then	RB	then
you	PP	you
know	VVP	know
when	WRB	when
you	PP	you
hear	VVP	hear
news	NN	news
of	IN	of
of	IN	of
somebody	NN	somebody
that	IN/that	that
you	PP	you
know	VVP	know
so	RB	so
very	RB	very
well	RB	well
and	CC	and
you	PP	you
have	VHP	have
to	TO	to
try	VV	try
and	CC	and
impart	VV	impart
this	DT	this
news	NN	news
as	IN	as
you	PP	you
are	VBP	be
to	TO	to
me	PP	me
and	CC	and
to	TO	to
our	PP$	our
audience	NN	audience
in	IN	in
in	IN	in
completely	RB	completely
impartial	JJ	impartial
way	NN	way
to	TO	to
explain	VV	explain
the	DT	the
grief	NN	grief
that	IN/that	that
really	RB	really
why	WRB	why
is	VBZ	be
why	WRB	why
is	VBZ	be
is	VBZ	be
feeling	VVG	feel
just	RB	just
as	IN	as
a	DT	a
father	NN	father
he	PP	he
he	PP	he
'	POS	'
s	NN	S
like	IN	like
thousands	NNS	thousand
of	IN	of
fathers	NNS	father
in	IN	in
Gaza	NP	Gaza
right	RB	right
now	RB	now
indeed	RB	indeed
then	RB	then
and	CC	and
just	RB	just
we	PP	we
are	VBP	be
we	PP	we
we	PP	we
'	''	'
re	IN	re
feeling	VVG	feel
we	PP	we
'	POS	'
re	NN	re
in	IN	in
the	DT	the
same	JJ	same
position	NN	position
we	PP	we
have	VHP	have
families	NNS	family
we	PP	we
have	VHP	have
children	NNS	child
and	CC	and
we	PP	we
constantly	RB	constantly
worry	VVP	worry
about	IN	about
their	PP$	their
their	PP$	their
safety	NN	safety
their	PP$	their
livelihood	NN	livelihood
and	CC	and
and	CC	and
we	PP	we
we	PP	we
seeing	VVG	see
what	WP	what
what	WP	what
'	POS	'
s	NNS	s
happening	VVG	happen
to	TO	to
Al	NP	Al
his	PP$	his
family	NN	family
and	CC	and
and	CC	and
the	DT	the
fact	NN	fact
that	IN/that	that
this	DT	this
is	VBZ	be
his	PP$	his
this	NN	this
is	VBZ	be
third	JJ	third
time	NN	time
dealing	VVG	deal
with	IN	with
with	IN	with
a	DT	a
tragedy	NN	tragedy
uh	UH	uh
a	DT	a
family	NN	family
member	NN	member
close	JJ	close
family	NN	family
member	NN	member
is	VBZ	be
just	RB	just
it	PP	it
makes	VVZ	make
the	DT	the
whole	JJ	whole
situation	NN	situation
even	RB	even
worse	RBR	worse
again	RB	again
the	DT	the
level	NN	level
of	IN	of
fear	NN	fear
is	VBZ	be
great	JJ	great
the	DT	the
risk	NN	risk
is	VBZ	be
greater	JJR	great
uh	UH	uh
are	VBP	be
we	PP	we
threatened	VVN	threaten
yes	UH	yes
it	PP	it
it	PP	it
we	PP	we
are	VBP	be
threatened	VVN	threaten
and	CC	and
we	PP	we
know	VVP	know
we	PP	we
are	VBP	be
at	IN	at
trisk	NN	trisk
we	PP	we
know	VVP	know
we	PP	we
are	VBP	be
a	DT	a
Target	NP	Target
we	PP	we
know	VVP	know
we	PP	we
are	VBP	be
at	IN	at
any	DT	any
moment	NN	moment
we	PP	we
could	MD	could
and	CC	and
and	CC	and
I	PP	I
'	POS	'
m	NN	m
going	VVG	go
to	TO	to
let	VV	let
you	PP	you
into	IN	into
something	NN	something
I	PP	I
mean	VVP	mean
we	PP	we
had	VHD	have
this	DT	this
conversation	NN	conversation
uh	UH	uh
me	PP	me
and	CC	and
my	PP$	my
family	NN	family
and	CC	and
we	PP	we
we	PP	we
talked	VVD	talk
about	RB	about
if	IN	if
possibly	RB	possibly
if	IN	if
something	NN	something
happened	VVD	happen
this	DT	this
is	VBZ	be
this	DT	this
is	VBZ	be
what	WP	what
you	PP	you
need	VVP	need
to	TO	to
be	VB	be
doing	VVG	do
because	IN	because
it	PP	it
it	PP	it
'	POS	'
s	JJ	s
imminent	JJ	imminent
you	PP	you
can	MD	can
'	''	'
t	NN	t
because	IN	because
you	PP	you
you	PP	you
don	VVP	don
'	''	'
t	NN	t
know	VVP	know
what	WP	what
'	POS	'
s	NNS	s
going	VVG	go
to	TO	to
happen	VV	happen
you	PP	you
don	VV	don
'	''	'
t	NN	t
know	VVP	know
if	IN	if
you	PP	you
'	POS	'
re	NN	re
leaving	VVG	leave
you	PP	you
'	POS	'
re	IN	re
you	PP	you
'	POS	'
re	NN	re
home	NN	home
and	CC	and
coming	VVG	come
to	TO	to
the	DT	the
tent	NN	tent
safe	NN	safe
you	PP	you
don	VVP	don
'	''	'
t	NN	t
know	VVP	know
if	IN	if
you	PP	you
'	POS	'
re	NN	re
going	VVG	go
back	RB	back
safe	JJ	safe
you	PP	you
don	VVP	don
'	''	'
t	NN	t
know	VVP	know
what	WP	what
'	POS	'
s	NNS	s
going	VVG	go
to	TO	to
happen	VV	happen
if	IN	if
you	PP	you
are	VBP	be
going	VVG	go
on	IN	on
a	DT	a
field	NN	field
work	NN	work
like	IN	like
what	WP	what
Hamza	NP	Hamza
and	NP	and
and	CC	and
his	PP$	his
colleague	NN	colleague
were	VBD	be
were	VBD	be
doing	VVG	do
at	IN	at
earlier	JJR	early
hours	NNS	hour
of	IN	of
this	DT	this
morning	NN	morning
but	CC	but
it	PP	it
it	PP	it
just	RB	just
it	PP	it
'	POS	'
s	NN	S
a	DT	a
real	JJ	real
thing	NN	thing
it	PP	it
'	''	'
s	VVG	s
it	PP	it
'	POS	'
s	NN	S
not	RB	not
something	NN	something
that	IN/that	that
we	PP	we
that	IN/that	that
we	PP	we
we	PP	we
brag	VVP	brag
about	RB	about
or	CC	or
something	NN	something
that	IN/that	that
we	PP	we
we	PP	we
were	VBD	be
happy	JJ	happy
to	TO	to
show	VV	show
but	CC	but
it	PP	it
'	POS	'
s	NN	S
a	DT	a
real	JJ	real
Danger	NP	Danger
real	JJ	real
risk	NN	risk
real	JJ	real
lifethreatening	NN	lifethreatening
situations	NNS	situation
taking	VVG	take
place	NN	place
every	DT	every
minute	NN	minute
of	IN	of
our	PP$	our
life	NN	life
and	CC	and
that	IN/that	that
'	POS	'
s	NN	S
this	DT	this
is	VBZ	be
the	DT	the
uh	UH	uh
the	DT	the
truth	NN	truth
and	CC	and
it	PP	it
happens	VVZ	happen
to	TO	to
be	VB	be
this	DT	this
way	NN	way
it	PP	it
happens	VVZ	happen
to	TO	to
be	VB	be
in	IN	in
the	DT	the
most	RBS	most
difficult	JJ	difficult
situations	NNS	situation
ever	RB	ever
uh	UH	uh
and	CC	and
and	CC	and
that	DT	that
'	''	'
s	VVG	s
the	DT	the
the	DT	the
the	DT	the
pressure	NN	pressure
that	IN/that	that
we	PP	we
have	VHP	have
because	IN	because
between	IN	between
reports	NNS	report
constantly	RB	constantly
word	NN	word
if	IN	if
it	PP	it
'	POS	'
s	NN	S
not	RB	not
you	PP	you
could	MD	could
be	VB	be
my	PP$	my
family	NN	family
could	MD	could
be	VB	be
a	DT	a
journalist	NN	journalist
being	VBG	be
punished	VVN	punish
by	IN	by
his	PP$	his
getting	VVG	get
his	PP$	his
family	NN	family
targeted	VVN	target
like	IN	like
what	WP	what
happened	VVD	happen
with	IN	with
M	NP	M
asrai	NP	asrai
our	PP$	our
colleague	NN	colleague
from	IN	from
Al	NP	Al
jazer	NN	jazer
where	WRB	where
his	PP$	his
entire	JJ	entire
family	NN	family
more	JJR	more
than	IN	than
21	CD	@card@
member	NN	member
of	IN	of
his	PP$	his
family	NN	family
including	VVG	include
his	PP$	his
parents	NNS	parent
and	CC	and
Grandparents	NNS	grandparent
were	VBD	be
killed	VVN	kill
and	CC	and
other	JJ	other
children	NNS	child
and	CC	and
women	NNS	woman
uh	UH	uh
mammad	NP	mammad
Aban	NP	Aban
an	DT	an
audio	JJ	audio
engineer	NN	engineer
who	WP	who
was	VBD	be
was	VBD	be
was	VBD	be
his	PP$	his
family	NN	family
was	VBD	be
targeted	VVN	target
the	DT	the
entire	JJ	entire
family	NN	family
as	IN	as
well	RB	well
and	CC	and
so	RB	so
on	IN	on
it	PP	it
just	JJ	just
it	PP	it
'	''	'
s	NN	S
either	CC	either
the	DT	the
the	DT	the
journalists	NNS	journalist
becoming	VVG	become
the	DT	the
Target	NP	Target
or	CC	or
the	DT	the
family	NN	family
they	PP	they
the	DT	the
target	NN	target
to	TO	to
punish	VV	punish
the	DT	the
journalist	NN	journalist
and	CC	and
to	TO	to
deter	VV	deter
them	PP	them
from	IN	from
uh	UH	uh
from	IN	from
doing	VVG	do
their	PP$	their
job	NN	job
and	CC	and
that	IN/that	that
'	POS	'
s	NNS	s
the	DT	the
war	NN	war
on	IN	on
all	DT	all
level	NN	level
the	DT	the
the	DT	the
level	NN	level
of	IN	of
killing	VVG	kill
the	DT	the
kind	NN	kind
of	IN	of
of	IN	of
of	IN	of
the	DT	the
tragedy	NN	tragedy
created	VVD	create
all	RB	all
to	TO	to
deter	VV	deter
Palestinian	JJ	Palestinian
to	TO	to
their	PP$	their
saying	VVG	say
something	NN	something
anti	JJ	anti
occupation	NN	occupation
or	CC	or
anti	JJ	anti
-	NN	-
war	NN	war
or	CC	or
any	DT	any
of	IN	of
that	DT	that
of	IN	of
that	WDT	that
sort	VVP	sort
just	RB	just
stay	VV	stay
there	RB	there
for	IN	for
a	DT	a
moment	NN	moment
tany	NN	tany
let	VVD	let
me	PP	me
just	JJ	just
uh	UH	uh
let	VV	let
our	PP$	our
viewers	NNS	viewer
understand	VVP	understand
the	DT	the
pictures	NNS	picture
that	IN/that	that
they	PP	they
'	POS	'
re	NN	re
actually	RB	actually
seeing	VVG	see
right	RB	right
now	RB	now
here	RB	here
on	IN	on
Al	NP	Al
jazer	NN	jazer
if	IN	if
you	PP	you
are	VBP	be
joining	VVG	join
us	PP	us
here	IN	here
it	PP	it
'	POS	'
s	NN	S
1325	CD	@card@
GMT	NN	GMT
sorry	JJ	sorry
uh	UH	uh
1025	CD	@card@
GMT	NN	GMT
and	CC	and
the	DT	the
breaking	VVG	break
news	NN	news
that	IN/that	that
we	PP	we
'	''	'
re	IN	re
uh	UH	uh
letting	VVG	let
you	PP	you
know	VVP	know
about	RB	about
is	VBZ	be
that	IN/that	that
the	DT	the
son	NN	son
of	IN	of
wild	JJ	wild
dud	NN	dud
our	PP$	our
bureau	NN	bureau
chief	NN	chief
of	IN	of
Al	NP	Al
jazer	JJ	jazer
uh	UH	uh
in	IN	in
Gaza	NP	Gaza
has	VHZ	have
lost	VVN	lose
his	PP$	his
son	NN	son
due	JJ	due
to	TO	to
an	DT	an
Israeli	JJ	Israeli
uh	UH	uh
shelling	VVG	shell
of	IN	of
the	DT	the
car	NN	car
that	IN/that	that
his	PP$	his
son	NN	son
and	CC	and
at	IN	at
least	JJS	least
two	CD	two
other	JJ	other
journalists	NNS	journalist
were	VBD	be
traveling	VVG	travel
in	IN	in
uh	UH	uh
as	IN	as
they	PP	they
were	VBD	be
uh	UH	uh
reporting	NN	reporting
on	IN	on
a	DT	a
overnight	JJ	overnight
story	NN	story
um	NN	um
within	IN	within
uh	UH	uh
the	DT	the
Gaza	NP	Gaza
strip	VV	strip
uh	UH	uh
wild	RB	wild
wild	JJ	wild
that	DT	that
dude	NN	dude
our	PP$	our
Bureau	NP	Bureau
Chief	NP	Chief
'	POS	'
s	NN	S
family	NN	family
had	VHD	have
also	RB	also
been	VBN	be
targeted	VVN	target
uh	UH	uh
just	RB	just
several	JJ	several
weeks	NNS	week
ago	RB	ago
his	PP$	his
wife	NN	wife
uh	UH	uh
and	CC	and
several	JJ	several
members	NNS	member
of	IN	of
his	PP$	his
close	JJ	close
family	NN	family
had	VHD	have
been	VBN	be
killed	VVN	kill
a	DT	a
huge	JJ	huge
tragedy	NN	tragedy
for	IN	for
him	PP	him
uh	UH	uh
and	CC	and
for	IN	for
the	DT	the
bureau	NN	bureau
the	DT	the
pictures	NNS	picture
that	IN/that	that
you	PP	you
'	''	'
re	IN	re
seeing	VVG	see
there	EX	there
are	VBP	be
of	IN	of
him	PP	him
identifying	VVG	identify
his	PP$	his
son	NN	son
'	POS	'
s	JJ	s
body	NN	body
um	NNS	um
it	PP	it
will	MD	will
be	VB	be
taken	VVN	take
for	IN	for
burial	NN	burial
shortly	RB	shortly
these	DT	these
are	VBP	be
the	DT	the
latest	JJS	late
pictures	NNS	picture
coming	VVG	come
into	IN	into
as	IN	as
I	PP	I
'	POS	'
m	NN	m
sure	RB	sure
you	PP	you
can	MD	can
imagine	VV	imagine
um	VVG	um
it	PP	it
'	POS	'
s	NN	S
always	RB	always
difficult	JJ	difficult
to	TO	to
get	VV	get
live	JJ	live
pictures	NNS	picture
of	IN	of
those	DT	those
sorts	NNS	sort
of	IN	of
incidents	NNS	incident
straight	RB	straight
away	RB	away
we	PP	we
been	VBN	be
speaking	VVG	speak
to	TO	to
hanni	NP	Hanni
Mahmud	NP	Mahmud
our	PP$	our
correspondent	JJ	correspondent
uh	UH	uh
who	WP	who
'	POS	'
s	NN	S
also	RB	also
um	RB	um
been	VBN	be
filling	VVG	fill
Us	PP	us
in	IN	in
on	IN	on
the	DT	the
background	NN	background
uh	UH	uh
to	TO	to
Hamza	NP	Hamza
uh	UH	uh
hann	NP	Hann
'	POS	'
s	NN	S
friend	NN	friend
Wild	NP	Wild
'	POS	'
s	JJ	s
son	NN	son
um	NNS	um
working	VVG	work
for	IN	for
the	DT	the
AFP	NP	AFP
news	NN	news
agency	NN	agency
for	IN	for
those	DT	those
viewers	NNS	viewer
who	WP	who
are	VBP	be
just	RB	just
joining	VVG	join
us	PP	us
hany	NN	hany
could	MD	could
you	PP	you
just	RB	just
let	VVP	let
them	PP	them
know	VVP	know
again	RB	again
why	WRB	why
uh	UH	uh
humza	NN	humza
was	VBD	be
in	IN	in
that	DT	that
car	NN	car
and	CC	and
what	WP	what
was	VBD	be
the	DT	the
story	NN	story
that	IN/that	that
he	PP	he
was	VBD	be
reporting	VVG	report
on	IN	on
yes	RB	yes
we	PP	we
all	RB	all
know	VVP	know
R	NP	R
has	VHZ	have
becoming	VVG	become
increasingly	RB	increasingly
dangerous	JJ	dangerous
and	CC	and
risky	JJ	risky
not	RB	not
not	RB	not
only	RB	only
for	IN	for
for	IN	for
uh	UH	uh
uh	UH	uh
for	IN	for
local	JJ	local
residents	NNS	resident
but	CC	but
but	RB	but
also	RB	also
for	IN	for
displaced	VVN	displace
families	NNS	family
who	WP	who
'	POS	'
ve	RB	ve
been	VBN	be
evacuating	VVG	evacuate
for	IN	for
for	IN	for
the	DT	the
past	JJ	past
few	JJ	few
weeks	NNS	week
coming	VVG	come
all	RB	all
to	TO	to
ra	NNS	ra
is	VBZ	be
becoming	VVG	become
packed	JJ	packed
overcrowded	VVN	overcrowd
with	IN	with
so	RB	so
many	JJ	many
people	NNS	people
asleeping	VVG	asleeping
neither	RB	neither
on	IN	on
the	DT	the
side	NN	side
walk	NN	walk
or	CC	or
in	IN	in
evacuation	NN	evacuation
centers	NNS	center
or	CC	or
in	IN	in
the	DT	the
homeless	NN	homeless
because	IN	because
the	DT	the
area	NN	area
is	VBZ	be
is	VBZ	be
is	VBZ	be
running	VVG	run
out	RP	out
of	IN	of
space	NN	space
and	CC	and
the	DT	the
fact	NN	fact
that	IN/that	that
ra	NNS	ra
designated	VVN	designate
as	IN	as
a	DT	a
safe	JJ	safe
area	NN	area
for	IN	for
people	NNS	people
yet	RB	yet
there	RB	there
really	RB	really
military	JJ	military
conducting	VVG	conduct
these	DT	these
massive	JJ	massive
Relentless	JJ	relentless
air	NN	air
strikes	NNS	strike
and	CC	and
and	CC	and
it	PP	it
'	POS	'
s	RB	s
been	VBN	be
equally	RB	equally
if	IN	if
we	PP	we
compare	VVP	compare
ra	NNS	ra
to	TO	to
other	JJ	other
parts	NNS	part
of	IN	of
the	DT	the
G	NP	G
has	VHZ	have
been	VBN	be
equally	RB	equally
bombed	VVN	bomb
and	CC	and
large	JJ	large
number	NN	number
of	IN	of
people	NNS	people
have	VHP	have
been	VBN	be
killed	VVN	kill
and	CC	and
tragically	RB	tragically
the	DT	the
vast	JJ	vast
majority	NN	majority
of	IN	of
those	DT	those
who	WP	who
are	VBP	be
killed	VVN	kill
happen	RB	happen
to	TO	to
be	VB	be
displaced	VVN	displace
Palestinian	JJ	Palestinian
just	RB	just
summoning	VVG	summon
into	IN	into
uh	UH	uh
the	DT	the
the	DT	the
Israeli	JJ	Israeli
uh	UH	uh
Nar	NP	Nar
native	NN	native
of	IN	of
of	IN	of
safe	JJ	safe
Zone	NP	Zone
just	RB	just
put	VV	put
a	DT	a
a	DT	a
huge	JJ	huge
hole	NN	hole
in	IN	in
it	PP	it
that	IN/that	that
it	PP	it
'	POS	'
s	JJ	s
inaccurate	JJ	inaccurate
it	PP	it
'	''	'
s	NN	S
misleading	VVG	mislead
and	CC	and
and	CC	and
very	RB	very
contradictory	NN	contradictory
to	TO	to
to	TO	to
what	WP	what
'	POS	'
s	JJ	s
going	NN	going
on	IN	on
uh	UH	uh
on	IN	on
the	DT	the
on	IN	on
the	DT	the
ground	NN	ground
but	CC	but
Hamza	NP	Hamza
and	CC	and
his	PP$	his
colleagues	NNS	colleague
were	VBD	be
doing	VVG	do
field	NN	field
work	NN	work
documenting	VVG	document
the	DT	the
the	DT	the
level	NN	level
of	IN	of
Destruction	NN	destruction
that	WDT	that
was	VBD	be
caused	VVN	cause
by	IN	by
an	DT	an
over	IN	over
uh	UH	uh
an	DT	an
overnight	JJ	overnight
air	NN	air
strike	NN	strike
that	WDT	that
targeted	VVD	target
two	CD	two
residential	JJ	residential
homes	NNS	home
on	IN	on
near	IN	near
the	DT	the
road	NN	road
that	WDT	that
connects	VVZ	connect
hanun	NP	hanun
City	NP	City
with	IN	with
with	IN	with
rafan	NN	rafan
it	PP	it
just	RB	just
the	DT	the
every	DT	every
air	NN	air
strike	NN	strike
has	VHZ	have
an	DT	an
aftermath	NN	aftermath
it	PP	it
'	POS	'
s	NN	S
not	RB	not
only	RB	only
causing	VVG	cause
great	JJ	great
deal	NN	deal
of	IN	of
damage	NN	damage
to	TO	to
and	CC	and
destroy	VV	destroy
the	DT	the
targeted	JJ	targeted
home	NN	home
but	CC	but
also	RB	also
it	PP	it
causes	VVZ	cause
severe	JJ	severe
damage	NN	damage
to	TO	to
the	DT	the
surrounding	JJ	surrounding
uh	UH	uh
area	NN	area
if	IN	if
you	PP	you
count	VVP	count
five	CD	five
to	TO	to
seven	CD	seven
residential	JJ	residential
homes	NNS	home
become	VVP	become
un	JJ	un
unlivable	JJ	unlivable
unsuitable	JJ	unsuitable
for	IN	for
people	NNS	people
to	TO	to
to	TO	to
stay	VV	stay
in	IN	in
and	NP	and
and	CC	and
that	WDT	that
'	POS	'
s	NNS	s
the	DT	the
kind	NN	kind
of	IN	of
of	IN	of
of	IN	of
documentation	NN	documentation
that	IN/that	that
we	PP	we
in	IN	in
our	PP$	our
work	NN	work
with	IN	with
trying	VVG	try
to	TO	to
to	TO	to
cover	VV	cover
to	TO	to
see	VV	see
that	IN/that	that
it	PP	it
'	POS	'
s	NN	S
not	RB	not
about	RB	about
just	RB	just
the	DT	the
house	NN	house
but	CC	but
the	DT	the
greater	JJR	great
deal	NN	deal
of	IN	of
damage	NN	damage
to	TO	to
the	DT	the
point	NN	point
that	WDT	that
have	VHP	have
become	VVN	become
increasingly	RB	increasingly
consistent	JJ	consistent
with	IN	with
with	IN	with
the	DT	the
Israeli	JJ	Israeli
Narrative	NN	narrative
of	IN	of
making	VVG	make
Gaza	NP	Gaza
uninhabitable	JJ	uninhabitable
making	NN	making
create	VV	create
conditions	NNS	condition
that	IN/that	that
life	NN	life
becomes	VVZ	become
impossible	JJ	impossible
for	IN	for
people	NNS	people
to	TO	to
even	RB	even
think	VVP	think
back	RB	back
think	VV	think
of	IN	of
going	VVG	go
back	RB	back
or	CC	or
staying	VVG	stay
here	RB	here
uh	UH	uh
when	WRB	when
when	WRB	when
when	WRB	when
the	DT	the
war	NN	war
is	VBZ	be
over	IN	over
all	DT	all
of	IN	of
this	DT	this
part	NN	part
of	IN	of
of	IN	of
of	IN	of
what	WP	what
'	POS	'
s	NNS	s
going	VVG	go
on	IN	on
so	RB	so
they	PP	they
were	VBD	be
they	PP	they
are	VBP	be
do	VVP	do
documenting	VVG	document
these	DT	these
crimes	NNS	crime
and	CC	and
caused	VVN	cause
by	IN	by
the	DT	the
destruction	NN	destruction
more	JJR	more
displacement	NN	displacement
more	JJR	more
people	NNS	people
are	VBP	be
k	NN	k
more	JJR	more
people	NNS	people
under	IN	under
under	IN	under
the	DT	the
rebels	NNS	rebel
when	WRB	when
when	WRB	when
they	PP	they
were	VBD	be
targeted	VVN	target
and	CC	and
their	PP$	their
work	NN	work
put	VVD	put
they	PP	they
put	VVD	put
an	DT	an
end	NN	end
to	TO	to
their	PP$	their
work	NN	work
because	IN	because
that	WDT	that
that	DT	that
kind	NN	kind
of	IN	of
documentation	NN	documentation
that	IN/that	that
for	IN	for
the	DT	the
Israeli	JJ	Israeli
military	JJ	military
shouldn	NN	shouldn
'	''	'
t	NN	t
be	VB	be
on	RB	on
on	IN	on
on	IN	on
TV	NN	TV
shouldn	NN	shouldn
'	''	'
t	NN	t
be	VB	be
uh	UH	uh
going	VVG	go
to	TO	to
Media	NP	Media
because	IN	because
it	PP	it
'	''	'
s	VVG	s
it	PP	it
'	POS	'
s	NN	S
harmful	JJ	harmful
to	TO	to
them	PP	them
it	PP	it
'	POS	'
s	NNS	s
harmful	JJ	harmful
for	IN	for
the	DT	the
narrative	NN	narrative
because	IN	because
soon	RB	soon
enough	JJ	enough
they	PP	they
'	''	'
re	IN	re
losing	VVG	lose
The	DT	the
credibility	NN	credibility
of	IN	of
of	IN	of
the	DT	the
many	JJ	many
allegations	NNS	allegation
that	WDT	that
are	VBP	be
being	VBG	be
thrown	VVN	throw
and	CC	and
and	CC	and
and	CC	and
and	CC	and
they	PP	they
go	VVP	go
un	NNS	un
challenged	VVD	challenge
that	IN/that	that
'	POS	'
s	NNS	s
the	DT	the
problem	NN	problem
honey	NN	honey
do	VVP	do
stay	VV	stay
with	IN	with
us	PP	us
uh	UH	uh
we	PP	we
'	''	'
ll	NN	ll
be	VB	be
back	RB	back
with	IN	with
you	PP	you
shortly	RB	shortly
uh	UH	uh
in	IN	in
Rafa	NP	Rafa
uh	UH	uh
