<video_id>l1lCQV1MHtI</video_id>	NP	<video_id>l1lCQV1MHtI</video_id>
the	DT	the
West	NP	West
Bank	NP	Bank
people	NNS	people
whose	WP$	whose
work	NN	work
is	VBZ	be
worthy	JJ	worthy
of	IN	of
our	PP$	our
following	VVG	follow
you	PP	you
okay	JJ	okay
um	NNS	um
do	VVP	do
you	PP	you
need	VVP	need
another	DT	another
moment	NN	moment
take	VV	take
your	PP$	your
time	NN	time
yeah	RB	yeah
just	RB	just
one	CD	one
sec	NN	sec
take	VVP	take
your	PP$	your
time	NN	time
it's	NNS	it's
so	RB	so
difficult	JJ	difficult
to	TO	to
speak	VV	speak
about	IN	about
journalists	NNS	journalist
here	RB	here
tell	VVP	tell
about	IN	about
it	PP	it
considering	VVG	consider
just	RB	just
the	DT	the
targeting	VVG	target
yeah	RB	yeah
it's	JJ	it's
heartache	NN	heartache
and	CC	and
and	CC	and
as	IN	as
a	DT	a
reporter	NN	reporter
you	PP	you
know	VVP	know
I	PP	I
think	VVP	think
we	PP	we
forget	VVP	forget
that	IN/that	that
these	DT	these
are	VBP	be
our	PP$	our
peers	NNS	peer
and	CC	and
it	PP	it
also	RB	also
you	PP	you
know	VVP	know
we're	NN	we're
not	RB	not
advocating	VVG	advocate
just	RB	just
for	IN	for
the	DT	the
protection	NN	protection
of	IN	of
journalists	NNS	journalist
but	CC	but
as	IN	as
reporters	NNS	reporter
and	CC	and
journalists	NNS	journalist
we're	NN	we're
advocating	VVG	advocate
for	IN	for
ourselves	PP	ourselves
um	VVD	um
to	TO	to
to	TO	to
remain	VV	remain
safe	JJ	safe
but	CC	but
in	IN	in
terms	NNS	term
of	IN	of
coverage	NN	coverage
I	PP	I
think	VVP	think
there	EX	there
are	VBP	be
multiple	JJ	multiple
reporters	NNS	reporter
and	CC	and
news	NN	news
organizations	NNS	organization
that	WDT	that
are	VBP	be
actually	RB	actually
going	VVG	go
against	IN	against
the	DT	the
grain	NN	grain
and	CC	and
going	VVG	go
against	IN	against
the	DT	the
restrictions	NNS	restriction
that	WDT	that
are	VBP	be
being	VBG	be
imposed	VVN	impose
by	IN	by
editorial	JJ	editorial
policies	NNS	policy
abroad	RB	abroad
at	IN	at
least	JJS	least
Al	NP	Al
jazer	NN	jazer
has	VHZ	have
been	VBN	be
doing	VVG	do
incredible	JJ	incredible
coverage	NN	coverage
um	NNS	um
of	IN	of
what's	NNS	what's
been	VBN	be
happening	VVG	happen
all	RB	all
across	IN	across
pales	NNS	pale
not	RB	not
just	RB	just
Les	NP	Les
and	CC	and
the	DT	the
West	NP	West
Bank	NP	Bank
but	CC	but
in	IN	in
its	PP$	its
entire	JJ	entire
context	NN	context
we	PP	we
there	RB	there
are	VBP	be
organizations	NNS	organization
such	JJ	such
as	IN	as
mise	NN	mise
which	WDT	which
has	VHZ	have
also	RB	also
been	VBN	be
reporting	VVG	report
excellent	JJ	excellent
um	NNS	um
imprint	VV	imprint
uh	UH	uh
on	IN	on
the	DT	the
West	NP	West
Bank	NP	Bank
we	PP	we
have	VHP	have
Middle	JJ	middle
East	JJ	East
ey	NN	ey
that	WDT	that
has	VHZ	have
also	RB	also
been	VBN	be
showcasing	VVG	showcase
excellent	JJ	excellent
reporting	NN	reporting
on	IN	on
the	DT	the
West	NP	West
Bank	NP	Bank
as	RB	as
well	RB	well
as	IN	as
highlighting	VVG	highlight
and	CC	and
covering	VVG	cover
the	DT	the
disinformation	NN	disinformation
and	CC	and
mistranslation	NN	mistranslation
that	WDT	that
has	VHZ	have
been	VBN	be
happening	VVG	happen
within	IN	within
International	NP	International
media	NNS	medium
organizations	NNS	organization
but	CC	but
I	PP	I
mean	VVP	mean
in	IN	in
in	IN	in
terms	NNS	term
of	IN	of
individuals	NNS	individual
you	PP	you
can	MD	can
see	VV	see
the	DT	the
works	NNS	work
of	IN	of
people	NNS	people
like	IN	like
fat	JJ	fat
andan	JJ	andan
uh	UH	uh
you	PP	you
can	MD	can
see	VV	see
the	DT	the
works	NNS	work
of	IN	of
Muhammad	NP	Muhammad
although	IN	although
he	PP	he
is	VBZ	be
not	RB	not
here	RB	here
but	CC	but
he	PP	he
is	VBZ	be
able	JJ	able
to	TO	to
amplify	VV	amplify
a	DT	a
lot	NN	lot
of	IN	of
the	DT	the
coverage	NN	coverage
that	WDT	that
is	VBZ	be
being	VBG	be
sent	VVN	send
from	IN	from
local	JJ	local
journalists	NNS	journalist
abroad	RB	abroad
but	CC	but
yeah	RB	yeah
I'm	NN	I'm
sorry	RB	sorry
I	PP	I
don't	VVD	don't
have	VH	have
maybe	RB	maybe
two	CD	two
specific	JJ	specific
names	NNS	name
that's	NN	that's
fine	NN	fine
that's	NNS	that's
fine	JJ	fine
Mariam	NP	Mariam
baruti	NNS	baruti
thank	VVP	thank
you	PP	you
for	IN	for
joining	VVG	join
us	PP	us
today	NN	today
here	RB	here
at	IN	at
the	DT	the
listening	VVG	listen
post	NN	post
thank	VV	thank
you	PP	you
for	IN	for
having	VHG	have
me	PP	me
one	CD	one
final	JJ	final
note	NN	note
now	RB	now
on	IN	on
two	CD	two
Wars	NNS	war
both	CC	both
still	RB	still
ongoing	JJ	ongoing
and	CC	and
the	DT	the
different	JJ	different
way	NN	way
the	DT	the
players	NNS	player
are	VBP	be
portrayed	VVN	portray
in	IN	in
the	DT	the
mainstream	JJ	mainstream
news	NN	news
media	NNS	medium
at	IN	at
the	DT	the
end	NN	end
of	IN	of
2022	CD	@card@
Time	NP	Time
Magazine	NP	Magazine
revealed	VVD	reveal
its	PP$	its
person	NN	person
of	IN	of
the	DT	the
year	NN	year
Ukrainian	JJ	Ukrainian
president	NN	president
volodimir	NP	volodimir
zalinski	NP	zalinski
zalinski	NP	zalinski
has	VHZ	have
been	VBN	be
feted	VVN	fete
in	IN	in
the	DT	the
western	JJ	western
media	NNS	medium
for	IN	for
leading	VVG	lead
the	DT	the
Ukrainian	JJ	Ukrainian
war	NN	war
effort	NN	effort
against	IN	against
Russia	NP	Russia
and	CC	and
its	PP$	its
occupation	NN	occupation
hamas's	NN	hamas's
attacks	NNS	attack
on	IN	on
October	NP	October
7th	JJ	7th
and	CC	and
the	DT	the
resulting	VVG	result
Israeli	NP	Israeli
War	NP	War
on	IN	on
Gaza	NP	Gaza
have	VHP	have
knocked	VVN	knock
Ukraine	NP	Ukraine
out	IN	out
of	IN	of
the	DT	the
headlines	NNS	headline
it's	NNS	it's
the	DT	the
biggest	JJS	big
story	NN	story
on	IN	on
the	DT	the
planet	NN	planet
and	CC	and
Time	NP	Time
Magazine	NP	Magazine
has	VHZ	have
just	RB	just
named	VVN	name
its	PP$	its
person	NN	person
of	IN	of
the	DT	the
year	NN	year
for	IN	for
2023	CD	@card@
Taylor	NP	Taylor
Swift	NP	Swift
a	DT	a
musician	NN	musician
an	DT	an
Entertainer	NN	entertainer
time	NN	time
calls	VVZ	call
itself	PP	itself
a	DT	a
news	NN	news
magazine	NN	magazine
its	PP$	its
choice	NN	choice
of	IN	of
a	DT	a
singer	NN	singer
as	IN	as
its	PP$	its
person	NN	person
of	IN	of
the	DT	the
year	NN	year
at	IN	at
a	DT	a
time	NN	time
like	IN	like
this	DT	this
with	IN	with
the	DT	the
human	JJ	human
Arian	NP	Arian
Stakes	NP	Stakes
so	RB	so
high	JJ	high
is	VBZ	be
as	RB	as
toned	VVN	tone
deaf	JJ	deaf
as	IN	as
they	PP	they
come	VVP	come
we'll	RB	we'll
see	VV	see
you	PP	you
next	JJ	next
time	NN	time
here	RB	here
at	IN	at
the	DT	the
listening	VVG	listen
</doc>	NN	</doc>
