<video_id>i4mP8_z8WzI</video_id>	JJ	<video_id>i4mP8_z8WzI</video_id>
continue	VVP	continue
to	TO	to
conduct	VV	conduct
operations	NNS	operation
and	CC	and
continue	VVP	continue
to	TO	to
strike	VV	strike
uh	UH	uh
religious	JJ	religious
sites	NNS	site
as	RB	as
well	RB	well
as	IN	as
hospitals	NNS	hospital
you'll	NN	you'll
remember	VVP	remember
the	DT	the
the	DT	the
strike	NN	strike
on	IN	on
the	DT	the
Baptist	NP	Baptist
Hospital	NP	Hospital
earlier	RBR	earlier
in	IN	in
the	DT	the
war	NN	war
what	WDT	what
is	VBZ	be
your	PP$	your
reaction	NN	reaction
to	TO	to
these	DT	these
places	NNS	place
being	VBG	be
hidden	VVN	hide
this	DT	this
way	NN	way
I	PP	I
think	VVP	think
one	CD	one
of	IN	of
great	JJ	great
sorrow	NN	sorrow
actually	RB	actually
because	IN	because
indeed	RB	indeed
we	PP	we
have	VHP	have
done	VVN	do
what	WP	what
we	PP	we
needed	VVD	need
to	TO	to
do	VV	do
from	IN	from
day	NN	day
one	CD	one
of	IN	of
the	DT	the
war	VV	war
uh	UH	uh
that	IN/that	that
the	DT	the
coordinates	NNS	coordinate
of	IN	of
all	PDT	all
the	DT	the
the	DT	the
uh	UH	uh
churches	NNS	church
in	IN	in
particular	JJ	particular
but	CC	but
not	RB	not
only	RB	only
churches	VVZ	church
all	PDT	all
the	DT	the
uh	UH	uh
Catholic	JJ	Catholic
and	CC	and
non-catholic	JJ	non-catholic
institutions	NNS	institution
uh	UH	uh
uh	UH	uh
the	DT	the
the	DT	the
coordinates	NNS	coordinate
were	VBD	be
were	VBD	be
provided	VVN	provide
to	TO	to
all	DT	all
parties	VVZ	party
uh	UH	uh
and	CC	and
not	RB	not
only	RB	only
directly	RB	directly
to	TO	to
the	DT	the
Israeli	JJ	Israeli
authorities	NNS	authority
but	CC	but
through	IN	through
the	DT	the
United	NP	United
States	NPS	States
through	IN	through
the	DT	the
Vatican	NP	Vatican
and	CC	and
the	DT	the
holy	JJ	holy
sea	NN	sea
and	CC	and
through	IN	through
various	JJ	various
mediate	VV	mediate
mediators	NNS	mediator
as	RB	as
well	RB	well
so	IN	so
the	DT	the
coordinators	NNS	coordinator
are	VBP	be
well	RB	well
known	VVN	know
in	IN	in
many	JJ	many
ways	NNS	way
and	CC	and
uh	UH	uh
and	CC	and
it's	NNS	it's
very	RB	very
sad	JJ	sad
to	TO	to
see	VV	see
that	IN/that	that
not	RB	not
only	RB	only
Christian	JJ	Christian
institutions	NNS	institution
of	IN	of
course	NN	course
these	DT	these
are	VBP	be
our	PP$	our
institutions	NNS	institution
and	CC	and
and	CC	and
we	PP	we
have	VHP	have
to	TO	to
care	VV	care
for	IN	for
them	PP	them
and	CC	and
and	CC	and
we	PP	we
have	VHP	have
to	TO	to
ensure	VV	ensure
that	IN/that	that
you	PP	you
know	VVP	know
the	DT	the
safety	NN	safety
of	IN	of
the	DT	the
people	NNS	people
that	WDT	that
have	VHP	have
taken	VVN	take
Refuge	NP	Refuge
uh	UH	uh
in	IN	in
our	PP$	our
institutions	NNS	institution
is	VBZ	be
preserved	VVN	preserve
but	RB	but
but	CC	but
the	DT	the
coordinates	NNS	coordinate
are	VBP	be
very	RB	very
well	RB	well
known	VVN	know
I	PP	I
think	VVP	think
all	RB	all
around	RB	around
and	CC	and
it's	NNS	it's
very	RB	very
sad	JJ	sad
really	RB	really
to	TO	to
see	VV	see
that	DT	that
uh	UH	uh
you	PP	you
know	VVP	know
in	IN	in
a	DT	a
particular	JJ	particular
way	NN	way
not	RB	not
only	RB	only
the	DT	the
the	DT	the
the	DT	the
codo	NN	codo
but	CC	but
also	RB	also
the	DT	the
the	DT	the
two	CD	two
women	NNS	woman
that	WDT	that
were	VBD	be
killed	VVN	kill
on	IN	on
the	DT	the
premises	NNS	premise
of	IN	of
the	DT	the
U	NP	U
Holy	NP	Holy
Family	NP	Family
Church	NP	Church
inside	IN	inside
the	DT	the
church	NN	church
compound	NN	compound
additionally	RB	additionally
I	PP	I
think	VVP	think
they	PP	they
strike	VV	strike
to	TO	to
the	DT	the
generator	NN	generator
and	CC	and
the	DT	the
uh	UH	uh
fuel	NN	fuel
tank	NN	tank
right	RB	right
next	JJ	next
to	TO	to
it	PP	it
which	WDT	which
is	VBZ	be
adjacent	JJ	adjacent
to	TO	to
the	DT	the
Children's	NP	Children's
Home	NP	Home
Again	RB	again
60	CD	@card@
handicapped	JJ	handicapped
children	NNS	child
are	VBP	be
in	IN	in
Residence	NN	residence
there	RB	there
as	IN	as
part	NN	part
of	IN	of
the	DT	the
so	RB	so
let	VV	let
me	PP	me
just	RB	just
ask	VVP	ask
you	PP	you
this	DT	this
Sammy	NP	Sammy
if	IN	if
you	PP	you
don't	VVD	don't
mind	VV	mind
when	WRB	when
when	WRB	when
your	PP$	your
organization	NN	organization
sends	VVZ	send
coordinates	NNS	coordinate
to	TO	to
you	PP	you
say	VVP	say
the	DT	the
Israelis	NPS	Israelis
as	RB	as
well	RB	well
as	IN	as
the	DT	the
UN	NP	UN
and	CC	and
even	RB	even
the	DT	the
Americans	NPS	Americans
what	WP	what
kind	NN	kind
of	IN	of
response	NN	response
do	VVP	do
you	PP	you
get	VV	get
if	IN	if
you	PP	you
get	VVP	get
a	DT	a
response	NN	response
resp	NN	resp
at	IN	at
all	DT	all
we	PP	we
do	VVP	do
get	VV	get
a	DT	a
response	NN	response
and	CC	and
the	DT	the
response	NN	response
is	VBZ	be
that	IN/that	that
they	PP	they
are	VBP	be
aware	JJ	aware
and	CC	and
that	WDT	that
is	VBZ	be
given	VVN	give
to	TO	to
the	DT	the
uh	UH	uh
uh	UH	uh
field	NN	field
and	CC	and
that	IN/that	that
every	DT	every
uh	UH	uh
every	DT	every
precaution	NN	precaution
will	MD	will
be	VB	be
taken	VVN	take
not	RB	not
to	TO	to
harm	VV	harm
civilians	NNS	civilian
and	CC	and
and	CC	and
the	DT	the
these	DT	these
institutions	NNS	institution
uh	UH	uh
but	CC	but
this	DT	this
is	VBZ	be
war	NN	war
and	CC	and
War	NP	War
uh	UH	uh
mistakes	NNS	mistake
happen	VVP	happen
and	CC	and
Mis	NP	Mis
judgment	NN	judgment
happens	VVZ	happen
in	IN	in
wars	NNS	war
and	CC	and
this	DT	this
is	VBZ	be
the	DT	the
the	DT	the
response	NN	response
that	IN/that	that
we	PP	we
usually	RB	usually
get	VVP	get
right	RB	right
okay	VV	okay
uh	UH	uh
Frank	NP	Frank
just	RB	just
to	TO	to
pick	VV	pick
up	RP	up
on	IN	on
a	DT	a
point	NN	point
that	IN/that	that
you	PP	you
were	VBD	be
noting	VVG	note
a	DT	a
few	JJ	few
moments	NNS	moment
ago	RB	ago
uh	UH	uh
you	PP	you
were	VBD	be
talking	VVG	talk
about	IN	about
the	DT	the
Christian	JJ	Christian
presence	NN	presence
in	IN	in
fact	NN	fact
in	IN	in
the	DT	the
region	NN	region
and	CC	and
not	RB	not
only	RB	only
in	IN	in
Gaza	NP	Gaza
the	DT	the
Archbishop	NN	archbishop
from	IN	from
the	DT	the
Greek	NP	Greek
Orthodox	NP	Orthodox
Church	NP	Church
in	IN	in
Jerusalem	NP	Jerusalem
back	RB	back
in	IN	in
2021	CD	@card@
he	PP	he
said	VVD	say
that	IN/that	that
the	DT	the
number	NN	number
of	IN	of
Christians	NNS	Christian
immigrating	VVG	immigrate
from	IN	from
the	DT	the
Middle	NP	Middle
East	NP	East
has	VHZ	have
reached	VVN	reach
unprecedented	JJ	unprecedented
levels	NNS	level
and	CC	and
he	PP	he
called	VVD	call
to	TO	to
preserve	VV	preserve
this	DT	this
important	JJ	important
component	NN	component
in	IN	in
the	DT	the
region	NN	region
in	IN	in
your	PP$	your
opinion	NN	opinion
what	WDT	what
does	VVZ	do
The	DT	the
Disappearance	NN	disappearance
of	IN	of
the	DT	the
Christian	JJ	Christian
element	NN	element
or	CC	or
the	DT	the
dwindling	VVG	dwindle
of	IN	of
the	DT	the
Christian	JJ	Christian
element	NN	element
from	IN	from
Palestine	NP	Palestine
mean	VVP	mean
for	IN	for
the	DT	the
country	NN	country
itself	PP	itself
and	CC	and
also	RB	also
for	IN	for
the	DT	the
region	NN	region
well	RB	well
well	RB	well
well	RB	well
I	PP	I
think	VVP	think
that	IN/that	that
um	JJ	um
Israel	NP	Israel
and	CC	and
the	DT	the
the	DT	the
palestinia	NN	palestinia
is	VBZ	be
is	VBZ	be
one	CD	one
of	IN	of
the	DT	the
places	NNS	place
where	WRB	where
people	NNS	people
from	IN	from
the	DT	the
three	CD	three
aritic	JJ	aritic
faith	NN	faith
can	MD	can
prove	VV	prove
that	IN/that	that
they	PP	they
need	VVP	need
one	PP	one
another	DT	another
that	IN/that	that
they	PP	they
can	MD	can
live	VV	live
together	RB	together
with	IN	with
one	CD	one
another	DT	another
so	RB	so
if	IN	if
Christians	NPS	Christian
Muslims	NPS	Muslims
and	CC	and
Jews	NPS	Jews
cannot	MD	can
find	VV	find
a	DT	a
way	NN	way
to	TO	to
live	VV	live
together	RB	together
especially	RB	especially
in	IN	in
in	IN	in
Jerusalem	NP	Jerusalem
and	CC	and
in	IN	in
Bethlehem	NP	Bethlehem
and	CC	and
in	IN	in
nazare	NN	nazare
the	DT	the
place	NN	place
that	WDT	that
is	VBZ	be
so	RB	so
important	JJ	important
for	IN	for
all	DT	all
three	CD	three
uh	UH	uh
monotheistic	JJ	monotheistic
religions	NNS	religion
then	RB	then
well	RB	well
then	RB	then
it	PP	it
it	PP	it
gets	VVZ	get
a	DT	a
bit	NN	bit
hopeless	JJ	hopeless
for	IN	for
the	DT	the
rest	NN	rest
of	IN	of
the	DT	the
world	NN	world
so	IN	so
Israel	NP	Israel
is	VBZ	be
in	IN	in
the	DT	the
focus	NN	focus
point	NN	point
of	IN	of
the	DT	the
international	JJ	international
religious	JJ	religious
attention	NN	attention
always	RB	always
has	VHZ	have
been	VBN	be
and	CC	and
shall	MD	shall
for	IN	for
always	RB	always
be	VB	be
that	DT	that
way	NN	way
and	CC	and
if	IN	if
one	CD	one
of	IN	of
the	DT	the
three	CD	three
would	MD	would
happen	VV	happen
to	TO	to
disappear	VV	disappear
Al	NP	Al
together	RB	together
from	IN	from
from	IN	from
Israel	NP	Israel
or	CC	or
Palestine	NP	Palestine
that	WDT	that
would	MD	would
mean	VV	mean
well	RB	well
that	WDT	that
would	MD	would
suggest	VV	suggest
that	IN/that	that
the	DT	the
only	JJ	only
way	NN	way
that	IN/that	that
the	DT	the
three	CD	three
monistic	JJ	monistic
relationss	NNS	relationss
can	MD	can
work	VV	work
together	RB	together
is	VBZ	be
just	RB	just
one	CD	one
of	IN	of
them	PP	them
disappears	VVZ	disappear
or	CC	or
maybe	RB	maybe
even	RB	even
two	CD	two
of	IN	of
them	PP	them
disappears	VVZ	disappear
and	CC	and
that	WDT	that
would	MD	would
be	VB	be
such	PDT	such
a	DT	a
shame	NN	shame
for	IN	for
not	RB	not
only	JJ	only
uh	UH	uh
abrahamic	JJ	abrahamic
Faith	NP	Faith
but	CC	but
for	IN	for
the	DT	the
for	IN	for
Humanity	NN	humanity
as	IN	as
a	DT	a
whole	NN	whole
we	PP	we
must	MD	must
find	VV	find
a	DT	a
way	NN	way
to	TO	to
work	VV	work
and	CC	and
live	VV	live
together	RB	together
in	IN	in
peace	NN	peace
ream	NN	ream
can	MD	can
you	PP	you
weigh	VV	weigh
in	IN	in
on	IN	on
this	DT	this
in	IN	in
your	PP$	your
opinion	NN	opinion
what	WDT	what
does	VVZ	do
the	DT	the
the	DT	the
dwindling	VVG	dwindle
numbers	NNS	number
of	IN	of
this	DT	this
religious	JJ	religious
group	NN	group
in	IN	in
the	DT	the
region	NN	region
mean	NN	mean
for	IN	for
diversity	NN	diversity
of	IN	of
the	DT	the
region	NN	region
so	IN	so
this	DT	this
means	VVZ	mean
that	IN/that	that
uh	UH	uh
that	IN/that	that
there	EX	there
are	VBP	be
many	JJ	many
political	JJ	political
factors	NNS	factor
mainly	RB	mainly
the	DT	the
occupation	NN	occupation
and	CC	and
the	DT	the
occupation	NN	occupation
policies	NNS	policy
it	PP	it
the	DT	the
that	DT	that
impact	NN	impact
the	DT	the
immigration	NN	immigration
of	IN	of
religious	JJ	religious
and	CC	and
non-religious	JJ	non-religious
groups	NNS	group
and	CC	and
there	EX	there
are	VBP	be
many	JJ	many
Palestinian	JJ	Palestinian
young	JJ	young
people	NNS	people
and	CC	and
including	VVG	include
Muslims	NNS	Muslim
and	CC	and
Christians	NNS	Christian
who	WP	who
uh	UH	uh
search	NN	search
and	CC	and
look	VV	look
for	IN	for
immigration	NN	immigration
from	IN	from
Palestine	NP	Palestine
and	CC	and
from	IN	from
Gaza	NP	Gaza
and	CC	and
from	IN	from
West	NP	West
Bank	NP	Bank
du	NP	du
to	TO	to
the	DT	the
limitation	NN	limitation
due	JJ	due
to	TO	to
the	DT	the
lack	NN	lack
of	IN	of
opportunities	NNS	opportunity
due	JJ	due
to	TO	to
the	DT	the
political	JJ	political
situation	NN	situation
so	IN	so
this	DT	this
mean	NN	mean
means	VVZ	mean
that	DT	that
uh	UH	uh
they	PP	they
are	VBP	be
affected	VVN	affect
of	IN	of
uh	UH	uh
current	JJ	current
and	CC	and
continuous	JJ	continuous
blade	NN	blade
imposed	VVN	impose
in	IN	in
Gaza	NP	Gaza
and	CC	and
in	IN	in
West	NP	West
Bank	NP	Bank
and	CC	and
the	DT	the
Restriction	NN	restriction
this	DT	this
means	VVZ	mean
that	IN/that	that
Palestinian	JJ	Palestinian
young	JJ	young
people	NNS	people
Palestinian	JJ	Palestinian
families	NNS	family
who	WP	who
immigrate	VVP	immigrate
or	CC	or
leaving	VVG	leave
Palestine	NP	Palestine
ER	UH	er
they	PP	they
they	PP	they
are	VBP	be
not	RB	not
interested	JJ	interested
in	IN	in
Immigration	NN	immigration
to	TO	to
other	JJ	other
countries	NNS	country
but	CC	but
they	PP	they
want	VVP	want
to	TO	to
seek	VV	seek
another	DT	another
place	NN	place
where	WRB	where
they	PP	they
could	MD	could
find	VV	find
Better	RBR	well
Living	VVG	live
or	CC	or
better	JJR	good
condition	NN	condition
to	TO	to
live	VV	live
ER	UH	er
this	DT	this
uh	UH	uh
this	DT	this
is	VBZ	be
an	DT	an
indication	NN	indication
for	IN	for
immigration	NN	immigration
different	JJ	different
parts	NNS	part
of	IN	of
the	DT	the
Palestinian	NP	Palestinian
Society	NP	Society
outside	IN	outside
Palestine	NP	Palestine
Sammy	NP	Sammy
LEF	NP	LEF
will	MD	will
you	PP	you
uh	UH	uh
give	VV	give
us	PP	us
the	DT	the
final	JJ	final
word	NN	word
and	CC	and
your	PP$	your
final	JJ	final
thoughts	NNS	thought
on	IN	on
this	DT	this
topic	NN	topic
sure	JJ	sure
I	NP	I
I	PP	I
think	VV	think
uh	UH	uh
the	DT	the
holy	JJ	holy
land	NN	land
will	MD	will
be	VB	be
really	RB	really
a	DT	a
very	RB	very
sad	JJ	sad
place	NN	place
if	IN	if
the	DT	the
Christian	JJ	Christian
presence	NN	presence
uh	UH	uh
disappears	VVZ	disappear
uh	UH	uh
and	CC	and
I	PP	I
would	MD	would
like	VV	like
to	TO	to
concentrate	VV	concentrate
on	IN	on
the	DT	the
value	NN	value
of	IN	of
really	RB	really
the	DT	the
the	DT	the
Christian	JJ	Christian
value	NN	value
set	NN	set
really	RB	really
is	VBZ	be
one	CD	one
of	IN	of
you	PP	you
know	VVP	know
forgiveness	NN	forgiveness
and	CC	and
coexistence	NN	coexistence
and	CC	and
and	CC	and
respect	NN	respect
and	CC	and
love	NN	love
and	CC	and
peace	NN	peace
and	CC	and
and	CC	and
this	DT	this
message	NN	message
really	RB	really
that	RB	that
is	VBZ	be
that	IN/that	that
filters	NNS	filter
through	IN	through
the	DT	the
value	NN	value
set	VVD	set
that	IN/that	that
filters	NNS	filter
through	IN	through
our	PP$	our
institutions	NNS	institution
through	IN	through
the	DT	the
services	NNS	service
of	IN	of
our	PP$	our
institutions	NNS	institution
whether	IN	whether
in	IN	in
education	NN	education
Healthcare	NP	Healthcare
or	CC	or
social	JJ	social
services	NNS	service
that	IN/that	that
message	NN	message
does	VVZ	do
not	RB	not
change	VV	change
during	IN	during
time	NN	time
of	IN	of
War	NP	War
so	RB	so
even	RB	even
at	IN	at
time	NN	time
of	IN	of
war	NN	war
that	IN/that	that
message	NN	message
Remains	NNS	Remain
the	DT	the
Same	JJ	same
and	CC	and
if	IN	if
that	DT	that
message	NN	message
disappears	VVZ	disappear
from	IN	from
the	DT	the
scene	NN	scene
what	WP	what
is	VBZ	be
the	DT	the
other	JJ	other
message	NN	message
that	DT	that
today	NN	today
we	PP	we
hear	VVP	hear
on	IN	on
the	DT	the
streets	NNS	street
you	PP	you
know	VVP	know
one	PP	one
of	IN	of
revenge	NN	revenge
and	CC	and
one	CD	one
of	IN	of
killing	NN	killing
and	CC	and
one	CD	one
of	IN	of
Destruction	NN	destruction
and	CC	and
so	RB	so
on	RB	on
and	CC	and
so	RB	so
forth	RB	forth
so	IN	so
you	PP	you
need	VVP	need
you	PP	you
honestly	RB	honestly
need	VVP	need
that	DT	that
message	NN	message
that	IN/that	that
moderating	VVG	moderate
message	NN	message
really	RB	really
to	TO	to
remain	VV	remain
as	IN	as
part	NN	part
of	IN	of
the	DT	the
Mosaic	JJ	Mosaic
of	IN	of
the	DT	the
Holy	NP	Holy
Land	NP	Land
the	DT	the
holy	JJ	holy
land	NN	land
will	MD	will
be	VB	be
a	DT	a
very	RB	very
very	RB	very
sad	JJ	sad
place	NN	place
if	IN	if
this	DT	this
Christian	JJ	Christian
presence	NN	presence
disappears	VVZ	disappear
and	CC	and
I	PP	I
hope	VVP	hope
really	RB	really
that	RB	that
that	IN/that	that
that	DT	that
presence	NN	presence
really	RB	really
is	VBZ	be
translated	VVN	translate
into	IN	into
stronger	JJR	strong
institutions	NNS	institution
of	IN	of
the	DT	the
various	JJ	various
churches	NNS	church
that	WDT	that
are	VBP	be
providing	VVG	provide
these	DT	these
Services	NPS	Services
once	IN	once
this	DT	this
war	NN	war
is	VBZ	be
over	IN	over
the	DT	the
day	NN	day
after	IN	after
I	PP	I
would	MD	would
like	VV	like
to	TO	to
see	VV	see
a	DT	a
stronger	JJR	strong
Christian	JJ	Christian
presence	NN	presence
in	IN	in
the	DT	the
Holy	NP	Holy
Land	NP	Land
rather	RB	rather
than	IN	than
a	DT	a
diminish	VVP	diminish
presence	NN	presence
okay	JJ	okay
on	IN	on
that	DT	that
note	NN	note
we'll	NN	we'll
leave	VVP	leave
it	PP	it
there	RB	there
thank	VVP	thank
you	PP	you
so	RB	so
much	RB	much
for	IN	for
joining	VVG	join
usam	NN	usam
jaar	NN	jaar
thank	VV	thank
you	PP	you
Frank	NP	Frank
Boseman	NP	Boseman
we	PP	we
appreciate	VVP	appreciate
your	PP$	your
time	NN	time
and	CC	and
Sammy	NP	Sammy
elusive	JJ	elusive
thanks	NNS	thanks
very	RB	very
much	JJ	much
thanks	NNS	thanks
for	IN	for
watching	VVG	watch
you	PP	you
can	MD	can
see	VV	see
the	DT	the
program	NN	program
again	RB	again
anytime	RB	anytime
by	IN	by
visiting	VVG	visit
our	PP$	our
website	NN	website
al.com	NN	al.com
for	IN	for
further	JJR	further
discussion	NN	discussion
you	PP	you
can	MD	can
go	VV	go
to	TO	to
our	PP$	our
Facebook	NP	Facebook
page	NN	page
that's	NNS	that's
facebook.com	NN	facebook.com
insidestory	NN	insidestory
you	PP	you
can	MD	can
join	VV	join
the	DT	the
conversation	NN	conversation
on	IN	on
X	NN	X
our	PP$	our
handle	NN	handle
is	VBZ	be
AJ	NP	AJ
inside	JJ	inside
story	NN	story
from	IN	from
myself	PP	myself
and	CC	and
the	DT	the
whole	JJ	whole
team	NN	team
here	RB	here
in	IN	in
delha	NN	delha
thanks	NNS	thanks
for	IN	for
watching	VVG	watch
by	IN	by
byebye	NN	byebye
for	IN	for
[Music]	NN	[Music]
now	RB	now
</doc>	JJ	</doc>
