<video_id>_7obt0vDi30</video_id>	JJ	<video_id>_7obt0vDi30</video_id>
equipment	NN	equipment
the	DT	the
lack	NN	lack
of	IN	of
a	DT	a
proper	JJ	proper
Machinery	NP	Machinery
uh	UH	uh
they	PP	they
also	RB	also
in	IN	in
terms	NNS	term
of	IN	of
Human	NP	Human
Resources	NP	Resources
it	PP	it
has	VHZ	have
been	VBN	be
quite	RB	quite
difficult	JJ	difficult
uh	UH	uh
for	IN	for
them	PP	them
they	PP	they
lost	VVD	lose
many	JJ	many
of	IN	of
the	DT	the
Civil	JJ	civil
defensive	JJ	defensive
crew	NN	crew
members	NNS	member
they	PP	they
resorted	VVD	resort
into	IN	into
volunteering	VVG	volunteer
system	NN	system
and	CC	and
that	IN/that	that
as	RB	as
well	RB	well
is	VBZ	be
experiencing	VVG	experience
extreme	JJ	extreme
shortage	NN	shortage
right	NN	right
now	RB	now
just	RB	just
given	VVN	give
how	WRB	how
difficult	JJ	difficult
it	PP	it
is	VBZ	be
uh	UH	uh
they're	NN	they're
still	VV	still
uh	UH	uh
performing	VVG	perform
uh	UH	uh
a	DT	a
across	IN	across
STP	NP	STP
trying	VVG	try
to	TO	to
be	VB	be
at	IN	at
every	DT	every
targeted	JJ	targeted
site	NN	site
at	IN	at
the	DT	the
best	JJS	good
of	IN	of
their	PP$	their
capacity	NN	capacity
but	CC	but
there	EX	there
is	VBZ	be
a	DT	a
a	DT	a
a	DT	a
a	DT	a
need	VVP	need
a	DT	a
necessary	JJ	necessary
need	NN	need
for	IN	for
help	NN	help
and	CC	and
support	NN	support
for	IN	for
the	DT	the
civil	JJ	civil
defense	NN	defense
uh	UH	uh
uh	UH	uh
Department	NP	Department
Civil	NP	Civil
Defense	NP	Defense
crew	NN	crew
members	NNS	member
on	IN	on
the	DT	the
ground	NN	ground
in	IN	in
order	NN	order
to	TO	to
continue	VV	continue
performing	VVG	perform
uh	UH	uh
the	DT	the
lack	NN	lack
of	IN	of
fuel	NN	fuel
right	NN	right
now	RB	now
is	VBZ	be
on	RB	on
top	JJ	top
of	IN	of
the	DT	the
lack	NN	lack
of	IN	of
Machinery	NP	Machinery
equipment	NN	equipment
is	VBZ	be
affecting	VVG	affect
also	RB	also
the	DT	the
level	NN	level
of	IN	of
response	NN	response
and	CC	and
the	DT	the
their	PP$	their
ability	NN	ability
to	TO	to
move	VV	move
from	IN	from
from	IN	from
one	CD	one
place	NN	place
to	TO	to
another	DT	another
and	CC	and
to	TO	to
respond	VV	respond
quickly	RB	quickly
to	TO	to
targeted	VVN	target
sites	NNS	site
yeah	RB	yeah
and	CC	and
I	PP	I
and	CC	and
I'll	NP	I'll
repeat	VV	repeat
what	WP	what
they	PP	they
said	VVD	say
that	IN/that	that
they	PP	they
do	VVP	do
this	DT	this
at	IN	at
extreme	JJ	extreme
danger	NN	danger
to	TO	to
themselves	PP	themselves
39	CD	@card@
civil	JJ	civil
defense	NN	defense
Personnel	NNS	Personnel
have	VHP	have
been	VBN	be
killed	VVN	kill
since	IN	since
the	DT	the
beginning	NN	beginning
of	IN	of
the	DT	the
war	NN	war
hany	NN	hany
Mahmud	NP	Mahmud
thank	VVP	thank
you	PP	you
again	RB	again
for	IN	for
your	PP$	your
reporting	NN	reporting
from	IN	from
darlala	NNS	darlala
make	VVP	make
sure	JJ	sure
to	TO	to
subscribe	VV	subscribe
to	TO	to
our	PP$	our
channel	NN	channel
to	TO	to
get	VV	get
the	DT	the
latest	JJS	late
news	NN	news
from	IN	from
Al	NP	Al
jazer	NN	jazer
</doc>	NN	</doc>
