yet	RB	yet
Ciro	NP	Ciro
are	VBP	be
they	PP	they
well	RB	well
actually	RB	actually
well	RB	well
let	VV	let
'	''	'
s	NNS	s
hear	VVP	hear
let	VV	let
'	''	'
s	NNS	s
hear	VVP	hear
h	NN	h
on	IN	on
this	DT	this
I	NP	I
I	PP	I
think	VVP	think
the	DT	the
you	PP	you
know	VVP	know
the	DT	the
talks	NNS	talk
have	VHP	have
been	VBN	be
going	VVG	go
on	RP	on
for	IN	for
so	RB	so
long	JJ	long
James	NP	James
that	IN/that	that
everything	NN	everything
is	VBZ	be
kind	NN	kind
of	IN	of
blending	VVG	blend
into	IN	into
itself	PP	itself
and	CC	and
such	JJ	such
as	IN	as
the	DT	the
lack	NN	lack
of	IN	of
movement	NN	movement
that	IN/that	that
with	IN	with
every	DT	every
round	NN	round
of	IN	of
talks	NNS	talk
we	PP	we
get	VVP	get
a	DT	a
new	JJ	new
proposed	VVN	propose
peace	NN	peace
plan	NN	plan
and	CC	and
and	NP	and
and	CC	and
Dan	NP	Dan
is	VBZ	be
not	RB	not
necessarily	RB	necessarily
incorrect	JJ	incorrect
about	IN	about
what	WP	what
has	VHZ	have
been	VBN	be
suggested	VVN	suggest
and	CC	and
what	WP	what
has	VHZ	have
been	VBN	be
thrown	VVN	throw
at	IN	at
at	IN	at
a	DT	a
collection	NN	collection
of	IN	of
the	DT	the
regional	JJ	regional
uh	UH	uh
partners	NNS	partner
and	CC	and
states	NNS	state
I	PP	I
think	VVP	think
it	PP	it
'	''	'
s	NN	S
um	NNS	um
it	PP	it
is	VBZ	be
uh	UH	uh
it	PP	it
is	VBZ	be
perceived	VVN	perceive
certainly	RB	certainly
as	IN	as
incredibly	RB	incredibly
demeaning	VVG	demean
and	CC	and
condescending	VVG	condescend
to	TO	to
have	VH	have
the	DT	the
United	NP	United
States	NPS	States
and	CC	and
Israel	NP	Israel
concoct	VVP	concoct
plans	NNS	plan
shop	VV	shop
them	PP	them
to	TO	to
Arab	JJ	Arab
leaders	NNS	leader
and	CC	and
tell	VV	tell
them	PP	them
that	IN/that	that
these	DT	these
are	VBP	be
the	DT	the
only	JJ	only
options	NNS	option
at	IN	at
their	PP$	their
disposal	NN	disposal
that	WDT	that
is	VBZ	be
certainly	RB	certainly
how	WRB	how
the	DT	the
Public	NP	Public
'	POS	'
s	NNS	s
perceive	VVP	perceive
them	PP	them
whether	IN	whether
or	CC	or
not	RB	not
leaders	NNS	leader
uh	UH	uh
from	IN	from
from	IN	from
as	RB	as
far	RB	far
as	IN	as
you	PP	you
know	VVP	know
from	IN	from
from	IN	from
Egypt	NP	Egypt
across	IN	across
to	TO	to
the	DT	the
UAE	NNS	UAE
want	VVP	want
to	TO	to
entertain	VV	entertain
those	DT	those
that	WDT	that
will	MD	will
be	VB	be
their	PP$	their
own	JJ	own
uh	UH	uh
prerogative	NN	prerogative
and	CC	and
they	PP	they
will	MD	will
face	VV	face
and	CC	and
they	PP	they
are	VBP	be
facing	VVG	face
their	PP$	their
own	JJ	own
forms	NNS	form
of	IN	of
accountability	NN	accountability
and	CC	and
challenges	NNS	challenge
domestically	RB	domestically
at	IN	at
home	NN	home
however	RB	however
the	DT	the
the	DT	the
primary	NN	primary
the	DT	the
primary	JJ	primary
purpose	NN	purpose
of	IN	of
why	WRB	why
all	DT	all
of	IN	of
this	DT	this
begins	VVZ	begin
to	TO	to
blend	VV	blend
in	IN	in
is	VBZ	be
because	IN	because
there	EX	there
is	VBZ	be
real	JJ	real
um	JJ	um
acknowledgement	NN	acknowledgement
at	IN	at
least	JJS	least
I	PP	I
think	VVP	think
that	IN/that	that
there	EX	there
cannot	MD	can
be	VB	be
a	DT	a
ceas	NNS	ceas
fire	NN	fire
Arrangement	NN	arrangement
until	IN	until
there	EX	there
is	VBZ	be
or	CC	or
at	IN	at
least	JJS	least
in	IN	in
terms	NNS	term
of	IN	of
the	DT	the
permanent	JJ	permanent
ceasefire	NN	ceasefire
Arrangement	NN	arrangement
until	IN	until
there	EX	there
is	VBZ	be
some	DT	some
kind	NN	kind
of	IN	of
uh	UH	uh
resolution	NN	resolution
on	IN	on
the	DT	the
question	NN	question
of	IN	of
the	DT	the
day	NN	day
after	RB	after
and	CC	and
what	WP	what
that	RB	that
looks	VVZ	look
like	IN	like
and	CC	and
there	EX	there
is	VBZ	be
a	DT	a
fundamental	JJ	fundamental
refusal	NN	refusal
and	CC	and
a	DT	a
fervent	JJ	fervent
Arab	JJ	Arab
public	JJ	public
refusal	NN	refusal
to	TO	to
see	VV	see
Israel	NP	Israel
militarily	RB	militarily
occupy	VV	occupy
uh	UH	uh
indefinitely	RB	indefinitely
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
and	CC	and
uh	UH	uh
either	CC	either
condemn	VV	condemn
Palestinians	NNS	Palestinian
to	TO	to
uninhabitable	JJ	uninhabitable
conditions	NNS	condition
and	CC	and
unlivable	JJ	unlivable
conditions	NNS	condition
that	IN/that	that
nobody	NN	nobody
would	MD	would
wish	VV	wish
upon	IN	upon
themselves	PP	themselves
in	IN	in
Raf	NP	Raf
in	IN	in
kanun	NN	kanun
for	IN	for
those	DT	those
who	WP	who
remain	VVP	remain
in	IN	in
GDA	NP	GDA
City	NP	City
and	CC	and
other	JJ	other
parts	NNS	part
or	CC	or
offer	VV	offer
them	PP	them
this	DT	this
long	RB	long
held	VVN	hold
belief	NN	belief
that	IN/that	that
any	DT	any
other	JJ	other
Arab	JJ	Arab
Nation	NN	nation
can	MD	can
simply	RB	simply
take	VV	take
them	PP	them
and	CC	and
should	MD	should
take	VV	take
them	PP	them
and	CC	and
this	DT	this
constant	JJ	constant
push	NN	push
pull	NN	pull
over	IN	over
the	DT	the
Sinai	NP	Sinai
border	NN	border
or	CC	or
other	JJ	other
parts	NNS	part
of	IN	of
the	DT	the
region	NN	region
that	WDT	that
can	MD	can
or	CC	or
should	MD	should
and	CC	and
beyond	IN	beyond
that	IN/that	that
who	WP	who
governs	VVZ	govern
Gaza	NP	Gaza
how	WRB	how
is	VBZ	be
Gaza	NP	Gaza
governed	VVN	govern
is	VBZ	be
inherently	RB	inherently
a	DT	a
part	NN	part
of	IN	of
these	DT	these
ceasefire	NN	ceasefire
talks	VVZ	talk
these	DT	these
ideas	NNS	idea
about	IN	about
Arab	JJ	Arab
multinational	JJ	multinational
forces	NNS	force
and	CC	and
stuff	VVP	stuff
you	PP	you
know	VVP	know
we	PP	we
know	VVP	know
that	IN/that	that
these	DT	these
are	VBP	be
serious	JJ	serious
ious	JJ	ious
plans	NNS	plan
being	VBG	be
taken	VVN	take
very	RB	very
seriously	RB	seriously
by	IN	by
the	DT	the
Americans	NPS	Americans
they	PP	they
were	VBD	be
shocked	VVN	shock
part	NN	part
of	IN	of
the	DT	the
reason	NN	reason
blinkin	NN	blinkin
was	VBD	be
across	IN	across
the	DT	the
region	NN	region
uh	UH	uh
just	RB	just
uh	UH	uh
10	CD	@card@
days	NNS	day
ago	RB	ago
two	CD	two
weeks	NNS	week
ago	RB	ago
was	VBD	be
to	TO	to
shop	VV	shop
this	DT	this
exact	JJ	exact
plan	NN	plan
to	TO	to
the	DT	the
Arab	JJ	Arab
State	NP	State
leaders	NNS	leader
uh	UH	uh
the	DT	the
Egyptians	NNS	Egyptian
the	DT	the
jordanians	NNS	Jordanian
the	DT	the
Saudis	NP	Saudis
and	CC	and
the	DT	the
qataris	NN	qataris
and	CC	and
the	DT	the
emiratis	NN	emiratis
who	WP	who
were	VBD	be
all	RB	all
in	IN	in
Cairo	NP	Cairo
or	CC	or
maybe	RB	maybe
the	DT	the
kataris	NN	kataris
weren	NN	weren
'	POS	'
t	NN	t
I	PP	I
can	MD	can
'	''	'
t	NN	t
remember	VVP	remember
but	CC	but
uh	UH	uh
but	CC	but
the	DT	the
point	NN	point
being	NN	being
is	VBZ	be
that	IN/that	that
there	EX	there
is	VBZ	be
this	DT	this
unrealistic	JJ	unrealistic
expectation	NN	expectation
or	CC	or
unrealistic	JJ	unrealistic
uh	UH	uh
understanding	NN	understanding
of	IN	of
how	WRB	how
this	DT	this
conflict	NN	conflict
is	VBZ	be
playing	VVG	play
out	RP	out
in	IN	in
the	DT	the
region	NN	region
not	RB	not
just	RB	just
Visa	NP	Visa
gazans	NNS	Gazan
themselves	PP	themselves
but	CC	but
looking	VVG	look
further	RBR	further
Beyond	IN	beyond
to	TO	to
occupied	JJ	occupied
East	NP	East
Jerusalem	NP	Jerusalem
to	TO	to
occupied	JJ	occupied
West	NP	West
Bank	NP	Bank
the	DT	the
continuing	JJ	continuing
dispossession	NN	dispossession
I	PP	I
think	VVP	think
Dan	NP	Dan
is	VBZ	be
mistaken	VVN	mistake
to	TO	to
say	VV	say
that	IN/that	that
this	DT	this
is	VBZ	be
merely	RB	merely
a	DT	a
uh	UH	uh
a	DT	a
question	NN	question
about	IN	about
Hamas	NP	Hamas
and	CC	and
a	DT	a
question	NN	question
about	IN	about
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
there	RB	there
is	VBZ	be
a	DT	a
wider	JJR	wide
opportunism	NN	opportunism
at	IN	at
play	NN	play
regarding	VVG	regard
annexation	NN	annexation
and	CC	and
regarding	VVG	regard
occupation	NN	occupation
that	WDT	that
is	VBZ	be
continuing	VVG	continue
such	JJ	such
that	IN/that	that
b	LS	b
uh	UH	uh
netan	NN	netan
and	CC	and
his	PP$	his
allies	NNS	ally
would	MD	would
like	VV	like
to	TO	to
wait	VV	wait
this	DT	this
out	RP	out
as	IN	as
long	RB	long
as	RB	as
possible	JJ	possible
I	PP	I
think	VVP	think
the	DT	the
only	JJ	only
uh	UH	uh
shift	NN	shift
in	IN	in
this	DT	this
discourse	NN	discourse
and	CC	and
dynamic	NN	dynamic
will	MD	will
come	VV	come
dependent	JJ	dependent
on	IN	on
what	WP	what
the	DT	the
Iranian	JJ	Iranian
response	NN	response
is	VBZ	be
to	TO	to
the	DT	the
bombing	NN	bombing
of	IN	of
their	PP$	their
Embassy	NP	Embassy
in	IN	in
Damascus	NP	Damascus
a	DT	a
few	JJ	few
days	NNS	day
ago	RB	ago
and	CC	and
it	PP	it
'	POS	'
s	RB	s
been	VBN	be
made	VVN	make
uh	UH	uh
certainly	RB	certainly
from	IN	from
what	WP	what
we	PP	we
understand	VVP	understand
clear	JJ	clear
that	IN/that	that
the	DT	the
Iranians	NNS	Iranian
will	MD	will
strike	VV	strike
and	CC	and
will	MD	will
strike	VV	strike
in	IN	in
retaliation	NN	retaliation
and	CC	and
the	DT	the
Americans	NPS	Americans
seem	VVP	seem
to	TO	to
be	VB	be
wanting	VVG	want
to	TO	to
take	VV	take
a	DT	a
step	NN	step
back	RB	back
and	CC	and
uh	UH	uh
and	CC	and
avoid	VV	avoid
any	DT	any
direct	VV	direct
us	PP	us
Iran	NP	Iran
confront	VV	confront
ation	NN	ation
now	RB	now
whether	IN	whether
the	DT	the
broader	JJR	broad
risks	NNS	risk
of	IN	of
of	IN	of
regional	JJ	regional
configration	NN	configration
things	NNS	thing
we	PP	we
'	POS	'
ve	NN	ve
talked	VVD	talk
about	IN	about
James	NP	James
for	IN	for
over	IN	over
a	DT	a
year	NN	year
sorry	RB	sorry
for	IN	for
over	IN	over
six	CD	six
months	NNS	month
in	IN	in
terms	NNS	term
of	IN	of
the	DT	the
risks	VVZ	risk
uh	UH	uh
of	IN	of
this	DT	this
roding	NN	roding
out	RP	out
into	IN	into
a	DT	a
wider	JJR	wide
Regional	NP	Regional
confrontation	NN	confrontation
now	RB	now
seek	VV	seek
to	TO	to
become	VV	become
reality	NN	reality
or	CC	or
now	RB	now
start	VV	start
to	TO	to
be	VB	be
put	VVN	put
into	IN	into
motion	NN	motion
and	CC	and
that	DT	that
slows	VVZ	slow
down	RP	down
the	DT	the
military	JJ	military
effort	NN	effort
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
and	CC	and
gives	VVZ	give
us	PP	us
a	DT	a
de	FW	de
facto	FW	facto
uh	UH	uh
lessening	VVG	lessen
of	IN	of
the	DT	the
uh	UH	uh
of	IN	of
the	DT	the
conflict	VV	conflict
uh	UH	uh
dynamic	JJ	dynamic
but	CC	but
nevertheless	RB	nevertheless
increased	VVN	increase
urgency	NN	urgency
on	IN	on
the	DT	the
humanitarian	JJ	humanitarian
landscape	NN	landscape
is	VBZ	be
one	CD	one
possible	JJ	possible
scenario	NN	scenario
that	WDT	that
would	MD	would
allow	VV	allow
a	DT	a
delay	NN	delay
of	IN	of
ceasefire	NN	ceasefire
talks	NNS	talk
or	CC	or
would	MD	would
encourage	VV	encourage
maybe	RB	maybe
the	DT	the
Israelis	NPS	Israelis
and	CC	and
even	RB	even
Hamas	JJ	Hamas
to	TO	to
delay	VV	delay
such	JJ	such
talks	NNS	talk
as	IN	as
they	PP	they
beyond	IN	beyond
the	DT	the
region	NN	region
if	IN	if
I	PP	I
can	MD	can
bring	VV	bring
you	PP	you
in	IN	in
to	TO	to
comment	VV	comment
on	IN	on
the	DT	the
developments	NNS	development
of	IN	of
the	DT	the
last	JJ	last
couple	NN	couple
of	IN	of
days	NNS	day
we	PP	we
'	POS	'
re	NN	re
told	VVD	tell
there	EX	there
was	VBD	be
a	DT	a
very	RB	very
tense	JJ	tense
phone	NN	phone
call	NN	call
between	IN	between
Biden	NP	Biden
and	CC	and
Netanyahu	NP	Netanyahu
where	WRB	where
he	PP	he
put	VVD	put
real	JJ	real
pressure	NN	pressure
um	NNS	um
on	IN	on
the	DT	the
Israeli	JJ	Israeli
leader	NN	leader
also	RB	also
you	PP	you
'	POS	'
ve	NN	ve
got	VVD	get
these	DT	these
promises	NNS	promise
from	IN	from
the	DT	the
Israelis	NNS	Israeli
that	IN/that	that
they	PP	they
'	POS	'
re	NN	re
going	VVG	go
to	TO	to
reopen	VV	reopen
The	DT	the
era	NN	era
'	POS	'
s	NN	S
Crossing	VVG	cross
they	PP	they
'	POS	'
re	NN	re
going	VVG	go
to	TO	to
have	VH	have
a	DT	a
temporary	JJ	temporary
use	NN	use
of	IN	of
the	DT	the
port	NN	port
in	IN	in
ashdod	NN	ashdod
how	WRB	how
are	VBP	be
these	DT	these
seen	VVN	see
as	IN	as
Palestinian	NP	Palestinian
by	IN	by
Palestinians	NPS	Palestinians
and	CC	and
are	VBP	be
they	PP	they
seen	VVN	see
as	IN	as
related	VVN	relate
in	IN	in
any	DT	any
way	NN	way
to	TO	to
these	DT	these
Cairo	NP	Cairo
talks	NNS	talk
I	PP	I
mean	VVP	mean
diplomats	NNS	diplomat
talk	VV	talk
about	IN	about
confidence	NN	confidence
building	NN	building
measures	NNS	measure
but	CC	but
m	NN	m
in	IN	in
my	PP$	my
experience	NN	experience
Israel	NP	Israel
prefers	VVZ	prefer
to	TO	to
use	VV	use
sticks	NNS	stick
rather	RB	rather
than	IN	than
carrots	NNS	carrot
yes	RB	yes
but	CC	but
it	PP	it
'	POS	'
s	NN	S
also	RB	also
Israel	NP	Israel
that	WDT	that
is	VBZ	be
now	RB	now
starting	VVG	start
to	TO	to
see	VV	see
carrots	NNS	carrot
and	CC	and
sticks	NNS	stick
by	IN	by
the	DT	the
rest	NN	rest
of	IN	of
the	DT	the
world	NN	world
uh	UH	uh
two	CD	two
days	NNS	day
ago	RB	ago
only	RB	only
the	DT	the
Human	NP	Human
Rights	NPS	Rights
Council	NP	Council
uh	UH	uh
in	IN	in
Geneva	NP	Geneva
the	DT	the
United	NP	United
Nations	NPS	Nations
Human	NP	Human
Rights	NPS	Rights
Council	NP	Council
uh	UH	uh
issued	VVD	issue
a	DT	a
resolution	NN	resolution
calling	VVG	call
for	IN	for
states	NNS	state
to	TO	to
uh	UH	uh
not	RB	not
to	TO	to
export	VV	export
arms	NNS	arm
and	CC	and
weapons	NNS	weapon
to	TO	to
Israel	NP	Israel
and	CC	and
this	DT	this
is	VBZ	be
very	RB	very
important	JJ	important
they	PP	they
also	RB	also
created	VVD	create
a	DT	a
mechanism	NN	mechanism
to	TO	to
see	VV	see
who	WP	who
is	VBZ	be
exporting	VVG	export
weapons	NNS	weapon
to	TO	to
Israel	NP	Israel
this	DT	this
is	VBZ	be
also	RB	also
following	VVG	follow
the	DT	the
findings	NNS	finding
of	IN	of
the	DT	the
international	JJ	international
court	NN	court
of	IN	of
justice	NN	justice
looking	VVG	look
at	IN	at
Israel	NP	Israel
as	IN	as
a	DT	a
state	NN	state
that	WDT	that
is	VBZ	be
plausibly	RB	plausibly
conducting	VVG	conduct
genocide	NN	genocide
side	NN	side
in	IN	in
addition	NN	addition
to	TO	to
all	DT	all
the	DT	the
other	JJ	other
evidence	NN	evidence
that	IN/that	that
we	PP	we
have	VHP	have
we	PP	we
have	VHP	have
a	DT	a
very	RB	very
active	JJ	active
legal	JJ	legal
work	NN	work
not	RB	not
only	RB	only
against	IN	against
Israel	NP	Israel
but	CC	but
also	RB	also
against	IN	against
countries	NNS	country
that	WDT	that
are	VBP	be
complicit	JJ	complicit
with	IN	with
Israel	NP	Israel
in	IN	in
the	DT	the
next	JJ	next
few	JJ	few
days	NNS	day
you	PP	you
will	VVP	will
we	PP	we
will	MD	will
all	RB	all
witness	VV	witness
the	DT	the
Nicaragua	NP	Nicaragua
versus	CC	versus
Germany	NP	Germany
case	NN	case
in	IN	in
the	DT	the
international	JJ	international
court	NN	court
of	IN	of
justice	NN	justice
which	WDT	which
actually	RB	actually
blames	VVZ	blame
Germany	NP	Germany
for	IN	for
exporting	VVG	export
weapons	NNS	weapon
to	TO	to
Israel	NP	Israel
while	IN	while
Israel	NP	Israel
is	VBZ	be
conducting	VVG	conduct
genocide	NN	genocide
this	DT	this
is	VBZ	be
actually	RB	actually
a	DT	a
lot	NN	lot
of	IN	of
pressure	NN	pressure
not	RB	not
only	RB	only
on	IN	on
Israel	NP	Israel
but	CC	but
also	RB	also
on	IN	on
the	DT	the
United	NP	United
States	NPS	States
and	CC	and
on	IN	on
all	PDT	all
the	DT	the
countries	NNS	country
that	WDT	that
have	VHP	have
been	VBN	be
complicit	JJ	complicit
in	IN	in
the	DT	the
Israeli	JJ	Israeli
genocide	NN	genocide
in	IN	in
the	DT	the
Gaza	NP	Gaza
Strip	NP	Strip
so	IN	so
this	DT	this
is	VBZ	be
very	RB	very
significant	JJ	significant
in	IN	in
my	PP$	my
opinion	NN	opinion
it	PP	it
does	VVZ	do
apply	VV	apply
pressure	NN	pressure
not	RB	not
only	RB	only
on	IN	on
Israel	NP	Israel
but	CC	but
also	RB	also
on	IN	on
the	DT	the
countries	NNS	country
that	WDT	that
are	VBP	be
supporting	VVG	support
Israel	NP	Israel
and	CC	and
this	DT	this
means	VVZ	mean
that	IN/that	that
they	PP	they
will	MD	will
apply	VV	apply
their	PP$	their
own	JJ	own
pressure	NN	pressure
on	IN	on
Israel	NP	Israel
now	RB	now
you	PP	you
can	MD	can
see	VV	see
there	EX	there
are	VBP	be
several	JJ	several
parliaments	NNS	parliament
around	IN	around
the	DT	the
world	NN	world
that	WDT	that
are	VBP	be
calling	VVG	call
their	PP$	their
states	NNS	state
to	TO	to
stop	VV	stop
sending	VVG	send
weapons	NNS	weapon
to	TO	to
Israel	NP	Israel
let	VV	let
me	PP	me
just	RB	just
bring	VVP	bring
in	IN	in
Dan	NP	Dan
towards	IN	towards
the	DT	the
end	NN	end
of	IN	of
our	PP$	our
discussion	NN	discussion
now	RB	now
Dan	NP	Dan
on	IN	on
the	DT	the
Press	NP	Press
pressure	NN	pressure
on	IN	on
Israel	NP	Israel
because	IN	because
on	IN	on
prime	JJ	prime
minister	NN	minister
Netanyahu	NN	Netanyahu
there	RB	there
'	POS	'
s	JJ	s
internal	JJ	internal
pressure	NN	pressure
as	IN	as
well	RB	well
huge	JJ	huge
protests	NNS	protest
taking	VVG	take
place	NN	place
um	NNS	um
across	IN	across
Israeli	JJ	Israeli
cities	NNS	city
particularly	RB	particularly
in	IN	in
Tel	NP	Tel
Aviv	NP	Aviv
and	CC	and
the	DT	the
body	NN	body
recovered	VVD	recover
of	IN	of
one	CD	one
of	IN	of
those	DT	those
that	WDT	that
was	VBD	be
being	VBG	be
held	VVN	hold
uh	UH	uh
in	IN	in
Gaza	NP	Gaza
how	WRB	how
much	JJ	much
pressure	NN	pressure
is	VBZ	be
the	DT	the
Israeli	JJ	Israeli
Prime	NP	Prime
Minister	NP	Minister
under	IN	under
and	CC	and
do	VVP	do
you	PP	you
think	VVP	think
that	IN/that	that
in	IN	in
any	DT	any
way	NN	way
plays	VVZ	play
into	IN	into
the	DT	the
talks	NNS	talk
in	IN	in
Cairo	NP	Cairo
pressure	NN	pressure
on	IN	on
him	PP	him
is	VBZ	be
really	RB	really
uh	UH	uh
from	IN	from
public	JJ	public
opinion	NN	opinion
that	WDT	that
might	MD	might
at	IN	at
some	DT	some
point	NN	point
reach	VV	reach
the	DT	the
break	NN	break
point	NN	point
with	IN	with
his	PP$	his
Coalition	NP	Coalition
that	WDT	that
could	MD	could
happen	VV	happen
he	PP	he
'	POS	'
s	NN	S
generally	RB	generally
unpopular	JJ	unpopular
he	PP	he
was	VBD	be
unpopular	JJ	unpopular
before	IN	before
October	NP	October
7th	JJ	7th
because	IN	because
of	IN	of
his	PP$	his
effort	NN	effort
to	TO	to
putine	VV	putine
the	DT	the
country	NN	country
but	CC	but
I	PP	I
think	VVP	think
mon	VV	mon
you	PP	you
'	POS	'
re	NN	re
sort	NN	sort
of	IN	of
looking	VVG	look
at	IN	at
the	DT	the
wrong	JJ	wrong
tree	NN	tree
if	IN	if
not	RB	not
marking	VVG	mark
up	RP	up
the	DT	the
wrong	JJ	wrong
tree	VV	tree
uh	UH	uh
the	DT	the
icj	NN	icj
is	VBZ	be
highly	RB	highly
political	JJ	political
and	CC	and
has	VHZ	have
no	DT	no
enforcement	NN	enforcement
mechanism	NN	mechanism
they	PP	they
can	MD	can
say	VV	say
what	WP	what
they	PP	they
want	VVP	want
this	DT	this
is	VBZ	be
not	RB	not
a	DT	a
genocide	NN	genocide
the	DT	the
Human	NP	Human
Rights	NPS	Rights
Council	NP	Council
of	IN	of
of	IN	of
the	DT	the
United	NP	United
Nations	NPS	Nations
is	VBZ	be
a	DT	a
bit	NN	bit
of	IN	of
a	DT	a
joke	NN	joke
generally	RB	generally
run	VVN	run
by	IN	by
dictatorships	NNS	dictatorship
that	DT	that
don	NN	don
'	POS	'
t	NN	t
respect	NN	respect
human	JJ	human
rights	NNS	right
no	DT	no
one	CD	one
pays	VVZ	pay
attention	NN	attention
the	DT	the
real	JJ	real
pressure	NN	pressure
points	NNS	point
on	IN	on
Israel	NP	Israel
are	VBP	be
something	NN	something
you	PP	you
alluded	VVD	allude
to	TO	to
at	IN	at
the	DT	the
end	NN	end
which	WDT	which
is	VBZ	be
Canada	NP	Canada
uh	UH	uh
effectively	RB	effectively
uh	UH	uh
slapping	NN	slapping
arms	NNS	arm
embargo	NN	embargo
talk	NN	talk
of	IN	of
such	PDT	such
a	DT	a
thing	NN	thing
by	IN	by
some	DT	some
people	NNS	people
in	IN	in
uh	UH	uh
in	IN	in
uh	UH	uh
Britain	NP	Britain
and	CC	and
particularly	RB	particularly
the	DT	the
letter	NN	letter
by	IN	by
36	CD	@card@
Senators	NNS	senator
this	DT	this
week	NN	week
calling	NN	calling
on	IN	on
uh	UH	uh
Biden	NP	Biden
to	TO	to
put	VV	put
the	DT	the
squeeze	NN	squeeze
on	IN	on
nanyu	NNS	nanyu
which	WDT	which
he	PP	he
did	VVD	do
but	CC	but
it	PP	it
won	VVD	win
'	''	'
t	NN	t
go	VV	go
the	DT	the
way	NN	way
that	IN/that	that
my	PP$	my
panelists	NNS	panelist
are	VBP	be
talking	VVG	talk
about	IN	about
what	WP	what
Biden	NP	Biden
uh	UH	uh
and	CC	and
the	DT	the
West	NP	West
want	VV	want
uh	UH	uh
is	VBZ	be
for	IN	for
nanahu	NN	nanahu
to	TO	to
say	VV	say
yes	UH	yes
to	TO	to
the	DT	the
deal	NN	deal
that	IN/that	that
by	IN	by
the	DT	the
way	NN	way
H	NN	H
was	VBD	be
not	RB	not
concocted	VVN	concoct
by	IN	by
Israel	NP	Israel
the	DT	the
us	PP	us
because	IN	because
Israel	NP	Israel
opposes	VVZ	oppose
it	PP	it
but	CC	but
by	IN	by
the	DT	the
US	NP	US
in	IN	in
the	DT	the
west	NN	west
and	CC	and
that	DT	that
deal	NN	deal
might	MD	might
create	VV	create
real	JJ	real
pressure	NN	pressure
on	IN	on
Israel	NP	Israel
if	IN	if
Israeli	NP	Israeli
Society	NP	Society
sees	VVZ	see
that	IN/that	that
any	DT	any
offing	NN	offing
uh	UH	uh
is	VBZ	be
this	DT	this
Grand	NP	Grand
Design	NN	design
that	WDT	that
includes	VVZ	include
peace	NN	peace
with	IN	with
Saudi	NP	Saudi
Arabia	NP	Arabia
then	RB	then
the	DT	the
pressure	NN	pressure
on	IN	on
Netanyahu	NP	Netanyahu
to	TO	to
succumb	VV	succumb
to	TO	to
hamas	NNS	hamas
'	POS	'
s	NN	S
terms	NNS	term
might	MD	might
become	VV	become
irresistible	JJ	irresistible
but	CC	but
even	RB	even
then	RB	then
I	PP	I
doubt	VVP	doubt
it	PP	it
and	CC	and
in	IN	in
any	DT	any
negotiation	NN	negotiation
you	PP	you
have	VHP	have
to	TO	to
know	VV	know
it	PP	it
'	POS	'
s	NN	S
important	JJ	important
to	TO	to
the	DT	the
other	JJ	other
side	NN	side
you	PP	you
want	VVP	want
to	TO	to
convince	VV	convince
Israel	NP	Israel
of	IN	of
anything	NN	anything
you	PP	you
have	VHP	have
to	TO	to
know	VV	know
what	WP	what
'	POS	'
s	NN	S
important	JJ	important
to	TO	to
them	PP	them
now	RB	now
Netanyahu	NP	Netanyahu
is	VBZ	be
nahu	NN	nahu
and	CC	and
he	PP	he
is	VBZ	be
a	DT	a
global	JJ	global
historic	JJ	historic
Singularity	NN	singularity
but	CC	but
to	TO	to
the	DT	the
people	NNS	people
of	IN	of
Israel	NP	Israel
there	EX	there
'	''	'
s	NNS	s
pretty	RB	pretty
much	JJ	much
consensus	NN	consensus
that	IN/that	that
they	PP	they
cannot	MD	can
have	VH	have
Hamas	NNS	Hamas
in	IN	in
charge	NN	charge
in	IN	in
Gaza	NP	Gaza
anymore	RB	anymore
because	IN	because
Hamas	JJ	Hamas
spokesman	NN	spokesman
go	VV	go
on	IN	on
Arab	JJ	Arab
television	NN	television
and	CC	and
say	VVP	say
we	PP	we
'	''	'
re	IN	re
going	VVG	go
to	TO	to
do	VV	do
October	NP	October
7th	JJ	7th
again	RB	again
and	CC	and
again	RB	again
and	CC	and
again	RB	again
it	PP	it
ended	VVD	end
the	DT	the
discussion	NN	discussion
so	IN	so
Israel	NP	Israel
needs	VVZ	need
to	TO	to
know	VV	know
that	IN/that	that
Hamas	NP	Hamas
will	MD	will
be	VB	be
replaced	VVN	replace
by	IN	by
the	DT	the
PA	NN	pa
n	NN	n
may	MD	may
not	RB	not
want	VV	want
this	DT	this
but	CC	but
that	IN/that	that
'	POS	'
s	VVG	s
what	WP	what
'	POS	'
s	NNS	s
going	VVG	go
to	TO	to
happen	VV	happen
anyway	RB	anyway
if	IN	if
it	PP	it
is	VBZ	be
if	IN	if
there	RB	there
a	DT	a
structure	NN	structure
is	VBZ	be
created	VVN	create
to	TO	to
enable	VV	enable
that	IN/that	that
so	RB	so
honestly	RB	honestly
if	IN	if
I	PP	I
was	VBD	be
katar	NN	katar
and	CC	and
EGP	NN	EGP
eypt	NNS	eypt
and	CC	and
any	DT	any
Arab	JJ	Arab
of	IN	of
good	JJ	good
faith	NN	faith
and	CC	and
any	DT	any
human	JJ	human
being	NN	being
of	IN	of
good	JJ	good
faith	NN	faith
I	PP	I
would	MD	would
be	VB	be
maximally	RB	maximally
pressuring	VVG	pressure
