file_name,video_id,publish_date,total_word_count,killed.VVN.,killed.VVN.subject,murdered.VVN.,displaced.VVN.,hurt.VVN.,heard.VVN.,displaced.VVN.subject,murdered.VVN.subject,heard.VVN.subject
israel-hamas cease-fire talks continue in cairo  dw news_output.json,r3DVBUEeNHI,20240213,1886,1,journalists,0,0,0,0,,,
israel-hamas cease-fire talks drag on without breakthrough  dw news_output.json,ZpUdpIVQUes,20240411,729,1,who,0,0,0,0,,,
israel-hamas has the war in gaza entered a new phase  dw news_output.json,pHzWANTg5Do,20231103,2330,4,people people Palestinians people,0,0,0,0,,,
israel-hamas war diplomatic efforts continue for gaza ceasefire  dw news_output.json,mkZQLqyctbE,20240131,813,1,Palestinians,0,0,0,0,,,
israel-hamas war gaza reports many dead in hospital strike  dw news_output.json,C1YxYTzxNaM,20231017,901,2,500 people,0,1,0,0,people,,
israel-hamas war hundreds more foreign citizens leave gaza  dw news_output.json,vUW-bjI_fYE,20231102,1393,1,Palestinians,0,0,0,0,,,
israel-hamas war latest idf troops target gaza city underground tunnels  dw news_output.json,v5nJUm_S2XE,20231108,1750,0,,0,0,0,0,,,
israel-hamas war people in gaza endure israeli attacks as they wait for aid  dw news_output.json,PqR1IFz5da8,20231020,2680,1,Palestinians,0,0,0,0,,,
israel-hamas war strikes continue as palestinian death toll mounts  dw news_output.json,2UsWYOySpaE,20231203,1729,0,,0,1,0,0,many,,
"israel-hamas war truce extended, hamas releases fifth group of hostages  dw news_output.json",DqjYVpFDT7A,20231130,2856,4,hostages woman might Strip,0,0,0,0,,,
israel-hamas war two us hostages released by hamas  dw news_output.json,5XBKuPfL38U,20231020,665,0,,0,0,0,0,,,
israel-hamas war us vetoes resulotion for gaza cease-fire  dw news_output.json,80x3D2cyMkM,20240220,1649,1,civilians,0,0,0,0,,,
israel-hamas war what is israel's political objective in gaza  dw news_output.json,nq_qFO-laps,20231203,1189,0,,0,1,0,0,people,,
israel-hamas war what to expect in 2024  dw news_output.json,TWe4WD7gRmg,20240101,1760,0,,0,0,0,0,,,
israel-hezbollah cross-border strikes how to avoid all-out war  dw news_output.json,Kw3kJexNRos,20240825,2073,0,,0,0,0,0,,,
israeli activists stage protest at unrwa offices  dw news_output.json,2L5baeKhENc,20240320,756,0,,0,0,0,0,,,
israeli airstrike hits mosque compound in west bank refugee camp  dw news_output.json,p9RQUDqsMN8,20231023,232,2,people people,0,0,0,0,,,
israeli airstrike kills three sons of hamas chief ismail haniyeh  dw news_output.json,XSu9tUFY9ug,20240411,801,1,people,0,0,0,0,,,
israeli airstrike on vehicle in occupied west bank kills a hamas commander  dw news_output.json,upFEpXLRaSY,20240803,1276,2,Han may,0,0,0,0,,,
israeli airstrikes that killed seven aid workers in gaza deemed 'unacceptable'  dw news_output.json,PG5vWrMHrRc,20240403,954,0,,0,0,0,0,,,
israeli ambassador to dw 'this war is not against the palestinian people'  dw news_output.json,o7HRmNkuaI4,20231018,1419,0,,0,0,0,0,,,
israeli army says it has encircled khan younis  dw news_output.json,lpClW9FQ9uY,20240125,1064,2,people have,0,0,0,0,,,
israeli calls for political change get louder  dw news_output.json,QGFQjevHvC8,20240212,448,0,,1,0,0,0,,it,
israeli court shuts down nationwide labor strike  dw news_output.json,Cu5AvAvE8dA,20240902,1306,2,hostages Palestinians,0,0,0,0,,,
israeli ex-intelligence chief we see only our narrative_output.json,,,3612,0,,0,0,0,0,,,
israeli ex-pm olmert hamas is the enemy of all moderate arab countries  dw news_output.json,XbdJHMjdV4Q,20231121,1824,1,shifa,0,0,0,0,,,
israeli forces announce plan to advance towards rafah  dw news_output.json,CqSC6JnaNhU,20240202,912,1,that,0,0,0,0,,,
israeli forces battle hamas inside khan younis  dw analysis_output.json,sRCqSM0ZpUg,20231207,2089,1,workers,0,0,0,0,,,
israeli forces rescue two hostages during rafah raid  dw news_output.json,locxUq3-x2M,20240213,1711,1,Palestinians,0,0,0,0,,,
israeli forces storm main hospital in southern gaza  dw news_output.json,5KS_pq4oJck,20240215,1026,1,claim,0,0,0,0,,,
israeli forces take control of the rafah border crossing as cease-fire efforts continue  dw news_output.json,sdO-kRVF-dQ,20240507,979,0,,0,1,0,0,are,,
israeli human rights organization palestinian detainees 'systematically tortured' in israel's jails_output.json,ZxGvUolnjXs,20240814,2144,0,,0,0,0,0,,,
israeli jets strike houthi targets in yemen after drone attack on tel aviv  dw news_output.json,HeuTMhYHFxA,20240720,501,2,people citizen,0,0,0,0,,,
israeli military 'waiting for green light'  dw news_output.json,LP9WHVfho9U,20231015,2719,1,people,0,0,0,0,,,
israeli military confirms flooding of hamas tunnels in gaza  dw news_output.json,a65xh3gPLg8,20240131,847,0,,0,0,0,0,,,
israeli military intelligence chief haliva resigns over hamas october 7 attacks  dw news_output.json,_mwyv8krjMM,20240422,1540,2,people people,0,0,0,0,,,
israeli military intensifies airstrikes and ground assault on khan younis  dw news_output.json,VQokZPdMp58,20231211,1070,1,may,0,1,0,0,family,,
israeli military rescues four hostages in gaza  dw news_output.json,ZGhRoMhsPfU,20240608,1181,2,people people,0,0,0,0,,,
israeli military says it has 'completely encircled' gaza city  dw news_output.json,lBk-ZPUzZl0,20231103,2239,4,soldiers people who people,0,0,0,0,,,
israeli military's deadliest day in gaza war  dw news_output.json,NYBO4GEcpY0,20240123,1729,2,soldiers reservists,0,0,0,0,,,
"israeli military, netanyahu government at odds over 'tactical pauses'  dw news_output.json",RkphW70WucI,20240617,1968,3,Palestinians soldiers Palestinians,0,0,0,0,,,
israeli military’s top legal official defends israeli actions after rafah strike  dw news_output.json,6XfAbXE-nFA,20240527,69,0,,0,0,0,0,,,
israeli minister quits coalition after netanyahu doesn't include him in war cabinet  dw news_output.json,lNpe1MvCJl4,20240325,664,0,,0,0,0,0,,,
israeli opposition calls for strike to force government to reach hostage deal  dw news_output.json,jNsv89je2JM,20240901,1062,1,hostages,2,0,0,0,,they loved,
israeli pm netanyahu and german chancellor scholz hold press conference in tel aviv  dw news_output.json,e6MS8EaJDxM,20231017,2488,0,,0,0,0,0,,,
israeli police clash with angry anti-netanyahu protesters  dw news_output.json,SvVHDhNDalY,20240211,1060,0,,0,0,0,0,,,
israeli police clash with anti-government protesters in tel aviv  dw news_output.json,C1LODQglFEQ,20240128,778,0,,0,0,0,0,,,
israeli prime minister benjamin netanyahu visits washington amid strained relations  dw news_output.json,VXmKyFXSS4s,20240723,1415,1,people,0,0,0,0,,,
israeli protesters block aid to gaza as starvation looms  dw news_output.json,CKY0yf31QlM,20240219,1267,0,,0,0,0,0,,,
"israeli raids al-shifa hospital, warns gazans to evacuate  dw news_output.json",c-YtlSWKQJc,20240318,948,1,people,0,0,0,0,,,
israeli raids have freed 3 hostages in 4 months is the war working  dw news_output.json,Bxm9eB43iVc,20240212,2219,1,Palestinians,0,1,0,0,whom,,
israeli recounts phone call with her sons as hamas captured them  dw news_output.json,WWf_FqsjuA0,20231023,1356,0,,0,0,0,0,,,
israeli strike kills senior hamas ally in lebanon  dw news_output.json,bNRMb1tpq_8,20240622,883,0,,0,0,0,0,,,
israeli strikes on gaza continue as peace talks stall  dw news_output.json,80SFN3DZ2Kw,20240822,1233,0,,0,0,0,0,,,
israeli survivor ‘we have a long journey to go_output.json,,,253,0,,0,0,0,0,,,
israeli troops recover bodies of six hostages in gaza tunnel  dw news_output.json,DEoIZ6uDhrQ,20240901,609,2,hostages they,0,0,0,0,,,
israeli troops strap man to hood of jeep during west bank raid  dw news_output.json,JbpenBgUILE,20240623,1345,1,people,0,0,0,0,,,
israeli war cabinet discusses the response to iran attack  dw news_output.json,hLRR5D0WvYQ,20240416,2317,0,,0,0,0,0,,,
israeli war cabinet to discuss iran attack response  dw news_output.json,uVPwFm-rK_U,20240417,2472,0,,0,0,0,0,,,
israel’s military onslaught on rafah continues despite icj ruling to halt operation  dw news_output.json,n5TujA-LViY,20240525,756,0,,0,0,0,0,,,
jenin airstrike and violence – is the war spreading into the west bank  dw news_output.json,rjeqtF6s3cI,20231022,1701,2,people people,0,0,0,0,,,
josep borrell eu must choose between rule of law and israel  dw news_output.json,NTOnawy4FNE,20240526,435,0,,0,0,0,0,,,
leaders at islamic-arab summit demand end to israeli military operations in gaza  dw news_output.json,aqHVk3EMpXU,20231112,702,0,,0,0,0,0,,,
lebanese fear being dragged into hamas-israel conflict  dw news_output.json,BshOoXXUgDs,20231103,909,0,,0,0,0,0,,,
live german foreign minister annalena baerbock in israel  dw news_output.json,Ew7YhPYTKW4,20231020,10154,1,who,0,0,0,0,,,
live icj delivers opinion on israel's policies in the occupied palestinian territory  dw news_output.json,dgTDZEsiy3M,20240719,10558,0,,0,0,0,0,,,
live icj to rule in gaza genocide case  dw news_output.json,YFRNQ1tFPfc,20240126,5613,2,Palestinians thousands,0,0,0,0,,,
live israel presents evidence at icj for why it hasn't committed genocide in gaza  dw news_output.json,GzeK0HziiZw,20240517,9017,3,terrorists victims had,0,0,0,0,,,
live israel's president herzog speaks at the world economic forum 2024  dw news_output.json,0Pl2HpuR81E,20240118,5855,0,,0,0,0,1,,,case
live israeli prime minister netanyahu addresses us congress  dw news_output.json,3Ak8sDGZv9o,20240724,4867,3,they he civilians,0,0,0,0,,,
live south africa asks top un court to stop israel's rafah offensive  dw news_output.json,sz0O7_Ex2Po,20240516,14637,7,children Gaza 000 have civilians Palestinians Medics,0,1,0,0,population,,
live un briefing on humanitarian situation in gaza  dw news_output.json,l6UlYAfkQlU,20231103,14127,7,ukrainians people Palestinians who have they Palestinians,0,1,0,0,whom,,
Live UN Security Council addresses Palestinian question as calls for cease-fire remain.ar_output.json,Pf7epFRpcUg,20231024,12167,0,,0,0,0,0,,,
live un security council addresses palestinian question as calls for cease-fire remain_output.json,Pf7epFRpcUg,20231024,12167,0,,0,0,0,0,,,
live un security council debates the situation in the middle east  dw news_output.json,AlzmA9PSWpk,20240425,17109,1,workers,0,0,0,0,,,
live un security council gathers to possibly vote on gaza cease-fire resolution  dw news_output.json,_DQtpglNubE,20231222,5340,0,,0,0,0,0,,,
live un security council on situation in the middle east  dw news_output.json,Dx1nkJpyRs0,20231221,14478,2,people who,0,1,0,0,Millions,,
live un security council to vote on gaza resolution  dw news_output.json,CILMjZdqMrY,20231020,14567,6,that Palestinians hundreds Palestinians people have,0,1,0,0,people,,
live un security council to vote on israel-hamas war draft resolution  dw news_output.json,2_GcBAql0Lk,20240220,14902,3,Palestinians who will,0,1,0,0,Israel,,
live un security council to vote on us draft resolution on gaza  dw news_output.json,yveXJyV6s30,20240322,10741,2,they persons,0,1,0,0,who,,
"live us house lawmakers debate and vote on aid packages for israel, ukraine and taiwan  dw news_output.json",24l_ez-mEJI,20240420,27332,3,Palestinians people Americans,2,1,0,0,people,who who,
live us secretary of state blinken holds press conference  dw news_output.json,1TDvt7cOilk,20231104,2498,0,,0,0,0,0,,,
luis moreno ocampo calls icj's decision on cease-fire 'smart'  dw news_output.json,HQOPt5Z9MLg,20240126,2022,0,,0,0,0,0,,,
man rips mic out of greta thunberg's hand at climate rally  dw #shorts #gaza #climatechange_output.json,o0T-ZwstVbI,20231113,30,0,,0,0,0,0,,,
"mass polio vaccination campaign begins to immunize over 600,000 children in gaza  dw news_output.json",KfCdSTfZ52Q,20240831,819,0,,0,0,0,0,,,
medical supplies and fuel running out in gaza  dw news_output.json,O-WRsAahY24,20231117,4251,2,she she,0,0,0,0,,,
"medicine deliveries for hostages arrive in gaza, but hamas leaders demand new conditions  dw news_output.json",vr83ODWJa8M,20240118,896,0,,0,1,0,0,them,,
middle east analyst the october 7 attack made criticizing israel much more difficult  dw news_output.json,dupqb6Jz0-A,20231113,2521,1,Gynecology,0,1,0,0,Palestinians,,
middle east war fears grow after hamas leader killed  dw news_output.json,uMpkqPjO8_U,20240805,1038,0,,0,0,0,0,,,
militant group hamas names military commander yahya sinwar as new political leader  dw news_output.json,yHZLRHqlHqg,20240807,583,1,who,0,0,0,0,,,
more hostages released what role should europe play in peace negotiations  dw news_output.json,fjGmthl9jcA,20231128,2783,0,,0,0,0,0,,,
"more than 100 people killed in gaza city waiting for aid, hamas-run health ministry says  dw news_output.json",6PIlRdmGHwE,20240229,567,2,people people,0,0,0,0,,,
"more than a million palestinians ordered to leave rafah, where can they go  dw news_output.json",gpotCgz69ZM,20240210,1523,1,Palestinians,0,0,0,0,,,
mounting evidence paints clearer picture of sexual violence during hamas terror attacks  dw news_output.json,eDe_aCgXkdg,20231207,2498,1,know,1,0,0,0,,victims,
negotiators aim for a six-week cease-fire and release of remaining israeli hostages  dw news_output.json,zLmreKz-KvU,20240815,1281,1,Palestinians,0,0,0,0,,,
"negotiators from hamas, qatar and the us have been holding talks aimed at securing a truce  dw news_output.json",nfq8eALmnvo,20240304,901,0,,0,0,0,0,,,
"netanyahu 'gaps' remain in negotiations for hostage release, cease-fire  dw news_output.json",Ttr1eDj8Jng,20240129,704,0,,0,0,0,0,,,
netanyahu 'israeli needs security control over all territory west of the jordan river'  dw news_output.json,RgdFOIiRpr0,20240119,700,0,,0,0,0,0,,,
netanyahu claims rafah 'last bastion' of hamas  dw news_output.json,wMZaObPq9Wo,20240211,929,0,,0,0,0,0,,,
netanyahu defends israel's conduct in war against hamas to congress  dw analysis_output.json,lPVqomC80VA,20240725,4464,0,,0,0,0,0,,,
netanyahu forms emergency unity government with opposition i dw news_output.json,B9ClG6Mo2Cs,20231012,2413,1,terrorists,0,0,0,0,,,
netanyahu insists again that israel won't give up control of gaza-egypt border  dw news_output.json,V3DsKWBP1l8,20240904,714,0,,0,0,0,0,,,
netanyahu israel will enter rafah regardless of a cease-fire deal with hamas  dw news_output.json,pOLcUkTwIfU,20240430,2593,0,,0,1,0,0,that,,
netanyahu rejects calls for resignation  dw news_output.json,gDqH0Cd6Mlo,20240401,1210,0,,0,0,0,0,,,
"netanyahu rejects hamas' hostage release conditions as gaza death toll exceeds 25,000  dw news_output.json",DydkqzJDy3Q,20240121,574,1,who,0,0,0,0,,,
netanyahu rules out cease-fire as hamas leader visits egypt  dw news_output.json,-e8fkwng56M,20231221,1599,1,ephrat,0,0,0,0,,,
netanyahu rules out cease-fire unless hostages freed  dw news_output.json,r8JaTJF0pLM,20231103,3596,2,people that,0,0,0,0,,,
netanyahu says cease-fire in gaza would be 'surrender to hamas'  dw news_output.json,hNw_co97tEE,20231030,1309,0,,0,0,0,0,,,
netanyahu says israel to wind down war in gaza to focus on lebanon  dw news_output.json,B2zcfvETBIw,20240624,692,0,,0,1,0,0,there,,
netanyahu says war to last 'many more months' as gazans face famine  dw news_output.json,R4WUtac5NTs,20231231,873,0,,0,0,0,0,,,
netanyahu strikes on gaza are only the beginning  dw news_output.json,rIeGLAoiOSw,20231014,3301,1,ago,0,1,0,0,who,,
"netanyahu under pressure amid mass protests, labor strike over hostages  dw news_output.json",GK_X1kjAuDM,20240902,21,0,,0,0,0,0,,,
netanyahu vows to invade rafah with or without a truce  dw news_output.json,8av4nTx27o0,20240505,1089,0,,0,0,0,0,,,
netanyahu ‘intense phase’ of military operations in gaza drawing to a close  dw news_output.json,SFnEyHuq2_Q,20240624,2299,0,,0,0,0,0,,,
netanyhau says he won’t give up on ‘elimination of hamas’  dw news_output.json,Y9IRBU44UOo,20240604,590,0,,0,0,0,0,,,
no access and no protection is the truth getting out of gaza  dw news_output.json,iqYrBfL8EVc,20231102,1511,2,are journalists,0,0,0,0,,,
no clear post-war plan for gaza as israel ramps up its ground offensive  dw news_output.json,3gOewqYeXK0,20240513,2566,0,,0,0,0,0,,,
no end to civilian suffering as gaza fighting intensifies  dw news_output.json,-i_SaSg-hPg,20240519,857,0,,0,0,0,0,,,
"only two-state solution will bring peace, says swedish fm  conflict zone_output.json",IKETzTQimwI,20231025,4784,0,,0,0,0,0,,,
open arms relief vessel expected to leave cyprus  dw news_output.json,8_RWto93dRU,20240310,788,0,,0,0,0,0,,,
oslo accords laid groundwork for two-state solution  dw news_output.json,3-Ztp8GIAQc,20231027,1751,0,,0,0,0,0,,,
"palestinian economy on verge of collapse, according to world bank  dw news_output.json",hWf6kD_5ncw,20240711,1203,0,,0,0,0,0,,,
palestinian envoy to dw 'we condemn' all civilian killings  dw news_output.json,67h4MwBRJBE,20231017,2006,2,have have,0,0,0,0,,,
palestinians in israel fear oppression in the wake of october 7  dw news_output.json,7vJqNDB_SUs,20240124,1301,0,,0,0,0,0,,,
palestinians in rafah fear for their safety as israli military operation looms  dw news_output.json,WKLyHMQhnm0,20240214,1097,0,,0,0,0,0,,,
parts of gaza at risk of famine according to world food program  dw news_output.json,77xSTrdVD-g,20240123,756,1,Palestinians,0,0,0,0,,,
pauses in the fighting can they relieve civilian suffering in gaza  dw news_output.json,qKSWeOgnk3I,20231110,1061,0,,0,0,0,0,,,
peace activists protect gaza-bound aid convoys from attacks by israeli extremists  dw news_output.json,P0A2sGtC6IM,20240523,1505,0,,0,0,0,0,,,
"plans for rafah offensive strain us-israeli relations, talks now rescheduled  dw news_output.json",Vio1nmrm6_o,20240328,1772,0,,0,0,0,0,,,
police report 65 officers injured at unauthorized pro-palestinian demonstrations  dw news_output.json,XucIVKzSzVU,20231020,670,0,,1,0,0,0,,Jews,
polio vaccine for 1 million people delivered to gaza  dw news_output.json,42lmdVCYudQ,20240827,959,0,,0,0,0,0,,,
polls growing support for hamas as israeli army kills palestinian in west bank raid  dw news_output.json,w0pwkbA0js4,20231228,1646,0,,0,0,0,0,,,
pressure mounts on israeli government over gaza war  dw news_output.json,eh1bKkN7MRg,20240121,2107,2,family people,2,0,0,0,,that granddaughter,
pro-palestinian rallies held in cities worldwide  dw news_output.json,56jNbNk5trA,20231016,1025,1,civilians,0,0,0,0,,,
protesters against arms delivery to israel target us military ship  dw #shorts #israel #weapons_output.json,VoRSrUvMXCU,20231104,58,0,,0,0,0,0,,,
protesters call out netanyahu over hostage deaths but would he strike a deal with hamas  dw news_output.json,TVrvGM1PonU,20240902,1475,3,they hostages they,0,0,0,0,,,
putin in the middle east what is the focus of his visit to the uae and saudi arabia  dw_output.json,opWTLWT6PxU,20231206,662,0,,0,0,0,0,,,
rafah border crossing between egypt and gaza reopens for humanitarian aid  dw new_output.json,lAlPEbxlMiM,20231021,785,0,,0,0,0,0,,,
rafah israel claims ‘precision munitions’ used against ‘legitimate’ hamas targets  dw news_output.json,ZPafG-0dR-A,20240527,1098,1,people,0,0,0,0,,,
recent developments in the israel-hamas war  dw news_output.json,mfIJ7UzKFhE,20231024,3869,5,terrorists combatants daughter terrorists people,0,0,0,0,,,
renewed flare-ups on the israel-lebanon border will the conflict escalate  dw news_output.json,a80LVITBCro,20240724,1179,0,,0,0,0,0,,,
report found israel still to provide evidence of unrwa staff terror links  dw news_output.json,4_5RTrAjnIo,20240422,968,0,,0,0,0,0,,,
report hamas delivers counterproposal for a truce deal  dw news_output.json,W9Bc5i0KotU,20240207,877,1,already,0,0,0,0,,,
report us authorizes multi-billion dollar weapons package for israel  dw news_output.json,-51aXUXSWdI,20240330,1161,0,,0,0,0,0,,,
reports of mass graves at gaza's al-shifa hospital compound  dw news_output.json,6fDq1gWRiZw,20231114,1806,0,,0,0,0,0,,,
reports of sexual violence perpetrated by hamas on and after october 7th  dw news_output.json,6zhggptQaMI,20231129,1289,1,they,0,0,0,0,,,
reports of shootings in east jerusalem and the west bank  dw news_output.json,YzVdovXXDGY,20231012,824,3,Palestinians people who,0,0,0,0,,,
rescue teams find around 60 bodies in gaza city  dw news_output.json,oRTezEvIZsY,20240712,792,0,,0,0,0,0,,,
residents on israel's border with lebanon fear hezbollah attacks  dw news_output.json,e--DsM1kuEo,20240102,330,0,,0,0,0,0,,,
resistance through art the jenin freedom theatre  dw news_output.json,VqOgj1zrQv0,20240214,524,0,,0,0,0,0,,,
rockets fired at israel from gaza  dw news_output.json,Uy7bmfTJwt8,20240527,1048,0,,0,0,0,0,,,
russia blames west after antisemitic mob storms dagestan airport  dw news_output.json,_NUQaSOmXto,20231030,799,0,,0,0,0,0,,,
satellite images appear to show tent compounds near rafah ahead of a possible israeli offensive_output.json,CTVgedXNpPs,20240425,858,0,,0,0,0,0,,,
saudi arabia says killing of hamas leader violated iran's sovereignty  dw news_output.json,kVNYRqqV03o,20240808,871,0,,0,0,0,0,,,
select gazans allowed to cross rafah border with egypt  dw news_output.json,RcPUUgdbbSo,20231101,824,0,,0,0,0,0,,,
several countries demanding answers from israel after deadly airstrike  dw news_output.json,SwpcIxw7uqs,20240402,1851,3,countries Kitchen employees,0,0,0,0,,,
several palestinians killed in israeli west bank raids  dw news_output.json,_Oio_f99q6w,20240828,1636,1,Palestinians,0,0,0,0,,,
ship carrying aid for gaza readies in cyprus  dw news_output.json,Pcsl1TtrrWM,20240309,2423,0,,0,0,0,0,,,
ship with 200 tons of humanitarian supplies for gaza still waiting to sail from cyprus  dw news_output.json,_Wkb6S1muEQ,20240311,937,1,he,0,0,0,0,,,
should israel be concerned about elon musk offering starlink to gaza  dw news_output.json,CJg9v4Q6bjs,20231128,790,0,,0,0,0,0,,,
six months of israel-hamas war  dw news_output.json,aqGojIF6Fxw,20240407,1239,1,people,0,0,0,0,,,
some parts of lebanon radicalized by hezbollah  dw news_output.json,9vzk3CXRnM0,20240207,1398,0,,0,0,0,0,,,
south africa files case against israel at international court of justice  dw news_output.json,x0KNs1mWBfs,20231231,2169,0,,0,1,0,0,ve,,
south africa presents arguments accusing israel of 'genocidal acts' in gaza at the icj_output.json,MOW_1exsHE8,20240111,20120,9,they academics staff have they had have Palestinians Palestinians,0,1,0,0,Palestinians,,
spanish ship to test sea aid corridor to gaza  dw news_output.json,SQcWNAW_4as,20240308,1868,0,,0,0,0,0,,,
student protests expand how the war in gaza is becoming a domestic issue in the us  dw news_output.json,SkN1JyM9rqI,20240424,2342,0,,0,0,0,0,,,
sweden protesters call for israel ban at eurovision song contest  dw news_output.json,vqCcL6kbVho,20240411,109,0,,0,0,0,0,,,
tall order for palestinian authority to run gaza again former pa prime minister_output.json,N-9EIcLcuUs,20231108,3052,2,has somebody,0,0,0,0,,,
tel aviv protesters demand netanyahu steps down  dw news_output.json,CK-lSnHmmPU,20231224,484,1,hostages,0,0,0,0,,,
ten people killed as rocket hits football pitch in israeli-occupied golan  dw news_output.json,cxFBLPOgGlY,20240727,672,2,people people,0,0,0,0,,,
tensions mount between israel and egypt over the rafah crossing i dw news_output.json,IweF_hnd9Ug,20240514,1407,0,,0,0,0,0,,,
thai negotiator remaining hostages from thailand can't be released without a ceasefire i dw news_output.json,df7KzjJ0p6M,20240228,1829,1,people,0,0,0,0,,,
the cost of getting aid into gaza  dw business_output.json,zJwTbwpRdIw,20231027,1642,0,,0,0,0,0,,,
the horrifying stories of german-palestinians evacuated from gaza  dw news_output.json,uPc7YB1NCA4,20231124,413,0,,0,0,0,0,,,
the israeli settlers campaigning to occupy gaza   dw news_output.json,pfeLzXqL-nI,20240122,3263,1,people,0,0,0,0,,,
the latest on israel's 'limited' operation in rafah  dw news_output.json,UiXGPIXVIx0,20240509,1859,2,that civilians,0,0,0,0,,,
the latest on the israeli military operation inside the al-shifa hospital  dw news_output.json,m-Ax9P1frUI,20231115,1917,0,,0,0,0,0,,,
the thai hostages still missing after the hamas terror attacks  dw news_output.json,Jpeua8qUHmY,20240228,639,1,people,0,0,0,0,,,
this isn't about israel and palestine – it's about terror and the liberal world  dw news_output.json,hTwdPifv6PA,20231019,2872,0,,0,0,0,0,,,
thousands of israeli protesters demand netanyahu step down  dw news_output.json,saCFmV-9G84,20240331,1180,0,,0,0,0,0,,,
thousands of israelis evacuated from towns near gaza  dw news_output.json,zp7yYxdNdb8,20231010,2257,0,,0,0,0,0,,,
thousands of palestinians flee eastern khan younis as israel steps up attacks  dw news_output.json,7BtL93pGF14,20240809,13,0,,0,0,0,0,,,
thousands protest in israel as cracks show in war cabinet  dw news_output.json,FieRuS0Xf30,20240519,2001,0,,0,3,0,0,population them hearing,,
thousands rally in tel aviv can they influence the israeli government  dw news_output.json,tIX2kQhAXJc,20231210,592,0,,0,0,0,0,,,
three more countries recognize palestinian statehood – what happens next  dw analysis_output.json,fd-7mQUz1sI,20240523,4788,0,,0,0,0,0,,,
three shot dead at west bank-jordan border crossing  dw news_output.json,_EZdQG99de8,20240908,650,2,guards people,0,0,0,0,,,
top german diplomat many countries have not delivered  dw news_output.json,tJoIo1BYpZQ,20240212,2156,1,have,0,0,0,0,,,
top hamas political leader ismail haniyeh assassinated in tehran  dw news_output.json,RKnsc6jIjuc,20240731,2548,4,bodyguards he Han bodyguard,0,0,0,0,,,
top hezbollah commander reportedly killed in israeli strike how important was he  dw news_output.json,dCs1Qab7QbM,20240108,674,4,tail who who aori,0,0,0,0,,,
top un court stops short of ordering cease-fire in gaza  dw news_output.json,E4Kf5pNc4tU,20240126,2721,1,who,0,0,0,0,,,
truce enables humanitarian aid surge into gaza  dw news_output.json,LAD9u2fac_o,20231128,1918,0,,0,0,0,0,,,
truce in gaza how might the temporary cease-fire impact the israel-hamas war  dw news_output.json,uUrBVUq97so,20231124,6173,2,them to,0,0,0,0,,,
turkey torn between gaza solidarity and israel relations  dw news_output.json,2XmNpRYp3L4,20231019,1182,0,,0,0,0,0,,,
turkey's erdogan calls on israel to end 'madness' in gaza  dw news_output.json,e7bCfAtg3Yg,20231028,724,0,,0,0,0,0,,,
turkey-israel relations at all-time low  dw news_output.json,_GoMAaNrWwc,20240503,668,0,,0,0,0,0,,,
ukraine no more time limits on military service  dw news_output.json,mUYaSLCN9D0,20240413,1898,0,,0,0,0,0,,,
un 'deeply concerned' about israel's new evacuation order for gaza city  dw news_output.json,gGPuZkXZnFY,20240711,1101,0,,0,2,0,0,that population,,
un 'reasonable grounds' to believe rape was committed in the october 7 terror attacks  dw news_output.json,GnmuE8IQ8Vs,20240305,1349,1,that,0,0,0,0,,,
un 45 percent of all homes in gaza damaged or destroyed  dw news_output.json,x2RG_r0iS1w,20231027,1086,3,000 600 Palestinians,0,0,0,0,,,
un body demands war crimes accountability for israel as its military admits mistakes  dw news_output.json,TljXxkdaeOU,20240405,962,0,,0,0,0,0,,,
un calls on israel to halt west bank operation  dw news_output.json,C2GHdjWrl_Y,20240829,1453,1,footage,0,0,0,0,,,
"un cease-fire vote delayed, netanyahu government faces increased pressure  dw analysis_output.json",IQU6Vjj1dSQ,20231218,2703,1,colleagues,0,2,0,0,they population,,
un chief again criticizes israel for situation in gaza  dw news_output.json,-8IDfVT1W2s,20231108,1815,2,that civilians,0,0,0,0,,,
un civil order breaking down in gaza as food and water run out  dw news_output.json,McUTN6gFEsA,20231029,1882,0,,0,0,0,0,,,
un court orders israel to allow more aid into gaza dw news_output.json,DzZc_K8GaUU,20240329,1399,1,people,0,0,0,0,,,
un gaza resolution why hasn't the us agreed yet and why does that seem to change now  dw news_output.json,z0-6w8aO7w0,20231222,2349,2,people people,0,0,0,0,,,
un general assembly adopts resolution demanding 'humanitarian truce'  dw news_output.json,q9aIhniaj2E,20231027,1442,0,,0,0,0,0,,,
un official what we are seeing is unprecedented  conflict zone_output.json,wW7tmQFUP_c,20231115,3819,13,them who who them that who she that Samir ours personnel people Palestinians,0,0,0,0,,,
un resolution urges to boost aid deliveries to gaza but doesn't call for cease-fire  dw analysis_output.json,hyckQ05N2sg,20231222,3304,0,,0,0,0,0,,,
"un says 340,000 displaced in gaza i dw news_output.json",DgFpFmdh0TI,20231012,3247,2,they people,0,0,0,0,,,
un says gaza famine is imminent as us warns israel about rafah ground offensive  dw news_output.json,VxgvQqqGzvE,20240319,1122,0,,0,0,0,0,,,
un secretary-general antonio guterres calls for aid deliveries to begin  dw news_output.json,zpvf6WSVit8,20231020,1689,0,,0,0,0,0,,,
un security council approves resolution for cease-fire in gaza  dw news_output.json,y41WmbEQMEk,20240325,1330,0,,0,0,0,0,,,
